ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,family,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff,ir_mean_square_all,d_mean_c,r_mean_l,s_mean_square_c,entropy_c_l,Vs_variance_c_l,mp_variance_c_l,atwt_geometric_mean_all
v1q,Li6.8La3Zr1.8Ta0.2O12,8,Li54.4La24.0Zr14.4Ta1.6O96.0,0.00073,0.00073,0.00078,Ia-3d ,230,12.978,12.978,12.978,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,0.00073,exact,0.00073,1.0,-3.136677139879544,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2663025210084036,3.44,1.0727118644067797,1.1988,-2.3672881355932205,-2.2412,2.46,110.44117647058823,138.2,82.21186440677965,102.22,-35.97999999999999,-55.988135593220335,0.7396526772793054,0.5948760087321249,88002754290.52878,28978758058.690765,148027157238.16068,180221551170.1315,5.108126336482773,119048399179.46991,0.02399937539430921,0.03649037778242159,0.0,0.21008403361344538,0.5042016806722689,0.2857142857142857,7.0,-1.4082429176206082,0.7082616298910693,39.48571428571428,271.68529411764706,-1.3436802837291797,13215.797619047618,7.559322033898306,91.22352941176472,59.49152542372883,0.8030448563658358,149353437844.6761,313813.9296,19.267380051495987
vwn,Li6.75Ba1.75La1.25Ta2O12,8,Li54.0Ba14.0La10.0Ta16.0O96.0,1.18e-05,1.18e-05,2.21e-05,Ia-3d ,230,12.9813,12.9813,12.9813,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,1.18e-05,exact,1.18e-05,1.0,-4.928117992693875,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.266421052631579,3.44,1.067872340425532,1.1865,-2.372127659574468,-2.2535,2.55,111.94666666666666,138.2,85.13475177304964,108.94166666666665,-29.25833333333334,-53.065248226950345,0.7882899179932464,0.6160257002391436,104349008794.7175,28978758058.690765,181322881886.82993,258229780609.7103,6.257096371058972,152344123828.13916,0.025548023905099134,0.04003785617698295,0.0,0.21052631578947367,0.5052631578947369,0.28421052631578947,7.0,-1.4612916025460023,0.7963728439813273,39.2778947368421,285.46399999999994,-1.355712230232147,13692.44099582289,9.127659574468085,93.04411764705884,66.4468085106383,1.080527626604172,133244639268311.11,1177174.1875,20.32046150899056
mvq,Li3.4Ge0.4P0.6S4,24,Li81.6Ge9.6P14.4S96.0,0.000654,,,P21/m,11,13.769,23.614,12.359,90.0,90.66,90.0,thio_lisicon,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,0.000654,exact,0.000654,1.0,-3.184422251675733,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8773809523809526,2.58,1.2386363636363635,2.118,-1.3413636363636365,-0.4620000000000002,1.6,118.3452380952381,184.0,58.65909090909092,28.599999999999998,-155.4,-125.34090909090908,0.15543478260869564,0.31879940711462457,2911177949128.525,12278644599.949677,5546540953245.412,23981973844499.99,451.72257475944406,5534262308645.463,0.059459901659390156,0.21125319693094627,0.0,0.11904761904761905,0.4761904761904762,0.40476190476190477,21.0,-0.4276259319978442,2.6548717948971787,74.47619047619048,189.35238095238097,-7.452758128444016,18087.505952380954,0.9090909090909092,105.4,17.681818181818183,0.6730116670092565,755470153276.0444,191859.55440000002,17.900300175339083
ylh,Li3.2Ge0.2V0.8O4,4,Li12.8Ge0.8V3.2O16.0,1.9e-05,,,Pnma,62,10.8685,6.2984,5.1017,90.0,90.0,90.0,lisicon,10.1021/acs.chemmater.8b01504,1,D1- 541,not available,,,,,,,,452.0,1.9e-05,exact,1.9e-05,1.0,-4.721246399047171,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.2685365853658537,3.44,1.152857142857143,1.706,-2.287142857142857,-1.734,2.46,98.85365853658536,138.2,61.38095238095238,41.800000000000004,-96.39999999999998,-76.81904761904761,0.30246020260492046,0.4441458204121012,376698291699.2382,28978758058.690765,707859752309.2832,2575075571670.925,24.426849172613014,678880994250.5924,0.03879957641849702,0.11555081355028007,0.0,0.12195121951219513,0.48780487804878053,0.39024390243902446,14.0,-1.0158249406853914,1.3878674507966808,53.931707317073176,243.17999999999998,-2.980546508491399,11308.36707317073,1.0476190476190474,74.76,22.095238095238095,0.5004024235381879,22142690222198.117,151041.0496,13.41731434923518
yq2,Li1.1Al0.1Ti1.9(PO4)3,6,Li6.6Al0.6Ti11.4P18.0O72.0,3e-05,,,R-3c,167,8.508,8.508,20.855,90.0,90.0,120.0,nasicon,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,done,,,,Yes,10.1016/j.solidstatesciences.2016.08.011,7931.0,,351.0,3e-05,exact,3e-05,1.0,-4.522878745280337,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8737569060773485,3.44,1.7598360655737704,1.9314000000000002,-1.6801639344262296,-1.5085999999999997,2.46,105.15055248618785,138.2,40.135245901639344,34.115,-104.08499999999998,-98.06475409836065,0.2468523878437048,0.2904142250480416,6556884644920.94,28978758058.690765,19398666717436.84,23639015337346.016,669.4098718153712,19369687959378.15,0.16897632109344216,0.20289185247474018,0.0,0.27624309392265195,0.6629834254143647,0.06077348066298342,15.0,-0.48794350697006206,2.8256921126278676,8.398895027624308,258.6703591160221,-16.570621376474037,13383.32244475138,0.6229508196721312,79.54705882352943,39.85245901639344,0.7524177643476055,53723438392584.516,613370.45787364,19.090919561385583
5xk,Li6.65La3Zr1.65Ta0.35O12,8,Li53.2La24.0Zr13.2Ta2.8O96.0,0.00046,0.00046,0.00077,Ia-3d ,230,12.9591,12.9591,12.9591,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,0.00046,exact,0.00046,1.0,-3.337242168318426,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2755391120507404,3.44,1.0760944206008582,1.2039000000000002,-2.363905579399142,-2.2360999999999995,2.46,110.65644820295982,138.2,82.28540772532187,101.94999999999999,-36.25,-55.914592274678114,0.7376989869753979,0.5954081600963956,89419540871.78862,28978758058.690765,151676141194.29285,188013513333.53778,5.234045602889631,122697383135.60208,0.024390357506927904,0.03712582928743831,0.0,0.21141649048625794,0.5073995771670191,0.28118393234672306,7.0,-1.4074886716716473,0.7188375022161753,38.859619450317126,272.21486257928115,-1.3637768954335083,13262.329633544747,7.798283261802575,91.12647058823529,60.708154506437765,0.8585022429370206,239987579248.57584,388978.3644,19.476973327683552
h89,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.5e-05,,,Ia-3d ,230,12.99726,12.99726,12.99726,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237201.0,226.0,,1.5e-05,exact,1.5e-05,1.0,-4.823908740944319,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3152173913043477,3.44,1.0881818181818181,1.218,-2.3518181818181816,-2.222,2.55,112.4679089026915,138.2,84.3965367965368,104.67238095238095,-33.52761904761904,-53.803463203463195,0.7573978361243195,0.6106840578620608,105140308782.3459,28978758058.690765,188225636844.51514,264870630547.40887,6.495296881367421,159246878785.82437,0.027074237446769026,0.04178554460511409,0.0,0.21739130434782608,0.5217391304347826,0.2608695652173913,7.0,-1.436217870626501,0.8125990062162839,36.052173913043475,286.7931677018633,-1.4566877382290626,13743.11735778369,9.818181818181818,91.76470588235296,70.36363636363637,1.0549201679861442,92429088954383.39,1126093.36,21.052697487248132
xog,Li5La3Sb2O12,8,Li40.0La24.0Sb16.0O96.0,7.8e-06,7.8e-06,8.2e-06,Ia-3d ,230,12.8566,12.8566,12.8566,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.10.035,1,D2 - 216,done,ICSD ,,,,,161342.0,216.0,,7.8e-06,exact,7.8e-06,1.0,-5.107905397309519,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.4354545454545455,3.44,1.23,1.48,-2.21,-1.96,2.46,112.39999999999999,138.2,81.44,95.38,-42.81999999999999,-56.75999999999999,0.6901591895803184,0.5892908827785818,133842997914.97076,28978758058.690765,259680085742.50677,395005362726.2432,8.961049511389547,230701327683.816,0.0316392183721968,0.04846362192957878,0.0,0.22727272727272727,0.5454545454545454,0.22727272727272727,7.0,-1.3023328509406658,0.9523588768845394,31.409090909090907,276.50399999999996,-1.7958420348058899,13710.51515151515,10.3,90.76470588235296,67.69999999999999,0.6730116670092565,118834483689803.34,20075.570016000005,21.369602805983842
elz,Li3YBr6,2,Li6.0Y2.0Br12.0,0.00192,,,C2/m ,12,6.9217,11.9096,6.9326,90.0,109.553,90.0,halides,10.1002/adma.201803075,1,D2 - 26,done,,,appendix: diffraction data available,Yes,10.1021/acs.chemmater.0c04352,29961.0,26.0,,0.00192,exact,0.00192,1.0,-2.7166987712964503,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Br"", ""value"": -1.0}]",2.1919999999999997,2.9599999999999995,1.04,1.22,-1.9199999999999995,-1.7399999999999995,1.98,147.445,196.0,74.6125,95.94999999999999,-100.05000000000001,-121.3875,0.48954081632653057,0.38067602040816323,53342571951.02763,5079321332.016004,125737447879.54507,129885365241.86926,24.754773258190255,120658126547.52907,0.018927682241908404,0.031266284523189164,0.6,0.1,0.0,0.3,9.0,-0.7308979591836732,1.3936589527572718,58.8,291.9411,-2.2975840281396565,25337.11525,2.75,120.85714285714283,31.75,0.0,0.0,0.0,38.80259399084234
8y4,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,8,Li52.8La23.0Y1.0Zr12.8Ta3.2O96.0,0.000317,,,Ia-3d ,230,12.9572,12.9572,12.9572,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,,655.0,0.000317,exact,0.000317,1.0,-3.4989407377822483,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.279279661016949,3.44,1.0785344827586207,1.2086,-2.3614655172413794,-2.2314,2.46,110.60690324858756,138.2,82.06232040229887,101.28458333333333,-36.91541666666666,-56.13767959770112,0.7328841051616016,0.5937939247633782,90222832166.03934,28978758058.690765,153578770897.77924,192154400921.27094,5.2997016154638406,124600012839.08847,0.024588116565906155,0.03748887487734672,0.0,0.211864406779661,0.5084745762711864,0.2796610169491525,7.0,-1.4022238776761398,0.7242514185808878,38.649152542372875,272.0929819915254,-1.380319809687767,13251.771193797078,7.77155172413793,91.04264705882355,60.646551724137915,0.977095760474038,468886196544.94916,408295.5679000001,19.50179498983396
xa0,Li1.5Al0.5Ti1.5(PO4)3,6,Li9.0Al3.0Ti9.0P18.0O72.0,0.000248,,,R-3c,167,8.4935,8.4935,20.7994,90.0,90.0,120.0,nasicon,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1016/j.ssi.2019.115192,19905.0,134.0,,0.000248,exact,0.000248,1.0,-3.6055483191737836,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8343243243243244,3.44,1.7161538461538464,1.937,-1.7238461538461536,-1.503,2.46,104.02837837837838,138.2,40.94230769230769,32.975,-105.225,-97.2576923076923,0.23860347322720699,0.2962540354002004,6427941591055.849,28978758058.690765,18241411436589.062,23676528424938.152,629.4752659739481,18212432678530.37,0.15941248454617438,0.20279178546558227,0.0,0.2702702702702703,0.6486486486486487,0.08108108108108109,15.0,-0.5106963794860376,2.7989786700085086,11.205405405405406,255.9098108108108,-15.50409037199658,13159.576283783785,0.46153846153846156,79.38235294117649,36.23076923076923,0.8979457248567797,46431713096351.805,527785.7333609998,18.44773617613037
