ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,removed_reason
liverpool_275_0226,BaLi6La2Ta2O12,,Ba1 Li6 La2 Ta2 O12,0.00013,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=275; measured_temperature_C=50; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_277_0227,Ba0.5Sr0.5Li6La2Ta2O12,,Ba0.5 Sr0.5 Li6 La2 Ta2 O12,4.96e-05,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=277; measured_temperature_C=50; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_278_0228,Li6La2MgTa2O12,,Li6 La2 Mg1 Ta2 O12,2.45e-05,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=278; measured_temperature_C=100; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_281_0229,SrLi6La2Ta2O12,,Sr1 Li6 La2 Ta2 O12,3.66e-05,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=281; measured_temperature_C=50; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_282_0230,Li6CaLa2Ta2O12,,Li6 Ca1 La2 Ta2 O12,3.58e-05,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=282; measured_temperature_C=100; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_285_0231,BaLi6La2Ta2O12,,Ba1 Li6 La2 Ta2 O12,2.25e-05,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=285; measured_temperature_C=17; chemical_family=Oxides,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_288_0232,SrLi6La2Ta2O12,,Sr1 Li6 La2 Ta2 O12,1.38e-05,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=288; measured_temperature_C=33; chemical_family=Oxides,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_290_0234,Ba0.5Sr0.5Li6La2Ta2O12,,Ba0.5 Sr0.5 Li6 La2 Ta2 O12,6.46e-06,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=290; measured_temperature_C=33; chemical_family=Oxides,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_291_0235,Li6CaLa2Ta2O12,,Li6 Ca1 La2 Ta2 O12,3.59e-06,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=291; measured_temperature_C=50; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_292_0236,Li6La2MgTa2O12,,Li6 La2 Mg1 Ta2 O12,2.74e-06,,,,,,,,,,,Garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=292; measured_temperature_C=50; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_303_0240,Li2.7Hf0.3Cr1.7P3O12,,Li2.7 Hf0.3 Cr1.7 P3 O12,2.25e-05,,,,,,,,,,,NASICON,10.1016/s0167-2738(98)00207-0,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=303; measured_temperature_C=171; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_304_0241,Li2.5Hf0.5Cr1.5P3O12,,Li2.5 Hf0.5 Cr1.5 P3 O12,0.000355,,,,,,,,,,,NASICON,10.1016/s0167-2738(98)00207-0,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=304; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_305_0242,Li1.7Hf1.3Cr0.7P3O12,,Li1.7 Hf1.3 Cr0.7 P3 O12,0.000528,,,,,,,,,,,NASICON,10.1016/s0167-2738(98)00207-0,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=305; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_306_0243,Li2.3Hf0.7Cr1.3P3O12,,Li2.3 Hf0.7 Cr1.3 P3 O12,0.000181,,,,,,,,,,,NASICON,10.1006/jssc.2000.8658,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=306; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_307_0244,Li2HfCr(PO4)3,,Li2 Hf1 Cr1 P3 O12,0.000335,,,,,,,,,,,NASICON,10.1016/s0167-2738(96)00565-6,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=307; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_308_0245,Li1.3Ti1.7Fe0.3P3O12,,Li1.3 Ti1.7 Fe0.3 P3 O12,0.00858,,,,,,,,,,,NASICON,10.1007/s10008-002-0314-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=308; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_309_0246,Li2ZrAl(PO4)3,,Li2 Zr1 Al1 P3 O12,3.4e-06,,,,,,,,,,,NASICON,10.1007/s10008-008-0520-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=309; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_314_0251,Li0.95Hf1.95Ta0.05P3O12,,Li0.95 Hf1.95 Ta0.05 P3 O12,0.00066,,,,,,,,,,,Lysonite,10.1016/0025-5408(77)90161-1,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=314; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_315_0252,Li0.95Zr1.95Ta0.05P3O12,,Li0.95 Zr1.95 Ta0.05 P3 O12,0.00073,,,,,,,,,,,NASICON,10.1016/0025-5408(77)90161-1,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=315; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_316_0253,Li0.9Zr1.9Ta0.1P3O12,,Li0.9 Zr1.9 Ta0.1 P3 O12,0.00095,,,,,,,,,,,NASICON,10.1016/0025-5408(77)90161-1,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=316; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_317_0254,Li0.5Hf1.5Ta0.5P3O12,,Li0.5 Hf1.5 Ta0.5 P3 O12,0.00093,,,,,,,,,,,NASICON,10.1016/0025-5408(77)90161-1,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=317; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_318_0255,Li0.8Zr1.8Nb0.2P3O12,,Li0.8 Zr1.8 Nb0.2 P3 O12,7.4e-05,,,,,,,,,,,NASICON,10.1016/0025-5408(77)90161-1,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=318; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_320_0256,Li0.5Zr1.5Ta0.5P3O12,,Li0.5 Zr1.5 Ta0.5 P3 O12,0.0009,,,,,,,,,,,NASICON,10.1016/0025-5408(77)90161-1,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=320; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_321_0257,Li0.85Hf1.85Ta0.15P3O12,,Li0.85 Hf1.85 Ta0.15 P3 O12,0.00051,,,,,,,,,,,NASICON,10.1016/0025-5408(77)90161-1,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=321; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_322_0258,Li0.5Zr1.5Nb0.5P3O12,,Li0.5 Zr1.5 Nb0.5 P3 O12,0.00197,,,,,,,,,,,NASICON,10.1016/0025-5408(89)90129-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=322; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_323_0259,Li0.6Zr1.6Nb0.4P3O12,,Li0.6 Zr1.6 Nb0.4 P3 O12,0.000292,,,,,,,,,,,NASICON,10.1016/0025-5408(89)90129-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=323; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_324_0260,Li0.8Hf1.8Nb0.2P3O12,,Li0.8 Hf1.8 Nb0.2 P3 O12,0.000213,,,,,,,,,,,NASICON,10.1016/0025-5408(89)90129-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=324; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_325_0261,Li0.1Zr1.1Nb0.9P3O12,,Li0.1 Zr1.1 Nb0.9 P3 O12,0.00197,,,,,,,,,,,NASICON,10.1016/0025-5408(89)90129-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=325; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_328_0264,Li3Fe2(PO4)3,,Li3 Fe2 P3 O12,5.6e-08,,,,,,,,,,,NASICON,10.1016/0167-2738(83)90101-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=328; measured_temperature_C=50; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_329_0265,Li3Cr2(PO4)3,,Li3 Cr2 P3 O12,2.5e-08,,,,,,,,,,,NASICON,10.1016/0167-2738(83)90101-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=329; measured_temperature_C=50; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_338_0272,Li1Zr0.25Ti1.75P3O12,,Li1 Zr0.25 Ti1.75 P3 O12,7.35e-05,,,,,,,,,,,NASICON,10.1016/0167-2738(90)90188-w,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=338; measured_temperature_C=154; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_344_0278,Li1Zr1.5Ti0.5P3O12,,Li1 Zr1.5 Ti0.5 P3 O12,0.00052,,,,,,,,,,,NASICON,10.1016/0167-2738(86)90179-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=344; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_349_0281,Li1.35Ti1.65In0.35P3O12,,Li1.35 Ti1.65 In0.35 P3 O12,0.021,,,,,,,,,,,NASICON,10.1016/0167-2738(86)90183-9,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=349; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_352_0284,Li2.8Ti0.2In1.8P3O12,,Li2.8 Ti0.2 In1.8 P3 O12,0.00824,,,,,,,,,,,NASICON,10.1016/0167-2738(86)90183-9,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=352; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_353_0285,LiTaFe(PO4)3,,Li1 Ta1 Fe1 P3 O12,0.000335,,,,,,,,,,,NASICON,10.1039/a807007e,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=353; measured_temperature_C=350; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_354_0286,LiTaCr(PO4)3,,Li1 Ta1 Cr1 P3 O12,3.16e-07,,,,,,,,,,,NASICON,10.1039/a807007e,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=354; measured_temperature_C=61; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_355_0287,Li1.8Ti1.2Cr0.8P3O12,,Li1.8 Ti1.2 Cr0.8 P3 O12,0.0048,,,,,,,,,,,NASICON,10.1016/0167-2738(88)90291-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=355; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_389_0319,Li1.3Ti0.3Al0.3Ge1.4P3O12,,Li1.3 Ti0.3 Al0.3 Ge1.4 P3 O12,0.0011,,,,,,,,,,,NASICON,10.1016/j.electacta.2005.12.055,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=389; measured_temperature_C=227; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_392_0322,Li0.8Zr1.8Ta0.2P3O12,,Li0.8 Zr1.8 Ta0.2 P3 O12,7.4e-05,,,,,,,,,,,NASICON,10.1016/0025-5408(77)90161-1,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=392; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_393_0323,Li1.3Sc0.01Ti1.7Al0.29P3O12,,Li1.3 Sc0.01 Ti1.7 Al0.29 P3 O12,0.000119,,,,,,,,,,,NASICON,10.1016/j.physb.2016.04.027,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=393; measured_temperature_C=140; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_394_0324,Li1.3Sc0.05Ti1.7Al0.25P3O12,,Li1.3 Sc0.05 Ti1.7 Al0.25 P3 O12,0.000108,,,,,,,,,,,NASICON,10.1016/j.physb.2016.04.027,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=394; measured_temperature_C=140; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_395_0325,Li1.3Sc0.03Ti1.7Al0.27P3O12,,Li1.3 Sc0.03 Ti1.7 Al0.27 P3 O12,8.47e-05,,,,,,,,,,,NASICON,10.1016/j.physb.2016.04.027,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=395; measured_temperature_C=140; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_396_0326,Li1.3Sc0.07Ti1.7Al0.23P3O12,,Li1.3 Sc0.07 Ti1.7 Al0.23 P3 O12,7e-05,,,,,,,,,,,NASICON,10.1016/j.physb.2016.04.027,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=396; measured_temperature_C=140; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_414_0343,Li1.7Hf1.3Fe0.7P3O12,,Li1.7 Hf1.3 Fe0.7 P3 O12,2.68e-05,,,,,,,,,,,NASICON,10.1016/s0167-2738(98)00207-0,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=414; measured_temperature_C=171; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_418_0344,Li2.9Zr0.1Sc1.9P3O12,,Li2.9 Zr0.1 Sc1.9 P3 O12,0.00106,,,,,,,,,,,NASICON,10.1016/s0925-8388(96)02746-6,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=418; measured_temperature_C=150; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_419_0345,Li2.9Zr0.1Sc1.9P3O12,,Li2.9 Zr0.1 Sc1.9 P3 O12,0.0144,,,,,,,,,,,NASICON,10.1016/s0925-8388(96)02746-6,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=419; measured_temperature_C=273; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_420_0346,Li3Sc2(PO4)3,,Li3 Sc2 P3 O12,3.49e-06,,,,,,,,,,,NASICON,10.1016/s0925-8388(96)02746-6,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=420; measured_temperature_C=150; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_440_0364,Li1.2Ti1.8Ga0.2P3O12,,Li1.2 Ti1.8 Ga0.2 P3 O12,6.6e-07,,,,,,,,,,,NASICON,10.1021/cm030422i,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=440; measured_temperature_C=250; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_487_0405,Li1.5Mg2.5V0.5Mo2.5O12,,Li1.5 Mg2.5 V0.5 Mo2.5 O12,1e-06,,,,,,,,,,,Lysonite,10.1016/j.jssc.2010.08.042,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=487; measured_temperature_C=440; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_491_0408,Li2TiO3,,Li2 Ti1 O3,3.52e-08,,,,,,,,,,,Rocksalt,10.1016/j.ssi.2006.11.002,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=491; measured_temperature_C=186; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_492_0409,Li1.9Mg0.1Ti1O3.05,,Li1.9 Mg0.1 Ti1 O3.05,0.00107,,,,,,,,,,,Rocksalt,10.1016/j.ssi.2008.03.001,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=492; measured_temperature_C=600; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_493_0410,Li1.9Mg0.1Ti1O3.05,,Li1.9 Mg0.1 Ti1 O3.05,1.2e-05,,,,,,,,,,,Rocksalt,10.1016/j.ssi.2008.03.001,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=493; measured_temperature_C=300; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_497_0413,Li6PS5Cl,,Li6 P1 S5 Cl1,0.0214,,,,,,,,,,,Argyrodite,10.1016/j.ssi.2012.06.008,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=497; measured_temperature_C=150.58; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_498_0414,Li6PS5Cl,,Li6 P1 S5 Cl1,0.00132,,,,,,,,,,,Argyrodite,10.1016/j.ssi.2012.06.008,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=498; measured_temperature_C=50.47; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_500_0416,Li6PS5Cl,,Li6 P1 S5 Cl1,0.000376,,,,,,,,,,,Argyrodite,10.1016/j.ssi.2012.06.008,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=500; measured_temperature_C=18.82; chemical_family=Sulphides and Other Anions,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_507_0420,Li0.6Y0.8P1O4,,Li0.6 Y0.8 P1 O4,0.275,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=507; measured_temperature_C=867; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_508_0421,Li0.3Y0.9P1O4,,Li0.3 Y0.9 P1 O4,0.135,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=508; measured_temperature_C=873; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_509_0422,Li0.9Y0.7P1O4,,Li0.9 Y0.7 P1 O4,0.0682,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=509; measured_temperature_C=791; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_510_0423,Li0.6Y0.8P1O4,,Li0.6 Y0.8 P1 O4,0.0374,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=510; measured_temperature_C=585; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_511_0424,Li0.6Y0.8P1O4,,Li0.6 Y0.8 P1 O4,0.00537,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=511; measured_temperature_C=486; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_512_0425,Li0.9Y0.7P1O4,,Li0.9 Y0.7 P1 O4,0.00387,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=512; measured_temperature_C=598.96; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_513_0426,Li0.3Y0.9P1O4,,Li0.3 Y0.9 P1 O4,0.000121,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=513; measured_temperature_C=400; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_515_0427,Li1.5Y0.5P1O4,,Li1.5 Y0.5 P1 O4,0.000245,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=515; measured_temperature_C=523.93; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_516_0428,Li0.9Y0.7P1O4,,Li0.9 Y0.7 P1 O4,0.000213,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=516; measured_temperature_C=485.26; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_517_0429,Li1.5Y0.5P1O4,,Li1.5 Y0.5 P1 O4,1.78e-05,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=517; measured_temperature_C=437.38; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_518_0430,Li0.9Y0.7P1O4,,Li0.9 Y0.7 P1 O4,1.09e-05,,,,,,,,,,,Zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=518; measured_temperature_C=397.77; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_525_0431,LiGaSiO4,,Li1 Ga1 Si1 O4,1.58e-06,,,,,,,,,,,Phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=525; measured_temperature_C=564.29; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_526_0432,Li0.68Ga0.68Si2.33O6,,Li0.68 Ga0.68 Si2.33 O6,8.19e-07,,,,,,,,,,,Phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=526; measured_temperature_C=276; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_527_0433,Li0.96Ga0.96Si2.04O6,,Li0.96 Ga0.96 Si2.04 O6,6.32e-07,,,,,,,,,,,Phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=527; measured_temperature_C=260; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_528_0434,LiGaSiO4,,Li1 Ga1 Si1 O4,2.8e-07,,,,,,,,,,,Phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=528; measured_temperature_C=475.75; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_529_0435,Li0.68Ga0.68Si2.33O6,,Li0.68 Ga0.68 Si2.33 O6,7.26e-08,,,,,,,,,,,Phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=529; measured_temperature_C=216.18; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_530_0436,Li0.96Ga0.96Si2.04O6,,Li0.96 Ga0.96 Si2.04 O6,7.26e-08,,,,,,,,,,,Phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=530; measured_temperature_C=208.82; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_531_0437,Li0.96Ga0.96Si2.04O6,,Li0.96 Ga0.96 Si2.04 O6,1.78e-08,,,,,,,,,,,Phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=531; measured_temperature_C=178.14; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_532_0438,LiGaSiO4,,Li1 Ga1 Si1 O4,1.35e-08,,,,,,,,,,,Phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=532; measured_temperature_C=341.15; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_533_0439,LiGaSiO4,,Li1 Ga1 Si1 O4,5.7e-09,,,,,,,,,,,Phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=533; measured_temperature_C=312.92; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_536_0442,Li2TiIn(PO4)3,,Li2 Ti1 In1 P3 O12,0.00122,,,,,,,,,,,NASICON,10.1016/s0167-2738(96)00565-6,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=536; measured_temperature_C=200; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_564_0461,Li4Al0.33Si0.33P0.33O4,,Li4 Al0.33 Si0.33 P0.33 O4,0.00471,,,,,,,,,,,LISICON,10.1021/acsami.6b14402,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=564; measured_temperature_C=249; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_565_0462,Li4Al0.33Si0.17Ge0.17P0.33O4,,Li4 Al0.33 Si0.17 Ge0.17 P0.33 O4,0.00353,,,,,,,,,,,LISICON,10.1021/acsami.6b14402,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=565; measured_temperature_C=215; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
liverpool_566_0463,Li4Al0.33Si0.17Ge0.17P0.33O4,,Li4 Al0.33 Si0.17 Ge0.17 P0.33 O4,3.93e-06,,,,,,,,,,,LISICON,10.1021/acsami.6b14402,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=566; measured_temperature_C=47; chemical_family=#N/A,,,,,,"Liverpool temperature outside room-temperature range [20, 30] C"
