ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,removed_reason
trv1_0040,Li2.4Zr0.8Zn0.2Cl6,,Li2.4 Zr0.8 Zn0.2 Cl6,,,,,,,,,,,,halide,10.1002/aenm.202405760,1,data/database/obelix/processed/all-v1.csv,,,,空气暴露后; synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2024,,,,,,missing or unparseable room-temperature conductivity
trv1_0042,Li2.1Zr1Cl6F0.1,,Li2.1 Zr1 Cl6 F0.1,,,,,,,,,,,,halide,10.1002/smll.202407418,1,data/database/obelix/processed/all-v1.csv,,,,由图估算; synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2024,,,,,,missing or unparseable room-temperature conductivity
trv1_0043,Li2.2Zr1Cl6F0.2,,Li2.2 Zr1 Cl6 F0.2,,,,,,,,,,,,halide,10.1002/smll.202407418,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2024,,,,,,missing or unparseable room-temperature conductivity
trv1_0044,Li2.3Zr1Cl6F0.3,,Li2.3 Zr1 Cl6 F0.3,,,,,,,,,,,,halide,10.1002/smll.202407418,1,data/database/obelix/processed/all-v1.csv,,,,由图估算; synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2024,,,,,,missing or unparseable room-temperature conductivity
trv1_0045,Li2.4Zr1Cl6F0.4,,Li2.4 Zr1 Cl6 F0.4,,,,,,,,,,,,halide,10.1002/smll.202407418,1,data/database/obelix/processed/all-v1.csv,,,,由图估算; synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2024,,,,,,missing or unparseable room-temperature conductivity
trv1_0047,Li2.3Zr1Cl6.2F0.2,,Li2.3 Zr1 Cl6.2 F0.2,,,,,,,,,,,,halide,10.1002/smll.202407418,1,data/database/obelix/processed/all-v1.csv,,,,由图估算; synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2024,,,,,,missing or unparseable room-temperature conductivity
trv1_0048,Li2.4Zr1Cl6.3F0.2,,Li2.4 Zr1 Cl6.3 F0.2,,,,,,,,,,,,halide,10.1002/smll.202407418,1,data/database/obelix/processed/all-v1.csv,,,,由图估算; synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2024,,,,,,missing or unparseable room-temperature conductivity
trv1_0055,Li2.75Yb0.16Y0.16Er0.16Zr0.25In0.25Cl6,,Li2.75 Yb0.16 Y0.16 Er0.16 Zr0.25 In0.25 Cl6,,,,,,,,,,,,halide,10.1038/s41467-024-45864-1,1,data/database/obelix/processed/all-v1.csv,,,,二次引用[18]; synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2024,,,,,,missing or unparseable room-temperature conductivity
trv1_0056,Li2.75Zr0.25Ti0.16Al0.16In0.25Fe0.16Cl6,,Li2.75 Zr0.25 Ti0.16 Al0.16 In0.25 Fe0.16 Cl6,,,,,,,,,,,,halide,10.1038/s41467-024-45864-1,1,data/database/obelix/processed/all-v1.csv,,,,二次引用[18]; synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2024,,,,,,missing or unparseable room-temperature conductivity
trv1_0057,Li3YbCl6,,Li3 Yb1 Cl6,≈4.0e-4,,,,,,,,,,,halide,10.1002/adma.202501838,1,data/database/obelix/processed/all-v1.csv,,,,卤化物固态电解质基体; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0058,Li3LuCl6,,Li3 Lu1 Cl6,≈4.0e-4,,,,,,,,,,,halide,10.1002/adma.202501838,1,data/database/obelix/processed/all-v1.csv,,,,卤化物固态电解质基体; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0059,Li3YCl6,,Li3 Y1 Cl6,≈4.0e-4,,,,,,,,,,,halide,10.1002/adma.202501838,1,data/database/obelix/processed/all-v1.csv,,,,对比电解质；与Li不稳定; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0104,Li2.375Zr0.625Al0.375Cl6,,Li2.375 Zr0.625 Al0.375 Cl6,,,,,,,,,,,,halide,10.1021/acsnano.4c16514,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0106,Li2.25Zr0.75Fe0.25Cl6,,Li2.25 Zr0.75 Fe0.25 Cl6,,,,,,,,,,,,halide,10.1021/acsnano.4c16514,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0107,Li1.75Zr0.75Fe0.25Cl5.75,,Li1.75 Zr0.75 Fe0.25 Cl5.75,,,,,,,,,,,,halide,10.1021/acsnano.4c16514,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0108,Li2.1Y0.2Zr0.6Al0.2Cl5.7,,Li2.1 Y0.2 Zr0.6 Al0.2 Cl5.7,,,,,,,,,,,,halide,10.1021/acsnano.4c16514,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0109,Li2.4Y0.2Zr0.6Al0.2Cl6,,Li2.4 Y0.2 Zr0.6 Al0.2 Cl6,,,,,,,,,,,,halide,10.1021/acsnano.4c16514,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0110,Li2.1Y0.2Zr0.6Fe0.2Cl5.7,,Li2.1 Y0.2 Zr0.6 Fe0.2 Cl5.7,,,,,,,,,,,,halide,10.1021/acsnano.4c16514,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0111,Li2.4Y0.2Zr0.6Fe0.2Cl6,,Li2.4 Y0.2 Zr0.6 Fe0.2 Cl6,,,,,,,,,,,,halide,10.1021/acsnano.4c16514,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0112,Li1.8Zr0.8Al0.1Fe0.1Cl5.6,,Li1.8 Zr0.8 Al0.1 Fe0.1 Cl5.6,,,,,,,,,,,,halide,10.1021/acsnano.4c16514,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
trv1_0113,Li2.2Zr0.8Al0.1Fe0.1Cl6,,Li2.2 Zr0.8 Al0.1 Fe0.1 Cl6,,,,,,,,,,,,halide,10.1021/acsnano.4c16514,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=机械化学球磨; measured_temperature=30; amorphous=unknow; source_year=2025,,,,,,missing or unparseable room-temperature conductivity
p81,LiAlCl4,,Li1 Al1 Cl4,1e-06,,,,,,,,,,,halides,10.1149/1.2133238,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1977,,,,,,conflicting duplicate formula: log10 conductivity span 1.462 > 0.5
0x9,Li1.2Sc0.2Ti1.8P3O12,,Li1.2 Sc0.2 Ti1.8 P3 O12,0.000246,,,,,,,,,,,NASICON,10.1016/0167-2738(86)90179-7,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1986,,,,,,conflicting duplicate formula: log10 conductivity span 0.84 > 0.5
ppz,Li1.3Hf1.7In0.3P3O12,,Li1.3 Hf1.7 In0.3 P3 O12,1e-05,,,,,,,,,,,NASICON,10.1016/0167-2738(86)90179-7,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1986,,,,,,conflicting duplicate formula: log10 conductivity span 1.152 > 0.5
5bz,Li3BN2,,Li3 B1 N2,8.7e-08,,,,,,,,,,,boron nitride,10.1016/0022-4596(87)90135-6,1,data/database/obelix/processed/all-v1.csv,,,,phase: β-Li3BN2 (space group P21/c); conductivity difference from qa9 is phase-related; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1987,,,,,,conflicting duplicate formula: log10 conductivity span 2.735 > 0.5
qa9,Li3BN2,,Li3 B1 N2,1.6e-10,,,,,,,,,,,boron nitride,10.1016/0022-4596(87)90135-6,1,data/database/obelix/processed/all-v1.csv,,,,changed space group to reflect actual higher symmetry; phase: α-Li3BN2 (space group P42/mnm); conductivity difference from 5bz is phase-related; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1987,,,,,,conflicting duplicate formula: log10 conductivity span 2.735 > 0.5
fkt,Li1.2La0.2Ti1.8P3O12,,Li1.2 La0.2 Ti1.8 P3 O12,0.000528,,,,,,,,,,,NASICON,10.1149/1.2096693,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 273; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1989,,,,,,conflicting duplicate formula: log10 conductivity span 0.82 > 0.5
qea,LiTi2(PO4)3,,Li1 Ti2 P3 O12,2e-06,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 2.624 > 0.5
my9,Li1.2Ti1.8Al0.2P3O12,,Li1.2 Ti1.8 Al0.2 P3 O12,0.000595,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/j.solidstatesciences.2016.08.011; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 0.909 > 0.5
9s4,Li1.3Ti1.7Al0.3P3O12,,Li1.3 Ti1.7 Al0.3 P3 O12,0.000722,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/acs.chemmater.9b04419; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 2.218 > 0.5
iqt,Li1.4Ti1.6Al0.4P3O12,,Li1.4 Ti1.6 Al0.4 P3 O12,0.000388,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/j.ssi.2019.115192; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 1.162 > 0.5
xa0,Li1.5Ti1.5Al0.5P3O12,,Li1.5 Ti1.5 Al0.5 P3 O12,0.000248,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/j.ssi.2019.115192; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 1.353 > 0.5
f4x,Li1.2Ti1.8Cr0.2P3O12,,Li1.2 Ti1.8 Cr0.2 P3 O12,1.82e-05,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 1.373 > 0.5
txm,Li1.3Ti1.7Cr0.3P3O12,,Li1.3 Ti1.7 Cr0.3 P3 O12,3.51e-05,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 0.917 > 0.5
6st,Li1.2Ti1.8Fe0.2P3O12,,Li1.2 Ti1.8 Fe0.2 P3 O12,0.00018,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 0.891 > 0.5
t9r,Li1.3Ti1.7Fe0.3P3O12,,Li1.3 Ti1.7 Fe0.3 P3 O12,0.000246,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 0.971 > 0.5
1wm,Li1.2Sc0.2Ti1.8P3O12,,Li1.2 Sc0.2 Ti1.8 P3 O12,0.00069,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 0.84 > 0.5
5u3,Li1.2Ti1.8In0.2P3O12,,Li1.2 Ti1.8 In0.2 P3 O12,0.00039,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 0.676 > 0.5
p4l,Li1.2La0.2Ti1.8P3O12,,Li1.2 La0.2 Ti1.8 P3 O12,8e-05,,,,,,,,,,,NASICON,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,conflicting duplicate formula: log10 conductivity span 0.82 > 0.5
4ba,LiGe2(PO4)3,,Li1 Ge2 P3 O12,3.33e-07,,,,,,,,,,,NASICON,10.1002/chin.199345017,1,data/database/obelix/processed/all-v1.csv,,,,Precision of IC is not good non linear extrapolation；close match: Yes；close match DOI: 10.1016/0022-4596(91)90134-4; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1993,,,,,,conflicting duplicate formula: log10 conductivity span 1.838 > 0.5
9l3,Li1.3Hf1.7In0.3P3O12,,Li1.3 Hf1.7 In0.3 P3 O12,0.000142,,,,,,,,,,,NASICON,10.1016/0167-2738(93)90387-i,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1993,,,,,,conflicting duplicate formula: log10 conductivity span 1.152 > 0.5
w7d,Li3PO4,,Li3 P1 O4,4.2e-18,,,,,,,,,,,LISICON,10.1006/jssc.1995.1140,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1995,,,,,,conflicting duplicate formula: log10 conductivity span 4.62 > 0.5
vwy,Li0.33La0.56Ti1O3,,Li0.33 La0.56 Ti1 O3,0.000668,,,,,,,,,,,perovskites,10.1016/s0167-2738(98)00070-8,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1006/jssc.1996.0385; synthesis_method=退火（有序相，P4/mmm）; measured_temperature=RT; amorphous=unknow; source_year=1998,,,,,,conflicting duplicate formula: log10 conductivity span 0.896 > 0.5
v7r,Li0.33La0.56Ti1O3,,Li0.33 La0.56 Ti1 O3,0.0013,,,,,,,,,,,perovskites,10.1016/s0167-2738(98)00070-8,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=淬火（无序相，Pm-3m）; measured_temperature=RT; amorphous=unknow; source_year=1998,,,,,,conflicting duplicate formula: log10 conductivity span 0.896 > 0.5
qno,LiTi2(PO4)3,,Li1 Ti2 P3 O12,3.83e-07,,,,,,,,,,,NASICON,10.1021/jp973296c,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/ic400577v; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1998,,,,,,conflicting duplicate formula: log10 conductivity span 2.624 > 0.5
yq2,Li1.1Ti1.9Al0.1P3O12,,Li1.1 Ti1.9 Al0.1 P3 O12,3e-05,,,,,,,,,,,NASICON,10.1016/s0955-2219(99)00055-2,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/j.solidstatesciences.2016.08.011; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1999,,,,,,conflicting duplicate formula: log10 conductivity span 1.349 > 0.5
kab,Li1.3Ti1.7Al0.3P3O12,,Li1.3 Ti1.7 Al0.3 P3 O12,3.75e-05,,,,,,,,,,,NASICON,10.1016/s0955-2219(99)00055-2,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/acs.chemmater.9b04419; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1999,,,,,,conflicting duplicate formula: log10 conductivity span 2.218 > 0.5
dj2,Li3.4Si0.4P0.6S4,,Li3.4 Si0.4 P0.6 S4,0.000662,,,,,,,,,,,thio-LISICON,10.1006/jssc.2002.9701,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2002,,,,,,conflicting duplicate formula: log10 conductivity span 0.803 > 0.5
nf0,Li1.5Ti1.5Al0.5P3O12,,Li1.5 Ti1.5 Al0.5 P3 O12,1.1e-05,,,,,,,,,,,NASICON,10.1021/cm010528i,1,data/database/obelix/processed/all-v1.csv,,,,refer D2 - 134; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2002,,,,,,conflicting duplicate formula: log10 conductivity span 1.353 > 0.5
i8k,Li1.2Ti1.8In0.2P3O12,,Li1.2 Ti1.8 In0.2 P3 O12,8.22e-05,,,,,,,,,,,NASICON,10.1021/cm030422i,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2004,,,,,,conflicting duplicate formula: log10 conductivity span 0.676 > 0.5
2mn,Li7La3Zr2O12,,Li7 La3 Zr2 O12,0.000511,,,,,,,,,,,garnet,10.1002/anie.200701144,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,,conflicting duplicate formula: log10 conductivity span 2.543 > 0.5
ka6,Li5La3Ta2O12,,Li5 La3 Ta2 O12,6.61e-06,,,,,,,,,,,garnet,10.1007/s11581-007-0097-8,1,data/database/obelix/processed/all-v1.csv,,,,lattice parameter double check；close match: Yes；close match DOI: 10.1039/c6dt04021g; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,,conflicting duplicate formula: log10 conductivity span 1.344 > 0.5
w3n,Li1.4Ti1.6Al0.4P3O12,,Li1.4 Ti1.6 Al0.4 P3 O12,0.00112,,,,,,,,,,,NASICON,10.1016/j.materresbull.2007.08.007,1,data/database/obelix/processed/all-v1.csv,,,,refer D2 - 134; D2 - 243; D1 - 40; D1 - 170; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,,conflicting duplicate formula: log10 conductivity span 1.162 > 0.5
wyu,Li7La3Zr2O12,,Li7 La3 Zr2 O12,1.63e-06,,,,,,,,,,,garnet,10.1016/j.jssc.2009.05.020,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2009,,,,,,conflicting duplicate formula: log10 conductivity span 2.543 > 0.5
32j,Li7La3Hf2O12,,Li7 La3 Hf2 O12,0.00024,,,,,,,,,,,garnet,10.1007/s11581-010-0486-2,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,,conflicting duplicate formula: log10 conductivity span 2.387 > 0.5
ipo,Li7La3Hf2O12,,Li7 La3 Hf2 O12,9.85e-07,,,,,,,,,,,garnet,10.1016/j.jssc.2009.10.030,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,,conflicting duplicate formula: log10 conductivity span 2.387 > 0.5
8k7,Li5La3Ta2O12,,Li5 La3 Ta2 O12,1.54e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2009.11.015,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,,conflicting duplicate formula: log10 conductivity span 1.344 > 0.5
w87,Li6PS5Br,,Li6 P1 S5 Br1,3.2e-05,,,,,,,,,,,argyrodites,10.1002/pssa.201001117,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/acs.inorgchem.0c01504; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,,conflicting duplicate formula: log10 conductivity span 1.937 > 0.5
97p,Li6PS5Cl,,Li6 P1 S5 Cl1,3.3e-05,,,,,,,,,,,argyrodites,10.1002/pssa.201001117,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/acs.inorgchem.0c01504; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,,conflicting duplicate formula: log10 conductivity span 1.793 > 0.5
p9u,Li6PS5I,,Li6 P1 S5 I1,0.00022,,,,,,,,,,,argyrodites,10.1002/pssa.201001117,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/jacs.7b06327; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,,conflicting duplicate formula: log10 conductivity span 2.242 > 0.5
9p1,Li7La3Zr2O12,,Li7 La3 Zr2 O12,0.000569,,,,,,,,,,,garnet,10.1016/j.ssi.2010.12.010,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,,conflicting duplicate formula: log10 conductivity span 2.543 > 0.5
1hh,Li10Ge(PS6)2,,Li10 Ge1 P2 S12,0.012,,,,,,,,,,,LGPS,10.1038/nmat3066,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,,conflicting duplicate formula: log10 conductivity span 1.236 > 0.5
etz,Li7La3Zr2O12,,Li7 La3 Zr2 O12,1.97e-06,,,,,,,,,,,garnet,10.1039/c1cp22108f,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/ic101914e; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,,conflicting duplicate formula: log10 conductivity span 2.543 > 0.5
0fa,Li1.3Sc0.1Ti1.7Al0.2P3O12,,Li1.3 Sc0.1 Ti1.7 Al0.2 P3 O12,0.000269,,,,,,,,,,,NASICON,10.1007/s10008-012-1780-x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,conflicting duplicate formula: log10 conductivity span 0.558 > 0.5
hzf,Li1.3Sc0.1Ti1.7Al0.2P3O12,,Li1.3 Sc0.1 Ti1.7 Al0.2 P3 O12,0.000972,,,,,,,,,,,NASICON,10.1016/j.ssi.2012.03.045,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,conflicting duplicate formula: log10 conductivity span 0.558 > 0.5
