n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),chi_range_x_r_avg,n_Li × r⁻ (pm)
0.2222222222222222,2.58,1.96,69.0,184.0,68.25000000000001,0.2222222222222222,465678965568.46185,0.0579710144927536,212.08888888888887,40.888888888888886
0.3,2.9599999999999995,1.22,95.95,196.0,74.6125,0.1,129885365241.86926,0.0312662845231891,291.9411,58.8
0.1666666666666666,3.16,1.61,46.25,181.0,56.875,0.1666666666666666,1159738156065.2483,0.0648648648648648,304.38250000000005,30.166666666666654
0.1666666666666666,2.96,1.81,54.5,196.0,61.0,0.1666666666666666,708770527763.9178,0.055045871559633,298.98,32.66666666666666
0.3333333333333333,2.58,1.96,69.0,184.0,68.0,0.1666666666666666,465678965568.46185,0.0579710144927536,201.6,61.33333333333333
0.1666666666666666,2.58,1.1042857142857143,98.3061224489796,184.0,89.06428571428572,0.3888888888888889,216097266537.64493,0.0251874299275261,216.5755952380952,30.666666666666654
0.0833333333333333,3.44,1.7299999999999998,51.66666666666666,138.2,55.625,0.25,13362125382964.031,0.1463483944302358,272.2605,11.51666666666666
0.3,2.66,1.24,97.525,220.00000000000003,75.00625,0.1,123693614447.82272,0.0307613432453217,272.1642,66.0
0.3333333333333333,2.58,1.9,33.0,184.0,56.0,0.1666666666666666,4256886531984.5776,0.1212121212121212,192.0,61.33333333333333
0.0169491525423728,3.44,1.3682926829268294,83.31626016260162,138.2,82.58062015503876,0.3474576271186441,447826758008.1906,0.0501552908426833,290.11252542372875,2.342372881355921
0.0294117647058823,3.44,1.371604938271605,82.87613168724279,138.2,81.6530303030303,0.3403361344537815,452514215630.786,0.0504631691535756,288.53801680672274,4.064705882352934
0.0446985446985446,3.44,1.3758620689655174,82.31044932079415,138.2,80.551197053407,0.3316008316008315,458538847684.9055,0.0508588748196126,286.6067068607068,6.177338877338863
0.0444444444444444,3.44,1.478076923076923,76.27930402930403,138.2,75.10873015873015,0.2888888888888889,581866018359.9485,0.0655203580842014,294.0956375661375,6.142222222222215
0.0333333333333333,3.44,1.4577777777777778,77.65520282186948,138.2,76.63968253968254,0.3,561286030594.2944,0.0634202011517051,295.37653439153434,4.606666666666661
0.0111111111111111,3.44,1.4213793103448276,80.12233169129722,138.2,79.70158730158731,0.3222222222222222,524383983566.225,0.0596544025141255,297.93832804232795,1.5355555555555538
0.0077777777777777,3.44,1.4163481228668946,80.46335121079149,138.2,80.16087301587301,0.3255555555555555,519283188669.8537,0.0591338740335045,298.32259708994707,1.0748888888888781
0.0022222222222222,3.44,1.4081879194630875,81.01645893256631,138.2,80.9263492063492,0.3311111111111111,511010087327.8643,0.0582896164307074,298.96304550264546,0.307111111111108
0.027892561983471,3.44,1.423782991202346,83.65999162128193,138.2,82.4743400621118,0.3522727272727273,430488812112.45306,0.0479538694661877,287.8569943919717,3.8547520661156915
0.0692464358452138,3.4399999999999995,1.392820512820513,78.2094017094017,138.2,76.29298245614035,0.3177189409368635,473921630890.40674,0.0521869265144199,281.0405539714867,9.569857433808545
0.1052631578947368,3.44,1.978,38.3,138.2,46.642857142857146,0.2631578947368421,23536290433869.555,0.1971937287311618,256.99231578947365,14.547368421052624
0.4285714285714285,3.44,1.915,44.6875,138.2,62.69736842105263,0.1142857142857142,1885231840942.7356,0.0958922379301147,239.1436285714285,59.22857142857141
0.4252873563218391,3.44,1.9635,46.75,138.2,63.08510638297872,0.1149425287356322,1595397724040.9976,0.0915601023017902,240.14689655172413,58.774712643678164
0.4444444444444444,2.55,1.96,69.0,198.0,67.8,0.1111111111111111,465678965568.46185,0.0579710144927536,197.29666666666665,88.0
0.4444444444444444,2.58,1.96,69.0,184.0,67.8,0.1111111111111111,465678965568.46185,0.0579710144927536,191.11111111111111,81.77777777777777
0.4,2.58,2.1281666666666665,26.45,184.0,58.02692307692308,0.12,26516761659965.0,0.225634865276809,189.5904,73.60000000000001
0.3902439024390244,3.44,2.154,22.800000000000004,138.2,56.85714285714285,0.1219512195121951,31452076289735.47,0.2526854219948849,237.48,53.93170731707317
0.3902439024390244,3.44,1.706,41.8,138.2,61.38095238095238,0.1219512195121951,2575075571670.925,0.11555081355028,243.18,53.93170731707317
0.4047619047619048,3.44,2.118,28.6,138.2,58.65909090909092,0.119047619047619,23981973844499.99,0.2112531969309463,237.4778571428572,55.938095238095244
0.4186046511627906,3.44,2.082,34.4,138.2,60.30434782608695,0.1162790697674418,16511871399264.514,0.1698209718670076,237.47581395348837,57.85116279069766
0.4186046511627906,3.44,1.858,43.9,138.2,62.369565217391305,0.1162790697674418,2073371040232.2417,0.1012536676447052,240.19325581395344,57.85116279069766
0.4318181818181817,3.44,2.046,40.2,138.2,61.8125,0.1136363636363636,9041768954029.035,0.128388746803069,237.47386363636363,59.67727272727271
0.0596707818930041,3.44,1.3802547770700635,81.72675159235668,138.2,79.50860215053764,0.3230452674897119,464755347001.8952,0.0512671825769248,284.71513580246915,8.246502057613165
0.3225806451612903,2.58,2.082,27.066666666666663,184.0,54.02222222222223,0.1612903225806451,31187855197237.668,0.2412347117064647,193.7720430107527,59.354838709677416
0.2666666666666666,2.58,2.01,33.77777777777778,184.0,53.04761904761904,0.2,26031639505415.484,0.2059794214715589,196.62222222222223,49.066666666666656
0.2068965517241379,2.58,1.9585714285714284,38.57142857142857,184.0,51.92307692307692,0.2413793103448276,22348628296971.062,0.180797071303769,199.6689655172414,38.068965517241374
0.0674846625766871,3.4454000000000007,1.3833974358974357,81.21399572649572,138.12425,78.81948853615519,0.3190184049079754,476315304957.85065,0.0514101154107267,345.6083333333333,9.321268404907972
0.0674846625766871,3.4472,1.383846153846154,81.12264957264956,138.099,78.74409171075837,0.3190184049079755,479321161335.4258,0.0514020972208903,345.4744376278119,9.319564417177912
0.0674846625766871,3.449,1.3842948717948715,81.03130341880342,138.07375,78.66869488536155,0.3190184049079755,482327017713.00085,0.0513940790310539,345.3405419222904,9.31786042944785
0.0674846625766871,3.4508,1.3847435897435898,80.93995726495726,138.04849999999996,78.59329805996472,0.3190184049079755,485332874090.5759,0.0513860608412176,345.20664621676895,9.316156441717787
0.0674846625766871,3.4544,1.3856410256410256,80.75726495726497,137.998,78.44250440917108,0.3190184049079754,491344586845.726,0.0513700244615448,344.93885480572595,9.312748466257666
0.0626283367556468,3.44,1.3811501597444091,81.60777422790201,138.2,79.30677361853833,0.3213552361396303,466022480089.51154,0.0513504095255399,284.3414825462012,8.655236139630388
0.1,3.44,1.393333333333333,79.98888888888888,138.2,76.86666666666666,0.3,483263937635.01215,0.0524828508730289,279.61999999999995,13.82
0.0733197556008146,3.44,1.3838709677419354,81.24623655913979,138.2,78.65532286212915,0.3156822810590631,469872929665.42975,0.0516033120597186,282.9910183299389,10.132790224032577
0.0791075050709939,3.44,1.385714285714286,81.00129870129871,138.2,78.27305699481865,0.3123732251521298,472481567581.5822,0.0517746507895842,282.2598012170385,10.932657200811356
0.090543259557344,3.44,1.3894736842105264,80.5017543859649,138.2,77.53181049069373,0.3058350100603622,477801815963.2088,0.0521240916202312,280.81502213279674,12.51307847082494
0.0556701030927835,3.44,1.3784810126582276,81.96244725738396,138.2,79.8517117117117,0.3257731958762887,462245140315.6677,0.0511023089382127,285.2208536082474,7.693608247422679
0.0674846625766871,3.44,1.382051282051282,81.48803418803419,138.2,79.04567901234569,0.3190184049079754,467297735825.1255,0.0514341699802358,283.72821676891607,9.326380368098157
0.0232067510548523,3.44,1.3484662576687116,83.71104294478529,138.2,82.68620689655172,0.3438818565400843,619835831445.7682,0.0543553505071848,289.8409367088607,3.2071729957805877
0.0294117647058823,3.44,1.35,83.49341563786008,138.2,82.22121212121213,0.3403361344537815,623241344661.0015,0.0545352159568563,289.0548235294118,4.064705882352934
0.4011976047904191,2.58,2.127,27.15,184.0,58.22413793103448,0.1197604790419161,25849499455808.86,0.2216112531969309,189.5616766467066,73.82035928143712
0.4047619047619047,2.58,2.118,28.6,184.0,58.65909090909092,0.119047619047619,23981973844499.99,0.2112531969309462,189.35238095238097,74.47619047619047
0.4,2.58,2.13,26.666666666666668,184.0,58.07692307692308,0.12,26472007992911.816,0.2250639386189258,189.632,73.60000000000001
0.4100294985250737,2.58,2.05225,24.6,184.0,57.91340782122904,0.1179941002949852,22456164938552.414,0.2119875222816399,187.87728613569325,75.44542772861357
0.4065281899109793,2.58,2.0667500000000003,23.8,184.0,57.62429378531074,0.1186943620178041,24189429548701.74,0.220632798573975,188.19940652818997,74.80118694362018
0.400119976004799,2.58,2.1141,34.16,184.0,59.80911188004613,0.1199760047990401,26231533811068.125,0.2161892583120205,191.0541091781644,73.622075584883
0.3964996982498491,2.58,2.1256,31.56,184.0,59.11260210035006,0.1207000603500301,28154358799538.254,0.2279965899403239,191.0532287266144,72.95594447797224
0.3954050785973397,2.58,2.1279,31.040000000000003,184.0,58.961358313817335,0.120918984280532,28538923797232.28,0.2303580562659846,191.1032648125756,72.75453446191051
0.4,2.58,2.1133333333333333,34.333333333333336,184.0,59.84615384615385,0.12,26103345478503.453,0.2154021028701336,191.104,73.60000000000001
0.4,2.58,2.13,26.666666666666668,184.0,58.07692307692308,0.12,26472007992911.816,0.2250639386189258,189.632,73.60000000000001
0.4,2.58,2.12625,28.391666666666666,184.0,58.475,0.12,26389058927169.934,0.2228900255754475,189.96320000000003,73.60000000000001
0.4,2.58,2.1133333333333333,34.333333333333336,184.0,59.84615384615385,0.12,26103345478503.453,0.2154021028701336,191.104,73.60000000000001
0.4,2.58,2.12025,31.151666666666667,184.0,59.11192307692308,0.12,26256340421982.92,0.2194117647058823,190.49312,73.60000000000001
0.3954050785973397,2.58,2.1279,31.040000000000003,184.0,58.961358313817335,0.120918984280532,28538923797232.28,0.2303580562659846,191.1032648125756,72.75453446191051
0.4,2.58,2.13,26.666666666666668,184.0,58.07692307692308,0.12,26472007992911.816,0.2250639386189258,189.632,73.60000000000001
0.4117647058823529,2.58,2.051,28.6,184.0,58.85555555555556,0.1176470588235294,21210411876836.152,0.2013407734635356,188.39529411764707,75.76470588235294
0.4047619047619047,2.58,2.0788,26.28,184.0,58.131818181818176,0.119047619047619,24752765248463.11,0.2198961481825931,188.9104761904762,74.47619047619047
0.408284023668639,2.58,2.0649,27.44,184.0,58.49775280898877,0.1183431952662721,22981588562649.63,0.2106184608230644,188.65136094674557,75.12426035502958
0.3870967741935484,2.58,2.0525,34.21428571428571,184.0,59.17857142857143,0.1290322580645161,24818999390708.57,0.2118453106722972,202.08350230414752,71.2258064516129
0.3805668016194332,2.58,2.017272727272728,37.64502164502165,184.0,59.74240719910011,0.1336032388663967,24067631844252.56,0.2058368434238296,202.98669172932327,70.02429149797571
0.3739837398373983,2.58,1.9841176470588235,40.87394957983193,184.0,60.31519274376417,0.1382113821138211,23360462388764.543,0.200181815425272,203.89722415795583,68.81300813008129
0.3673469387755102,2.58,1.9528571428571424,43.91836734693878,184.0,60.89714285714285,0.1428571428571428,22693702616447.27,0.1948499318837747,204.8151895043732,67.59183673469389
0.3902439024390243,2.58,2.19,17.0,184.0,55.47619047619048,0.1219512195121951,38922178734970.95,0.2941176470588235,189.0731707317073,71.80487804878047
0.4117647058823529,2.58,2.1,31.5,184.0,59.5,0.1176470588235294,20246922621882.25,0.1905370843989769,188.94117647058823,75.76470588235294
0.3859223300970874,2.5945,2.0313207547169814,25.75471698113208,183.925,57.06367924528302,0.1286407766990291,19954377340884.062,0.1995089631049675,258.6501213592233,70.9807645631068
0.408284023668639,2.58,2.0595,24.2,184.0,57.76966292134831,0.1183431952662721,23322797243627.08,0.2163101604278074,188.0378698224852,75.12426035502958
0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,82.11666666666666,0.2083333333333333,169832268285.58978,0.0356431091090659,270.9895,40.30833333333333
0.0555555555555555,3.44,1.93,34.4,138.2,39.91666666666666,0.2777777777777778,23629637065447.984,0.2029168692270296,259.37966666666665,7.677777777777769
0.2354497354497354,2.58,1.9691760299625467,30.801498127340828,184.0,49.15074906367042,0.2354497354497354,23375576535810.688,0.1832207289907224,192.7992945326279,43.322751322751316
0.3,3.16,1.22,95.95,181.0,74.6125,0.1,129885365241.86926,0.0312662845231891,301.8101000000001,54.3
0.4680851063829787,2.58,1.85,46.1,184.0,63.53703703703704,0.1063829787234042,1406895167702.2346,0.0781198589894242,183.67659574468084,86.12765957446808
0.4680851063829787,2.58,1.82,59.9,184.0,66.09259259259258,0.1063829787234042,743302641767.1765,0.0607285546415981,186.02553191489363,86.12765957446808
0.0659340659340659,3.44,1.9228,35.21000000000001,138.2,41.45967741935484,0.2747252747252747,23610720290398.57,0.2017583092393112,258.90148351648355,9.112087912087906
0.0555555555555555,3.44,1.93,34.4,138.2,39.91666666666666,0.2777777777777778,23629637065447.984,0.2029168692270296,259.37966666666665,7.677777777777769
0.0659340659340659,3.44,2.102,28.61,138.2,36.13709677419354,0.2747252747252747,23965496710390.86,0.2103695306559756,254.44104395604396,9.112087912087906
0.0760869565217391,3.44,2.086,28.62,138.2,37.125,0.2717391304347826,23949019576281.727,0.209485864381005,253.48695652173916,10.515217391304342
0.081081081081081,3.44,2.078,28.625,138.2,37.59615384615385,0.2702702702702703,23940781009227.16,0.2090440312435197,253.01764864864865,11.205405405405394
0.0909090909090909,3.44,2.062,28.635,138.2,38.49626865671642,0.267379679144385,23924303875118.023,0.2081603649685491,252.09409090909088,12.56363636363636
0.0659340659340659,3.44,1.9184000000000003,35.04,138.2,41.32258064516128,0.2747252747252747,22243025377328.527,0.1960006481931615,258.78659340659334,9.112087912087906
0.0710382513661202,3.44,1.9126,35.36,138.2,41.9920634920635,0.273224043715847,21549719533268.8,0.1925425376762275,258.4949180327869,9.817486338797812
0.0659340659340659,3.44,1.9328,33.830000000000005,138.2,40.346774193548384,0.2747252747252747,23648393609244.05,0.2028668357224506,257.96884615384613,9.112087912087906
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,40.5515873015873,0.273224043715847,23657771881142.08,0.2028418189701612,257.27500000000003,9.817486338797812
0.081081081081081,3.44,1.937,32.975,138.2,40.94230769230769,0.2702702702702703,23676528424938.152,0.2027917854655822,255.9098108108108,11.205405405405394
0.0710382513661202,3.44,1.9372,34.46,138.2,41.27777777777778,0.273224043715847,23617782776854.797,0.201876756346562,257.89,9.817486338797812
0.0760869565217391,3.44,1.9396,34.480000000000004,138.2,41.70312500000001,0.2717391304347826,23613831347323.727,0.2015300520530727,257.40423913043475,10.515217391304342
0.081081081081081,3.44,1.942,34.5,138.2,42.11538461538461,0.2702702702702703,23609879917792.664,0.2011833477595835,256.9237297297297,11.205405405405394
0.0710382513661202,3.44,1.9462,34.04,138.2,40.94444444444444,0.273224043715847,23630713823444.004,0.2022526793718473,257.6077049180328,9.817486338797812
0.0760869565217391,3.44,1.9516,33.919999999999995,138.2,41.265625,0.2717391304347826,23631072742776.01,0.2020312827534532,257.0298913043478,10.515217391304342
0.0659340659340659,3.44,1.9416,34.25,138.2,40.68548387096774,0.2747252747252747,23627114709650.484,0.20238677857279,258.2526923076923,9.112087912087906
0.0710382513661202,3.44,1.9474,34.175,138.2,41.0515873015873,0.273224043715847,23625853531751.73,0.2021217332456702,257.69844262295084,9.817486338797812
0.0760869565217391,3.44,1.9532,34.1,138.2,41.40625,0.2717391304347826,23624592353852.984,0.2018566879185503,257.15021739130435,10.515217391304342
0.081081081081081,3.44,1.959,34.025,138.2,41.75,0.2702702702702703,23623331175954.234,0.2015916425914305,256.60791891891887,11.205405405405394
0.0659340659340659,3.44,1.9228,35.21000000000001,138.2,41.45967741935484,0.2747252747252747,23610720290398.57,0.2017583092393112,258.90148351648355,9.112087912087906
0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,42.19444444444444,0.273224043715847,23601261902873.867,0.2011790292454519,258.6663114754098,9.817486338797812
0.0659340659340659,3.44,1.9396,35.18,138.2,41.435483870967744,0.2747252747252747,23610967739132.297,0.2017722411278561,258.88120879120873,9.112087912087906
0.0710382513661202,3.44,1.9444,35.57,138.2,42.15873015873016,0.273224043715847,23601633075974.453,0.2011999270782693,258.6360655737705,9.817486338797812
0.0760869565217391,3.44,1.9492,35.96,138.2,42.859375,0.2717391304347826,23592298412816.61,0.2006276130286825,258.3935869565217,10.515217391304342
0.0659340659340659,3.44,1.9124,36.73866666666667,138.2,42.692473118279565,0.2747252747252747,23604729790624.56,0.2012809270342724,259.93459340659336,9.112087912087906
0.0710382513661202,3.44,1.9036,37.908,138.2,44.01428571428571,0.273224043715847,23592276153212.848,0.2004629559378938,260.20750819672134,9.817486338797812
0.0760869565217391,3.44,1.8948,39.07733333333333,138.2,45.29479166666667,0.2717391304347826,23579822515801.137,0.1996449848415152,260.4774565217391,10.515217391304342
0.081081081081081,3.44,1.886,40.24666666666667,138.2,46.53589743589744,0.2702702702702703,23567368878389.426,0.1988270137451366,260.74448648648644,11.205405405405394
0.0555555555555555,3.44,1.9804,35.419999999999995,138.2,40.76666666666667,0.2777777777777778,23602619593976.57,0.2019395066686394,260.07666666666665,7.677777777777769
0.0555555555555555,3.44,2.0476,36.78,138.2,41.900000000000006,0.2777777777777778,23566596298681.363,0.2006363565907857,261.006,7.677777777777769
0.0555555555555555,3.44,2.0644,37.12,138.2,42.18333333333333,0.2777777777777778,23557590474857.56,0.2003105690713224,261.23833333333334,7.677777777777769
0.0913978494623656,3.44,1.942244897959184,32.994897959183675,138.2,41.88257575757576,0.2634408602150537,24126485091753.89,0.2056321478781372,255.8962096774193,12.631182795698924
0.0659340659340659,3.44,1.9396,35.18,138.2,41.435483870967744,0.2747252747252747,23610967739132.297,0.2017722411278561,258.88120879120873,9.112087912087906
0.0710382513661202,3.44,1.9292,34.235,138.2,41.09920634920635,0.273224043715847,23638935221719.348,0.2022875557285914,257.7387704918033,9.817486338797812
0.0710382513661202,3.44,1.9267,34.58,138.2,41.37301587301587,0.273224043715847,23629516892007.977,0.2020104241078066,257.9706557377049,9.817486338797812
0.0710382513661202,3.44,1.9242,34.925,138.2,41.6468253968254,0.273224043715847,23620098562296.605,0.2017332924870217,258.2025409836065,9.817486338797812
0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,42.19444444444444,0.273224043715847,23601261902873.867,0.2011790292454519,258.6663114754098,9.817486338797812
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,40.5515873015873,0.273224043715847,23657771881142.08,0.2028418189701612,257.27500000000003,9.817486338797812
0.0555555555555555,3.44,1.93,34.4,138.2,39.91666666666666,0.2777777777777778,23629637065447.984,0.2029168692270296,259.37966666666665,7.677777777777769
0.0581717451523545,3.44,1.9307000000000003,34.2575,138.2,40.02685950413223,0.2770083102493075,23634326201397.0,0.2029043608508849,259.0240304709141,8.03933518005539
0.0607734806629834,3.44,1.9314,34.115,138.2,40.135245901639344,0.2762430939226519,23639015337346.016,0.2028918524747401,258.6703591160221,8.398895027624306
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,40.5515873015873,0.273224043715847,23657771881142.08,0.2028418189701612,257.27500000000003,9.817486338797812
0.0581717451523545,3.44,1.9312,34.41,138.2,40.15289256198347,0.2770083102493075,23627661350682.45,0.202743517080285,259.1279501385041,8.03933518005539
0.0607734806629834,3.44,1.9324,34.419999999999995,138.2,40.38524590163934,0.2762430939226519,23625685635916.92,0.2025701649335404,258.8776243093923,8.398895027624306
0.0659340659340659,3.44,1.9348,34.440000000000005,138.2,40.83870967741935,0.2747252747252747,23621734206385.85,0.2022234606400512,258.3810989010989,9.112087912087906
0.0581717451523545,3.44,1.9329,34.3625,138.2,40.11363636363637,0.2770083102493075,23629006476498.61,0.2027843465634697,259.0955817174515,8.03933518005539
0.0607734806629834,3.44,1.9358,34.325,138.2,40.30737704918032,0.2762430939226519,23628375887549.234,0.2026518238999098,258.81306629834256,8.398895027624306
0.0659340659340659,3.44,1.9416,34.25,138.2,40.68548387096774,0.2747252747252747,23627114709650.484,0.20238677857279,258.2526923076923,9.112087912087906
0.0710382513661202,3.44,1.9474,34.175,138.2,41.0515873015873,0.273224043715847,23625853531751.73,0.2021217332456702,257.69844262295084,9.817486338797812
0.0710382513661202,3.44,2.094,28.615,138.2,36.63888888888889,0.273224043715847,23957258143336.293,0.2099276975184903,253.96139344262292,9.817486338797812
0.086021505376344,3.44,2.07,28.630000000000003,138.2,38.05303030303031,0.2688172043010753,23932542442172.59,0.2086021981060344,252.55338709677417,11.888172043010739
0.0760869565217391,3.44,1.9356,33.26,138.2,40.75,0.2717391304347826,23667150153040.12,0.2028168022178717,256.58869565217384,10.515217391304342
0.0659340659340659,3.44,2.102,28.61,138.2,36.13709677419354,0.2747252747252747,23965496710390.86,0.2103695306559756,254.44104395604396,9.112087912087906
0.081081081081081,3.44,2.078,28.625,138.2,37.59615384615385,0.2702702702702703,23940781009227.16,0.2090440312435197,253.01764864864865,11.205405405405394
0.0659340659340659,3.44,1.9328,33.830000000000005,138.2,40.346774193548384,0.2747252747252747,23648393609244.05,0.2028668357224506,257.96884615384613,9.112087912087906
0.0760869565217391,3.44,1.9356,33.26,138.2,40.75,0.2717391304347826,23667150153040.12,0.2028168022178717,256.58869565217384,10.515217391304342
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,40.5515873015873,0.273224043715847,23657771881142.08,0.2028418189701612,257.27500000000003,9.817486338797812
0.0760869565217391,3.44,1.9356,33.26,138.2,40.75,0.2717391304347826,23667150153040.12,0.2028168022178717,256.58869565217384,10.515217391304342
0.0710382513661202,3.44,1.9242,34.925,138.2,41.6468253968254,0.273224043715847,23620098562296.605,0.2017332924870217,258.2025409836065,9.817486338797812
0.0710382513661202,3.44,1.9292,34.235,138.2,41.09920634920635,0.273224043715847,23638935221719.348,0.2022875557285914,257.7387704918033,9.817486338797812
0.0633608815426997,3.44,1.9387,34.2875,138.2,40.4979674796748,0.2754820936639118,23627745298599.86,0.2025193012363499,258.5321074380165,8.756473829201097
0.0659340659340659,3.44,1.9228,35.21000000000001,138.2,41.45967741935484,0.2747252747252747,23610720290398.57,0.2017583092393112,258.90148351648355,9.112087912087906
0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,42.19444444444444,0.273224043715847,23601261902873.867,0.2011790292454519,258.6663114754098,9.817486338797812
0.0607734806629834,3.44,1.9264,34.805,138.2,40.700819672131146,0.2762430939226519,23620178677923.277,0.2023375892331704,259.1392541436464,8.398895027624306
0.0710382513661202,3.44,1.8628,39.48,138.2,45.261904761904766,0.273224043715847,23506105403939.29,0.197609477124183,261.26409836065574,9.817486338797812
0.0607734806629834,3.44,1.8446,38.695,138.2,43.88934426229508,0.2762430939226519,23521609665862.87,0.1986389680688721,261.78273480662983,8.398895027624306
0.0607734806629834,3.44,1.828,39.473333333333336,138.2,44.52732240437158,0.2762430939226519,23511675208942.73,0.1982088770467536,262.3116574585636,8.398895027624306
0.0607734806629834,3.44,1.8352,39.175,138.2,44.2827868852459,0.2762430939226519,23513412456236.92,0.1983247334021327,262.1089226519337,8.398895027624306
0.0659340659340659,3.44,1.822,39.94666666666667,138.2,45.27956989247312,0.2747252747252747,23506098848949.44,0.197724943635991,262.1026373626373,9.112087912087906
0.0710382513661202,3.44,1.8658,38.085,138.2,44.15476190476191,0.273224043715847,23530325859716.57,0.1985312832915838,260.32647540983606,9.817486338797812
0.0710382513661202,3.44,1.816,40.42,138.2,46.007936507936506,0.273224043715847,23500522488956.145,0.1972410102252283,261.89590163934423,9.817486338797812
0.0710382513661202,3.44,1.8376,39.525,138.2,45.29761904761905,0.273224043715847,23505734230838.7,0.1975885792913656,261.2943442622951,9.817486338797812
0.0710382513661202,3.44,1.8292,40.437,138.2,46.02142857142858,0.273224043715847,23500453041657.52,0.1972354541955743,261.90732786885246,9.817486338797812
0.0760869565217391,3.44,1.8724,39.63999999999999,138.2,45.734375,0.2717391304347826,23502390015607.043,0.1972483660130718,260.85358695652167,10.515217391304342
0.0760869565217391,3.44,1.81,40.89333333333333,138.2,46.71354166666666,0.2717391304347826,23494946128962.85,0.1967570768144656,261.69141304347824,10.515217391304342
0.0760869565217391,3.44,1.8276,40.916,138.2,46.73125,0.2717391304347826,23494853532564.684,0.196749668774927,261.7065652173913,10.515217391304342
0.0633608815426997,3.44,1.8427,41.9385,138.2,46.71829268292683,0.2754820936639118,23476479456833.227,0.1963829357453487,263.7170826446281,8.756473829201097
0.0710382513661202,3.44,1.9186,35.532999999999994,138.2,42.12936507936508,0.273224043715847,23616577769509.15,0.2014978757564942,258.6111967213115,9.817486338797812
0.0710382513661202,3.44,1.9225,35.035999999999994,138.2,41.73492063492064,0.273224043715847,23626876297417.383,0.2018338615599109,258.2771475409836,9.817486338797812
0.0710382513661202,3.44,2.094,28.615,138.2,36.63888888888889,0.273224043715847,23957258143336.293,0.2099276975184903,253.96139344262292,9.817486338797812
0.086021505376344,3.44,2.07,28.630000000000003,138.2,38.05303030303031,0.2688172043010753,23932542442172.59,0.2086021981060344,252.55338709677417,11.888172043010739
0.0607734806629834,3.44,1.9314,34.115,138.2,40.135245901639344,0.2762430939226519,23639015337346.016,0.2028918524747401,258.6703591160221,8.398895027624306
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,40.5515873015873,0.273224043715847,23657771881142.08,0.2028418189701612,257.27500000000003,9.817486338797812
0.086021505376344,3.44,1.9384,32.690000000000005,138.2,41.12878787878788,0.2688172043010753,23685906696836.188,0.2027667687132927,255.2382258064516,11.888172043010739
0.081081081081081,3.44,1.937,32.975,138.2,40.94230769230769,0.2702702702702703,23676528424938.152,0.2027917854655822,255.9098108108108,11.205405405405394
