group_id,pair_id,化学式_a,化学式_b,电导率_a,电导率_b,电导率变化值,温度,合成方法,family,doi,absolute_change,absolute_threshold,log10_ratio_B_over_A,trend_label,trend_class,pair_weight_group_equal,delta_entropy_c_l,delta_log10_rho_plus_incl_li,delta_field_x_r_diff,delta_n_Li,delta_log_rho_ratio,delta_r_all_pm,delta_ir_mean_square_all,delta_atwt_geometric_mean_all,delta_chi_all,delta_chi_plus_excl_minus_chi_minus,delta_phi_plus_excl_li,delta_r_plus_incl_minus_r_minus,delta_chi_plus_incl_minus_chi_minus,delta_chi_range_x_r_avg,delta_r_plus_incl_li_pm,delta_rho_plus_excl_li_c_m3,delta_r_plus_excl_minus_r_minus,delta_n_li_x_r_minus_pm,mean_entropy_c_l,mean_log10_rho_plus_incl_li,mean_log10_phi_plus_incl_li,mean_field_x_r_diff,mean_n_Li,mean_r_all_pm,mean_atwt_geometric_mean_all,abs_delta_entropy_c_l,abs_delta_log10_rho_plus_incl_li,abs_delta_log10_phi_plus_incl_li,abs_delta_field_x_r_diff,composition_L1_distance,a_r_all_pm,a_chi_plus_excl_minus_chi_minus,a_chi_all,a_phi_plus_excl_li,a_field_x_r_diff,a_r_plus_incl_minus_r_minus,a_chi_plus_incl_minus_chi_minus,a_chi_range_x_r_avg,a_r_plus_incl_li_pm,a_rho_plus_excl_li_c_m3,a_r_plus_excl_minus_r_minus,a_n_li_x_r_minus_pm,b_r_all_pm,b_chi_plus_excl_minus_chi_minus,b_chi_all,b_phi_plus_excl_li,b_field_x_r_diff,b_r_plus_incl_minus_r_minus,b_chi_plus_incl_minus_chi_minus,b_chi_range_x_r_avg,b_r_plus_incl_li_pm,b_rho_plus_excl_li_c_m3,b_r_plus_excl_minus_r_minus,b_n_li_x_r_minus_pm
trgrp_0010,trpair_000011,Li3Zr0.5Zn0.5Cl6,Li2.6Zr0.7Zn0.3Cl6,~3.0e-4,~9.0e-4,0.0006000000000000001,30,机械化学球磨,halides,10.1002/aenm.202405760,0.0006000000000000001,0.0001,0.47712125471966244,increase,1,0.06666666666666667,-0.08228287850505178,0.021811284970691958,-0.19751607570142982,-0.02916666666666662,0.021811284970691514,3.081249999999983,740.5510416666657,1.3966084640366319,0.04995833333333355,-0.06400000000000006,0.004315816197004316,0.7361111111111143,-0.0036111111111107874,6.717124999999953,0.7361111111111143,14361117708.495361,2.13333333333334,-5.279166666666654,0.6520057413074194,11.22807906495154,-1.654240431187168,-2.481416584154063,0.28541666666666665,137.65729166666665,24.194942922865774,0.08228287850505178,0.021811284970691958,0.037445743039601576,0.19751607570142982,0.09583333333333331,136.11666666666667,-1.6700000000000002,2.339,0.04049251078954049,-2.382658546303348,-112.20833333333333,-2.0525,296.7343333333334,68.79166666666667,286463840575.7957,-108.33333333333334,54.3,139.19791666666666,-1.7340000000000002,2.3889583333333335,0.04480832698654481,-2.580174622004778,-111.47222222222221,-2.056111111111111,303.45145833333333,69.52777777777779,300824958284.2911,-106.2,49.02083333333334
trgrp_0010,trpair_000012,Li3Zr0.5Zn0.5Cl6,Li2.4Zr0.8Zn0.2Cl6,~3.0e-4,9.8e-4,0.00068,30,机械化学球磨,halides,10.1002/aenm.202405760,0.00068,0.0001,0.5141048209728325,increase,1,0.06666666666666667,-0.19274475702175742,0.034147715381562804,-0.31238701539060854,-0.044680851063829796,0.034147715381563026,4.720212765957456,1134.4611702127695,2.172999600007685,0.07653191489361699,-0.09599999999999986,0.006473724295506474,1.1691176470588118,-0.005735294117647172,10.290063829787243,1.1691176470588118,21541676562.743103,3.200000000000017,-8.087234042553192,0.5967748020490666,11.234247280156975,-1.6439367882942477,-2.538852053998652,0.2776595744680851,138.4767730496454,24.5831384908513,0.19274475702175742,0.034147715381562804,0.05805302882544239,0.31238701539060854,0.1468085106382978,136.11666666666667,-1.6700000000000002,2.339,0.04049251078954049,-2.382658546303348,-112.20833333333333,-2.0525,296.7343333333334,68.79166666666667,286463840575.7957,-108.33333333333334,54.3,140.83687943262413,-1.766,2.415531914893617,0.046966235085046965,-2.6950455616939566,-111.03921568627452,-2.0582352941176474,307.0243971631206,69.96078431372548,308005517138.5388,-105.13333333333333,46.212765957446805
trgrp_0010,trpair_000013,Li3Zr0.5Zn0.5Cl6,Li2.2Zr0.9Zn0.1Cl6,~3.0e-4,~7.0e-4,0.0004,30,机械化学球磨,halides,10.1002/aenm.202405760,0.0004,0.0001,0.36797678529459443,increase,1,0.06666666666666667,-0.3680642071684971,0.04761980501727514,-0.4404525109629023,-0.06086956521739126,0.04761980501727492,6.4304347826087,1545.4978260869575,3.008975291962905,0.10426086956521763,-0.1279999999999999,0.008631632394008638,1.6562499999999858,-0.008124999999999716,14.018347826086938,1.6562499999999858,28722235416.990784,4.26666666666668,-11.017391304347818,0.5091150769756967,11.240983324974831,-1.632901135436335,-2.602884801784799,0.26956521739130435,139.33188405797102,25.00112633682891,0.3680642071684971,0.04761980501727514,0.08012433454126744,0.4404525109629023,0.19999999999999998,136.11666666666667,-1.6700000000000002,2.339,0.04049251078954049,-2.382658546303348,-112.20833333333333,-2.0525,296.7343333333334,68.79166666666667,286463840575.7957,-108.33333333333334,54.3,142.54710144927537,-1.798,2.4432608695652176,0.04912414318354913,-2.8231110572662503,-110.55208333333334,-2.060625,310.7526811594203,70.44791666666666,315186075992.7865,-104.06666666666666,43.28260869565218
trgrp_0010,trpair_000014,Li3Zr0.5Zn0.5Cl6,Li2ZrCl6,~3.0e-4,1.4e-4,-0.00015999999999999999,30,机械化学球磨,halides,10.1002/aenm.202405760,0.00015999999999999999,0.0001,-0.3309932190414244,decrease,-1,0.06666666666666667,-0.6931471805599453,0.06239942365225026,-0.584103087124952,-0.07777777777777778,0.06239942365225026,8.216666666666669,1974.8027777777752,3.911186241489588,0.13322222222222235,-0.15999999999999992,0.01078954049251079,2.2083333333333286,-0.01083333333333325,17.912333333333322,2.2083333333333286,35902794271.238525,5.333333333333343,-14.077777777777776,0.34657359027997264,11.248373134292319,-1.6210366669227088,-2.6747100898658243,0.26111111111111107,140.22500000000002,25.452231811592252,0.6931471805599453,0.06239942365225026,0.10385327156851987,0.584103087124952,0.25555555555555554,136.11666666666667,-1.6700000000000002,2.339,0.04049251078954049,-2.382658546303348,-112.20833333333333,-2.0525,296.7343333333334,68.79166666666667,286463840575.7957,-108.33333333333334,54.3,144.33333333333334,-1.83,2.4722222222222223,0.05128205128205128,-2.9667616334283,-110.0,-2.0633333333333335,314.6466666666667,71.0,322366634847.03424,-103.0,40.22222222222222
trgrp_0010,trpair_000015,Li2.8Zr0.6Zn0.4Cl6,Li2.6Zr0.7Zn0.3Cl6,~6.0e-4,~9.0e-4,0.00030000000000000003,30,机械化学球磨,halides,10.1002/aenm.202405760,0.00030000000000000003,0.0001,0.17609125905568124,increase,1,0.06666666666666667,-0.062147364954363016,0.011342970194970547,-0.10360492322321813,-0.014880952380952328,0.011342970194970325,1.572066326530603,377.83216411564354,0.722628343015213,0.025488945578231892,-0.03200000000000025,0.002157908098502158,0.3874269005847992,-0.0019005847953215138,3.4271045918367236,0.3874269005847992,7180558854.24762,1.0666666666666629,-2.6934523809523654,0.641937984532075,11.233313222339401,-1.6451702287117604,-2.528372160393169,0.27827380952380953,138.41188350340136,24.531932983376485,0.062147364954363016,0.011342970194970547,0.01930533808878665,0.10360492322321813,0.048894557823129306,137.62585034013605,-1.702,2.3634693877551016,0.04265041888804265,-2.4765696987815597,-111.85964912280701,-2.0542105263157895,300.0243537414966,69.14035087719299,293644399430.04346,-107.26666666666667,51.71428571428571,139.19791666666666,-1.7340000000000002,2.3889583333333335,0.04480832698654481,-2.580174622004778,-111.47222222222221,-2.056111111111111,303.45145833333333,69.52777777777779,300824958284.2911,-106.2,49.02083333333334
trgrp_0010,trpair_000016,Li2.8Zr0.6Zn0.4Cl6,Li2.4Zr0.8Zn0.2Cl6,~6.0e-4,9.8e-4,0.00038,30,机械化学球磨,halides,10.1002/aenm.202405760,0.00038,0.0001,0.21307482530885127,increase,1,0.06666666666666667,-0.17260924347106865,0.023679400605841394,-0.21847586291239685,-0.030395136778115506,0.023679400605841838,3.2110290924880758,771.7422926617473,1.4990194789862663,0.052062527138515335,-0.06400000000000006,0.004315816197004316,0.8204334365324968,-0.004024767801857898,7.000043421624014,0.8204334365324968,14361117708.495361,2.13333333333334,-5.501519756838903,0.5867070452737222,11.239481437544836,-1.6348665858188403,-2.585807630237758,0.270516717325228,139.2313648863801,24.920128551362012,0.17260924347106865,0.023679400605841394,0.03991262387462746,0.21847586291239685,0.09986973512809381,137.62585034013605,-1.702,2.3634693877551016,0.04265041888804265,-2.4765696987815597,-111.85964912280701,-2.0542105263157895,300.0243537414966,69.14035087719299,293644399430.04346,-107.26666666666667,51.71428571428571,140.83687943262413,-1.766,2.415531914893617,0.046966235085046965,-2.6950455616939566,-111.03921568627452,-2.0582352941176474,307.0243971631206,69.96078431372548,308005517138.5388,-105.13333333333333,46.212765957446805
trgrp_0010,trpair_000017,Li2.8Zr0.6Zn0.4Cl6,Li2.2Zr0.9Zn0.1Cl6,~6.0e-4,~7.0e-4,0.00010000000000000005,30,机械化学球磨,halides,10.1002/aenm.202405760,0.00010000000000000005,0.0001,0.06694678963061322,increase,1,0.06666666666666667,-0.3479286936178083,0.03715149024155373,-0.3465413584846906,-0.04658385093167697,0.03715149024155373,4.92125110913932,1182.7789485359353,2.334995170941486,0.07979148181011597,-0.09600000000000009,0.0064737242955064805,1.3075657894736707,-0.006414473684210442,10.728327417923708,1.3075657894736707,21541676562.743042,3.200000000000003,-8.431677018633529,0.49904732020035236,11.246217482362692,-1.6238309329609275,-2.649840378023905,0.26242236024844723,140.0864758947057,25.33811639733962,0.3479286936178083,0.03715149024155373,0.06198392959045251,0.3465413584846906,0.15306122448979598,137.62585034013605,-1.702,2.3634693877551016,0.04265041888804265,-2.4765696987815597,-111.85964912280701,-2.0542105263157895,300.0243537414966,69.14035087719299,293644399430.04346,-107.26666666666667,51.71428571428571,142.54710144927537,-1.798,2.4432608695652176,0.04912414318354913,-2.8231110572662503,-110.55208333333334,-2.060625,310.7526811594203,70.44791666666666,315186075992.7865,-104.06666666666666,43.28260869565218
trgrp_0010,trpair_000018,Li2.8Zr0.6Zn0.4Cl6,Li2ZrCl6,~6.0e-4,1.4e-4,-0.00045999999999999996,30,机械化学球磨,halides,10.1002/aenm.202405760,0.00045999999999999996,0.0001,-0.6320232147054056,decrease,-1,0.06666666666666667,-0.6730116670092565,0.05193110887652885,-0.49019193464674027,-0.06349206349206349,0.051931108876529075,6.707482993197289,1612.083900226753,3.2372061204681692,0.1087528344671207,-0.1280000000000001,0.008631632394008631,1.8596491228070136,-0.009122807017543977,14.622312925170093,1.8596491228070136,28722235416.990784,4.266666666666666,-11.492063492063487,0.33650583350462826,11.25360729168018,-1.6119664644473013,-2.72166566610493,0.25396825396825395,140.9795918367347,25.789221872102964,0.6730116670092565,0.05193110887652885,0.08571286661770494,0.49019193464674027,0.20861678004535153,137.62585034013605,-1.702,2.3634693877551016,0.04265041888804265,-2.4765696987815597,-111.85964912280701,-2.0542105263157895,300.0243537414966,69.14035087719299,293644399430.04346,-107.26666666666667,51.71428571428571,144.33333333333334,-1.83,2.4722222222222223,0.05128205128205128,-2.9667616334283,-110.0,-2.0633333333333335,314.6466666666667,71.0,322366634847.03424,-103.0,40.22222222222222
trgrp_0010,trpair_000019,Li2.6Zr0.7Zn0.3Cl6,Li2.4Zr0.8Zn0.2Cl6,~9.0e-4,9.8e-4,7.999999999999999e-05,30,机械化学球磨,halides,10.1002/aenm.202405760,7.999999999999999e-05,0.0001,0.036983566253169946,unchanged,0,0.06666666666666667,-0.11046187851670564,0.012336430410870847,-0.11487093968917872,-0.015514184397163178,0.012336430410871513,1.6389627659574728,393.9101285461038,0.7763911359710534,0.026573581560283444,-0.031999999999999806,0.002157908098502158,0.43300653594769756,-0.0021241830065363843,3.57293882978729,0.43300653594769756,7180558854.247742,1.066666666666677,-2.8080673758865373,0.5556333627965406,11.245152922642323,-1.6252139167744468,-2.6376100918493672,0.2630762411347518,140.0173980496454,25.281442722869617,0.11046187851670564,0.012336430410870847,0.020607285785840812,0.11487093968917872,0.05097517730496451,139.19791666666666,-1.7340000000000002,2.3889583333333335,0.04480832698654481,-2.580174622004778,-111.47222222222221,-2.056111111111111,303.45145833333333,69.52777777777779,300824958284.2911,-106.2,49.02083333333334,140.83687943262413,-1.766,2.415531914893617,0.046966235085046965,-2.6950455616939566,-111.03921568627452,-2.0582352941176474,307.0243971631206,69.96078431372548,308005517138.5388,-105.13333333333333,46.212765957446805
trgrp_0010,trpair_000020,Li2.6Zr0.7Zn0.3Cl6,Li2.2Zr0.9Zn0.1Cl6,~9.0e-4,~7.0e-4,-0.00019999999999999998,30,机械化学球磨,halides,10.1002/aenm.202405760,0.00019999999999999998,0.0001,-0.10914446942506803,decrease,-1,0.06666666666666667,-0.2857813286634453,0.025808520046583183,-0.24293643526147246,-0.03170289855072464,0.025808520046583405,3.3491847826087167,804.9467844202918,1.612366827926273,0.05430253623188408,-0.06399999999999983,0.004315816197004323,0.9201388888888715,-0.004513888888888928,7.301222826086985,0.9201388888888715,14361117708.495422,2.13333333333334,-5.738224637681164,0.46797363772317085,11.251888967460179,-1.6141782639165343,-2.701642839635514,0.25498188405797106,140.872509057971,25.699430568847227,0.2857813286634453,0.025808520046583183,0.04267859150166586,0.24293643526147246,0.10416666666666669,139.19791666666666,-1.7340000000000002,2.3889583333333335,0.04480832698654481,-2.580174622004778,-111.47222222222221,-2.056111111111111,303.45145833333333,69.52777777777779,300824958284.2911,-106.2,49.02083333333334,142.54710144927537,-1.798,2.4432608695652176,0.04912414318354913,-2.8231110572662503,-110.55208333333334,-2.060625,310.7526811594203,70.44791666666666,315186075992.7865,-104.06666666666666,43.28260869565218
trgrp_0010,trpair_000021,Li2.6Zr0.7Zn0.3Cl6,Li2ZrCl6,~9.0e-4,1.4e-4,-0.00076,30,机械化学球磨,halides,10.1002/aenm.202405760,0.00076,0.0001,-0.8081144737610868,decrease,-1,0.06666666666666667,-0.6108643020548935,0.040588138681558306,-0.38658701142352214,-0.04861111111111116,0.04058813868155875,5.135416666666686,1234.2517361111095,2.5145777774529563,0.0832638888888888,-0.09599999999999986,0.006473724295506474,1.4722222222222143,-0.007222222222222463,11.195208333333369,1.4722222222222143,21541676562.743164,3.200000000000003,-8.798611111111121,0.30543215102744675,11.259278776777666,-1.602313795402908,-2.773468127716539,0.2465277777777778,141.765625,26.15053604361057,0.6108643020548935,0.040588138681558306,0.06640752852891829,0.38658701142352214,0.1597222222222222,139.19791666666666,-1.7340000000000002,2.3889583333333335,0.04480832698654481,-2.580174622004778,-111.47222222222221,-2.056111111111111,303.45145833333333,69.52777777777779,300824958284.2911,-106.2,49.02083333333334,144.33333333333334,-1.83,2.4722222222222223,0.05128205128205128,-2.9667616334283,-110.0,-2.0633333333333335,314.6466666666667,71.0,322366634847.03424,-103.0,40.22222222222222
