n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹)
0.4047619047619048,3.44,2.118,28.6,138.2,0.119047619047619,23981973844499.99,0.2112531969309463
0.4186046511627906,3.44,2.082,34.4,138.2,0.1162790697674418,16511871399264.514,0.1698209718670076
0.4186046511627906,3.44,1.858,43.9,138.2,0.1162790697674418,2073371040232.2417,0.1012536676447052
0.4318181818181817,3.44,2.046,40.2,138.2,0.1136363636363636,9041768954029.035,0.128388746803069
0.0596707818930041,3.44,1.3802547770700635,81.72675159235668,138.2,0.3230452674897119,464755347001.8952,0.0512671825769248
0.3225806451612903,2.58,2.082,27.066666666666663,184.0,0.1612903225806451,31187855197237.668,0.2412347117064647
0.2666666666666666,2.58,2.01,33.77777777777778,184.0,0.2,26031639505415.484,0.2059794214715589
0.2068965517241379,2.58,1.9585714285714284,38.57142857142857,184.0,0.2413793103448276,22348628296971.062,0.180797071303769
0.0674846625766871,3.4454000000000007,1.3833974358974357,81.21399572649572,138.12425,0.3190184049079754,476315304957.85065,0.0514101154107267
0.0674846625766871,3.4472,1.383846153846154,81.12264957264956,138.099,0.3190184049079755,479321161335.4258,0.0514020972208903
0.0674846625766871,3.449,1.3842948717948715,81.03130341880342,138.07375,0.3190184049079755,482327017713.00085,0.0513940790310539
0.0674846625766871,3.4508,1.3847435897435898,80.93995726495726,138.04849999999996,0.3190184049079755,485332874090.5759,0.0513860608412176
0.0674846625766871,3.4544,1.3856410256410256,80.75726495726497,137.998,0.3190184049079754,491344586845.726,0.0513700244615448
0.0626283367556468,3.44,1.3811501597444091,81.60777422790201,138.2,0.3213552361396303,466022480089.51154,0.0513504095255399
0.1,3.44,1.393333333333333,79.98888888888888,138.2,0.3,483263937635.01215,0.0524828508730289
0.0733197556008146,3.44,1.3838709677419354,81.24623655913979,138.2,0.3156822810590631,469872929665.42975,0.0516033120597186
0.0791075050709939,3.44,1.385714285714286,81.00129870129871,138.2,0.3123732251521298,472481567581.5822,0.0517746507895842
0.090543259557344,3.44,1.3894736842105264,80.5017543859649,138.2,0.3058350100603622,477801815963.2088,0.0521240916202312
0.0556701030927835,3.44,1.3784810126582276,81.96244725738396,138.2,0.3257731958762887,462245140315.6677,0.0511023089382127
0.0674846625766871,3.44,1.382051282051282,81.48803418803419,138.2,0.3190184049079754,467297735825.1255,0.0514341699802358
0.0232067510548523,3.44,1.3484662576687116,83.71104294478529,138.2,0.3438818565400843,619835831445.7682,0.0543553505071848
0.0294117647058823,3.44,1.35,83.49341563786008,138.2,0.3403361344537815,623241344661.0015,0.0545352159568563
0.4011976047904191,2.58,2.127,27.15,184.0,0.1197604790419161,25849499455808.86,0.2216112531969309
0.4047619047619047,2.58,2.118,28.6,184.0,0.119047619047619,23981973844499.99,0.2112531969309462
0.4,2.58,2.13,26.666666666666668,184.0,0.12,26472007992911.816,0.2250639386189258
0.4100294985250737,2.58,2.05225,24.6,184.0,0.1179941002949852,22456164938552.414,0.2119875222816399
0.4065281899109793,2.58,2.0667500000000003,23.8,184.0,0.1186943620178041,24189429548701.74,0.220632798573975
0.400119976004799,2.58,2.1141,34.16,184.0,0.1199760047990401,26231533811068.125,0.2161892583120205
0.3964996982498491,2.58,2.1256,31.56,184.0,0.1207000603500301,28154358799538.254,0.2279965899403239
0.3954050785973397,2.58,2.1279,31.040000000000003,184.0,0.120918984280532,28538923797232.28,0.2303580562659846
0.4,2.58,2.1133333333333333,34.333333333333336,184.0,0.12,26103345478503.453,0.2154021028701336
0.4,2.58,2.13,26.666666666666668,184.0,0.12,26472007992911.816,0.2250639386189258
0.4,2.58,2.12625,28.391666666666666,184.0,0.12,26389058927169.934,0.2228900255754475
0.4,2.58,2.1133333333333333,34.333333333333336,184.0,0.12,26103345478503.453,0.2154021028701336
0.4,2.58,2.12025,31.151666666666667,184.0,0.12,26256340421982.92,0.2194117647058823
0.3954050785973397,2.58,2.1279,31.040000000000003,184.0,0.120918984280532,28538923797232.28,0.2303580562659846
0.4,2.58,2.13,26.666666666666668,184.0,0.12,26472007992911.816,0.2250639386189258
0.4117647058823529,2.58,2.051,28.6,184.0,0.1176470588235294,21210411876836.152,0.2013407734635356
0.4047619047619047,2.58,2.0788,26.28,184.0,0.119047619047619,24752765248463.11,0.2198961481825931
0.408284023668639,2.58,2.0649,27.44,184.0,0.1183431952662721,22981588562649.63,0.2106184608230644
0.3870967741935484,2.58,2.0525,34.21428571428571,184.0,0.1290322580645161,24818999390708.57,0.2118453106722972
0.3805668016194332,2.58,2.017272727272728,37.64502164502165,184.0,0.1336032388663967,24067631844252.56,0.2058368434238296
0.3739837398373983,2.58,1.9841176470588235,40.87394957983193,184.0,0.1382113821138211,23360462388764.543,0.200181815425272
0.3673469387755102,2.58,1.9528571428571424,43.91836734693878,184.0,0.1428571428571428,22693702616447.27,0.1948499318837747
0.3902439024390243,2.58,2.19,17.0,184.0,0.1219512195121951,38922178734970.95,0.2941176470588235
0.4117647058823529,2.58,2.1,31.5,184.0,0.1176470588235294,20246922621882.25,0.1905370843989769
0.3859223300970874,2.5945,2.0313207547169814,25.75471698113208,183.925,0.1286407766990291,19954377340884.062,0.1995089631049675
0.408284023668639,2.58,2.0595,24.2,184.0,0.1183431952662721,23322797243627.08,0.2163101604278074
0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,0.2083333333333333,169832268285.58978,0.0356431091090659
0.0555555555555555,3.44,1.93,34.4,138.2,0.2777777777777778,23629637065447.984,0.2029168692270296
0.2354497354497354,2.58,1.9691760299625467,30.801498127340828,184.0,0.2354497354497354,23375576535810.688,0.1832207289907224
0.3,3.16,1.22,95.95,181.0,0.1,129885365241.86926,0.0312662845231891
0.4680851063829787,2.58,1.85,46.1,184.0,0.1063829787234042,1406895167702.2346,0.0781198589894242
0.4680851063829787,2.58,1.82,59.9,184.0,0.1063829787234042,743302641767.1765,0.0607285546415981
0.0659340659340659,3.44,1.9228,35.21000000000001,138.2,0.2747252747252747,23610720290398.57,0.2017583092393112
0.0555555555555555,3.44,1.93,34.4,138.2,0.2777777777777778,23629637065447.984,0.2029168692270296
0.0659340659340659,3.44,2.102,28.61,138.2,0.2747252747252747,23965496710390.86,0.2103695306559756
0.0760869565217391,3.44,2.086,28.62,138.2,0.2717391304347826,23949019576281.727,0.209485864381005
0.081081081081081,3.44,2.078,28.625,138.2,0.2702702702702703,23940781009227.16,0.2090440312435197
0.0909090909090909,3.44,2.062,28.635,138.2,0.267379679144385,23924303875118.023,0.2081603649685491
0.0659340659340659,3.44,1.9184000000000003,35.04,138.2,0.2747252747252747,22243025377328.527,0.1960006481931615
0.0710382513661202,3.44,1.9126,35.36,138.2,0.273224043715847,21549719533268.8,0.1925425376762275
0.0659340659340659,3.44,1.9328,33.830000000000005,138.2,0.2747252747252747,23648393609244.05,0.2028668357224506
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,0.273224043715847,23657771881142.08,0.2028418189701612
0.081081081081081,3.44,1.937,32.975,138.2,0.2702702702702703,23676528424938.152,0.2027917854655822
0.0710382513661202,3.44,1.9372,34.46,138.2,0.273224043715847,23617782776854.797,0.201876756346562
0.0760869565217391,3.44,1.9396,34.480000000000004,138.2,0.2717391304347826,23613831347323.727,0.2015300520530727
0.081081081081081,3.44,1.942,34.5,138.2,0.2702702702702703,23609879917792.664,0.2011833477595835
0.0710382513661202,3.44,1.9462,34.04,138.2,0.273224043715847,23630713823444.004,0.2022526793718473
0.0760869565217391,3.44,1.9516,33.919999999999995,138.2,0.2717391304347826,23631072742776.01,0.2020312827534532
0.0659340659340659,3.44,1.9416,34.25,138.2,0.2747252747252747,23627114709650.484,0.20238677857279
0.0710382513661202,3.44,1.9474,34.175,138.2,0.273224043715847,23625853531751.73,0.2021217332456702
0.0760869565217391,3.44,1.9532,34.1,138.2,0.2717391304347826,23624592353852.984,0.2018566879185503
0.081081081081081,3.44,1.959,34.025,138.2,0.2702702702702703,23623331175954.234,0.2015916425914305
0.0659340659340659,3.44,1.9228,35.21000000000001,138.2,0.2747252747252747,23610720290398.57,0.2017583092393112
0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,0.273224043715847,23601261902873.867,0.2011790292454519
0.0659340659340659,3.44,1.9396,35.18,138.2,0.2747252747252747,23610967739132.297,0.2017722411278561
0.0710382513661202,3.44,1.9444,35.57,138.2,0.273224043715847,23601633075974.453,0.2011999270782693
0.0760869565217391,3.44,1.9492,35.96,138.2,0.2717391304347826,23592298412816.61,0.2006276130286825
0.0659340659340659,3.44,1.9124,36.73866666666667,138.2,0.2747252747252747,23604729790624.56,0.2012809270342724
0.0710382513661202,3.44,1.9036,37.908,138.2,0.273224043715847,23592276153212.848,0.2004629559378938
0.0760869565217391,3.44,1.8948,39.07733333333333,138.2,0.2717391304347826,23579822515801.137,0.1996449848415152
0.081081081081081,3.44,1.886,40.24666666666667,138.2,0.2702702702702703,23567368878389.426,0.1988270137451366
0.0555555555555555,3.44,1.9804,35.419999999999995,138.2,0.2777777777777778,23602619593976.57,0.2019395066686394
0.0555555555555555,3.44,2.0476,36.78,138.2,0.2777777777777778,23566596298681.363,0.2006363565907857
0.0555555555555555,3.44,2.0644,37.12,138.2,0.2777777777777778,23557590474857.56,0.2003105690713224
0.0913978494623656,3.44,1.942244897959184,32.994897959183675,138.2,0.2634408602150537,24126485091753.89,0.2056321478781372
0.0659340659340659,3.44,1.9396,35.18,138.2,0.2747252747252747,23610967739132.297,0.2017722411278561
0.0710382513661202,3.44,1.9292,34.235,138.2,0.273224043715847,23638935221719.348,0.2022875557285914
0.0710382513661202,3.44,1.9267,34.58,138.2,0.273224043715847,23629516892007.977,0.2020104241078066
0.0710382513661202,3.44,1.9242,34.925,138.2,0.273224043715847,23620098562296.605,0.2017332924870217
0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,0.273224043715847,23601261902873.867,0.2011790292454519
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,0.273224043715847,23657771881142.08,0.2028418189701612
0.0555555555555555,3.44,1.93,34.4,138.2,0.2777777777777778,23629637065447.984,0.2029168692270296
0.0581717451523545,3.44,1.9307000000000003,34.2575,138.2,0.2770083102493075,23634326201397.0,0.2029043608508849
0.0607734806629834,3.44,1.9314,34.115,138.2,0.2762430939226519,23639015337346.016,0.2028918524747401
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,0.273224043715847,23657771881142.08,0.2028418189701612
0.0581717451523545,3.44,1.9312,34.41,138.2,0.2770083102493075,23627661350682.45,0.202743517080285
0.0607734806629834,3.44,1.9324,34.419999999999995,138.2,0.2762430939226519,23625685635916.92,0.2025701649335404
0.0659340659340659,3.44,1.9348,34.440000000000005,138.2,0.2747252747252747,23621734206385.85,0.2022234606400512
0.0581717451523545,3.44,1.9329,34.3625,138.2,0.2770083102493075,23629006476498.61,0.2027843465634697
0.0607734806629834,3.44,1.9358,34.325,138.2,0.2762430939226519,23628375887549.234,0.2026518238999098
0.0659340659340659,3.44,1.9416,34.25,138.2,0.2747252747252747,23627114709650.484,0.20238677857279
0.0710382513661202,3.44,1.9474,34.175,138.2,0.273224043715847,23625853531751.73,0.2021217332456702
0.0710382513661202,3.44,2.094,28.615,138.2,0.273224043715847,23957258143336.293,0.2099276975184903
0.086021505376344,3.44,2.07,28.630000000000003,138.2,0.2688172043010753,23932542442172.59,0.2086021981060344
0.0760869565217391,3.44,1.9356,33.26,138.2,0.2717391304347826,23667150153040.12,0.2028168022178717
0.0659340659340659,3.44,2.102,28.61,138.2,0.2747252747252747,23965496710390.86,0.2103695306559756
0.081081081081081,3.44,2.078,28.625,138.2,0.2702702702702703,23940781009227.16,0.2090440312435197
0.0659340659340659,3.44,1.9328,33.830000000000005,138.2,0.2747252747252747,23648393609244.05,0.2028668357224506
0.0760869565217391,3.44,1.9356,33.26,138.2,0.2717391304347826,23667150153040.12,0.2028168022178717
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,0.273224043715847,23657771881142.08,0.2028418189701612
0.0760869565217391,3.44,1.9356,33.26,138.2,0.2717391304347826,23667150153040.12,0.2028168022178717
0.0710382513661202,3.44,1.9242,34.925,138.2,0.273224043715847,23620098562296.605,0.2017332924870217
0.0710382513661202,3.44,1.9292,34.235,138.2,0.273224043715847,23638935221719.348,0.2022875557285914
0.0633608815426997,3.44,1.9387,34.2875,138.2,0.2754820936639118,23627745298599.86,0.2025193012363499
0.0659340659340659,3.44,1.9228,35.21000000000001,138.2,0.2747252747252747,23610720290398.57,0.2017583092393112
0.0710382513661202,3.44,1.9192,35.614999999999995,138.2,0.273224043715847,23601261902873.867,0.2011790292454519
0.0607734806629834,3.44,1.9264,34.805,138.2,0.2762430939226519,23620178677923.277,0.2023375892331704
0.0710382513661202,3.44,1.8628,39.48,138.2,0.273224043715847,23506105403939.29,0.197609477124183
0.0607734806629834,3.44,1.8446,38.695,138.2,0.2762430939226519,23521609665862.87,0.1986389680688721
0.0607734806629834,3.44,1.828,39.473333333333336,138.2,0.2762430939226519,23511675208942.73,0.1982088770467536
0.0607734806629834,3.44,1.8352,39.175,138.2,0.2762430939226519,23513412456236.92,0.1983247334021327
0.0659340659340659,3.44,1.822,39.94666666666667,138.2,0.2747252747252747,23506098848949.44,0.197724943635991
0.0710382513661202,3.44,1.8658,38.085,138.2,0.273224043715847,23530325859716.57,0.1985312832915838
0.0710382513661202,3.44,1.816,40.42,138.2,0.273224043715847,23500522488956.145,0.1972410102252283
0.0710382513661202,3.44,1.8376,39.525,138.2,0.273224043715847,23505734230838.7,0.1975885792913656
0.0710382513661202,3.44,1.8292,40.437,138.2,0.273224043715847,23500453041657.52,0.1972354541955743
0.0760869565217391,3.44,1.8724,39.63999999999999,138.2,0.2717391304347826,23502390015607.043,0.1972483660130718
0.0760869565217391,3.44,1.81,40.89333333333333,138.2,0.2717391304347826,23494946128962.85,0.1967570768144656
0.0760869565217391,3.44,1.8276,40.916,138.2,0.2717391304347826,23494853532564.684,0.196749668774927
0.0633608815426997,3.44,1.8427,41.9385,138.2,0.2754820936639118,23476479456833.227,0.1963829357453487
0.0710382513661202,3.44,1.9186,35.532999999999994,138.2,0.273224043715847,23616577769509.15,0.2014978757564942
0.0710382513661202,3.44,1.9225,35.035999999999994,138.2,0.273224043715847,23626876297417.383,0.2018338615599109
0.0710382513661202,3.44,2.094,28.615,138.2,0.273224043715847,23957258143336.293,0.2099276975184903
0.086021505376344,3.44,2.07,28.630000000000003,138.2,0.2688172043010753,23932542442172.59,0.2086021981060344
0.0607734806629834,3.44,1.9314,34.115,138.2,0.2762430939226519,23639015337346.016,0.2028918524747401
0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,0.273224043715847,23657771881142.08,0.2028418189701612
0.086021505376344,3.44,1.9384,32.690000000000005,138.2,0.2688172043010753,23685906696836.188,0.2027667687132927
0.081081081081081,3.44,1.937,32.975,138.2,0.2702702702702703,23676528424938.152,0.2027917854655822
0.0659340659340659,3.44,1.9124,36.73866666666667,138.2,0.2747252747252747,23604729790624.56,0.2012809270342724
0.0710382513661202,3.44,1.9036,37.908,138.2,0.273224043715847,23592276153212.848,0.2004629559378938
0.0957446808510638,3.44,1.9492,34.559999999999995,138.2,0.2659574468085106,23598025629199.477,0.2001432348791159
0.0555555555555555,3.44,2.0900000000000003,33.55,138.2,0.2777777777777778,23655920248417.51,0.2037099421266303
0.3,2.9133333333333336,0.0,0.0,170.66666666666666,0.0,0.0,0.0
0.75,3.04,0.0,0.0,146.0,0.0,0.0,0.0
0.75,2.19,0.0,0.0,212.0,0.0,0.0,0.0
0.75,3.04,0.0,0.0,146.0,0.0,0.0,0.0
0.2608695652173913,3.44,1.2580000000000002,102.57238095238094,138.2,0.217391304347826,327263081278.80945,0.0441725863783451
0.2272727272727272,3.44,1.3,96.88,138.2,0.2272727272727272,336117547862.4076,0.0465028376158532
0.2608695652173913,3.44,1.23,101.05333333333331,138.2,0.217391304347826,267167911421.1679,0.042165149815695
0.2444444444444444,3.44,1.3090000000000002,97.6925,138.2,0.2222222222222222,310418126336.5227,0.0444562689884023
0.2444444444444444,3.44,1.286,98.43166666666666,138.2,0.2222222222222222,333277004930.9167,0.0455753135661661
0.6153846153846154,2.19,2.01,46.0,212.0,0.0769230769230769,1571666508793.5586,0.0869565217391304
0.6153846153846154,2.19,1.9,33.0,212.0,0.0769230769230769,4256886531984.5776,0.1212121212121212
0.4615384615384615,2.651666666666667,2.19,17.0,185.375,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.676666666666667,2.19,17.0,183.5,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.643333333333333,2.19,17.0,186.0,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.6183333333333336,2.19,17.0,188.0,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.668333333333333,2.19,17.0,184.125,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.6308333333333334,2.19,17.0,187.0,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.605833333333333,2.19,17.0,189.0,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.643333333333333,2.19,17.0,186.0,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4625719769673704,2.643333333333333,2.18275,17.4,186.0,0.0767754318618042,38055546429896.29,0.2897950089126559
0.4636015325670498,2.643333333333333,2.1755,17.799999999999997,186.0,0.0766283524904214,37188914124821.625,0.2854723707664884
0.4646271510516253,2.643333333333333,2.16825,18.200000000000003,186.0,0.0764818355640535,36322281819746.97,0.2811497326203209
0.4666666666666667,2.643333333333333,2.15375,19.0,186.0,0.0761904761904762,34589017209597.65,0.2725044563279857
0.4686907020872864,2.643333333333333,2.13925,19.8,186.0,0.0759013282732447,32855752599448.33,0.2638591800356506
0.4696969696969697,2.643333333333333,2.132,20.200000000000003,186.0,0.0757575757575757,31989120294373.67,0.2595365418894831
0.4706994328922495,2.643333333333333,2.12475,20.6,186.0,0.0756143667296786,31122487989299.016,0.2552139037433155
0.4756554307116105,2.643333333333333,2.0885,22.6,186.0,0.0749063670411985,26789326463925.72,0.2336007130124777
0.4814814814814814,2.643333333333333,2.045,25.0,186.0,0.074074074074074,21589532633477.76,0.2076648841354723
0.4615384615384615,2.676666666666667,2.19,17.0,183.5,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.643333333333333,2.19,17.0,186.0,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.642833333333334,2.19,17.0,186.23333333333332,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.642333333333333,2.19,17.0,186.46666666666667,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.641833333333334,2.19,17.0,186.7,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.6413333333333333,2.19,17.0,186.9333333333333,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.6398333333333333,2.19,17.0,187.63333333333333,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.639333333333333,2.19,17.0,187.86666666666667,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.643333333333333,2.19,17.0,186.0,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.676666666666667,2.19,17.0,183.5,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.5933333333333333,2.19,17.0,190.0,0.0769230769230769,38922178734970.95,0.2941176470588235
0.4615384615384615,2.5933333333333333,2.19,17.0,190.0,0.0769230769230769,38922178734970.95,0.2941176470588235
0.467680608365019,2.5933333333333333,2.163,21.35,190.0,0.0760456273764258,33319601901044.336,0.2630434782608695
0.4696969696969697,2.5933333333333333,2.154,22.800000000000004,190.0,0.0757575757575757,31452076289735.47,0.2526854219948849
0.4716981132075472,2.5933333333333333,2.145,24.25,190.0,0.0754716981132075,29584550678426.6,0.2423273657289002
0.4736842105263157,2.5933333333333333,2.136,25.7,190.0,0.075187969924812,27717025067117.727,0.2319693094629155
0.4852941176470588,2.5933333333333333,2.082,34.4,190.0,0.0735294117647058,16511871399264.514,0.1698209718670076
0.4890510948905109,2.5933333333333333,2.064,37.3,190.0,0.072992700729927,12776820176646.771,0.1491048593350383
0.4927536231884057,2.5933333333333333,2.046,40.2,190.0,0.072463768115942,9041768954029.035,0.128388746803069
0.6153846153846154,2.19,2.01,46.0,212.0,0.0769230769230769,1571666508793.5586,0.0869565217391304
0.6,3.3,0.0,0.0,159.6,0.0,0.0,0.0
0.0627530364372469,3.44,1.39079754601227,83.95644171779139,138.2,0.3299595141700405,419122968729.5596,0.0478990791508294
0.4081632653061224,3.327,0.0,0.0,159.22125,0.0,0.0,0.0
0.4,3.2,0.0,0.0,167.1,0.0,0.0,0.0
0.09,3.44,1.3883870967741934,80.3268817204301,138.2,0.31,500125419659.0885,0.0515226128587847
0.0788381742738589,3.44,1.2972222222222225,87.95601851851852,138.2,0.2987551867219917,385136257280.55566,0.0521116935327677
0.0127118644067796,3.44,1.3596385542168676,84.12048192771084,138.2,0.3516949152542373,442067217609.6627,0.0495023048958618
0.0210084033613445,3.44,1.3560240963855423,84.37028112449798,138.2,0.3487394957983193,441277195234.9833,0.0492672873022561
0.0311850311850311,3.44,1.3515060240963854,84.68253012048191,138.2,0.3451143451143451,440289667266.634,0.048973515310249
0.0509164969450101,3.44,1.3424698795180725,85.3070281124498,138.2,0.3380855397148676,438314611329.9356,0.0483859713262348
0.0604838709677419,3.44,1.3379518072289158,85.61927710843374,138.2,0.3346774193548387,437327083361.58624,0.0480921993342277
0.0674846625766871,3.44,1.382051282051282,81.48803418803419,138.2,0.3190184049079754,467297735825.1255,0.0514341699802358
0.0733197556008146,3.44,1.3838709677419354,81.24623655913979,138.2,0.3156822810590631,469872929665.42975,0.0516033120597186
0.0709812108559499,3.44,1.3913907284768212,80.24701986754967,138.2,0.3152400835073068,480514790303.5084,0.0523022833020844
0.6,3.2,0.0,0.0,167.1,0.0,0.0,0.0
0.0555555555555555,3.44,1.42,78.99333333333333,138.2,0.2777777777777778,479307503684.0538,0.0630144440248354
0.1,3.44,1.343333333333333,87.86111111111113,138.2,0.3,385043788258.26605,0.0495166045340417
0.1,3.44,1.3716666666666668,87.06944444444446,138.2,0.3,407462551860.8885,0.0501970959204534
0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,0.2083333333333333,169832268285.58978,0.0356431091090659
0.2608695652173913,3.44,1.27,98.95333333333332,138.2,0.217391304347826,329560362152.5685,0.0445521915889261
0.2608695652173913,3.44,1.28,94.88666666666666,138.2,0.217391304347826,334301851876.2142,0.0451291328544136
0.2359550561797752,3.44,1.2495,100.40309523809525,138.2,0.2247191011235955,271511480485.10748,0.0435332330332452
0.2765957446808511,3.44,1.197,107.51857142857143,138.2,0.2127659574468085,260443397255.60983,0.04062041898636
0.2842105263157894,3.44,1.1865,108.94166666666663,138.2,0.2105263157894736,258229780609.7103,0.0400378561769829
0.2916666666666667,3.44,1.176,110.36476190476188,138.2,0.2083333333333333,256016163963.8108,0.0394552933676059
0.2272727272727272,3.44,1.2600000000000002,98.98,138.2,0.2272727272727272,273725097131.007,0.0441157958426222
