pair_id,group_id,doi,化学式_a,化学式_b,family,trend_label,pair_weight_group_equal,delta_entropy_c_l,delta_log10_rho_plus_incl_li,delta_log10_phi_plus_incl_li,delta_field_x_r_diff,delta_n_Li,delta_log_rho_ratio,delta_r_all_pm,delta_n_host_cation,delta_ir_mean_square_all,delta_atwt_geometric_mean_all,delta_chi_all,delta_chi_minus,delta_r_minus_pm,mean_entropy_c_l,mean_log10_rho_plus_incl_li,mean_log10_phi_plus_incl_li,mean_field_x_r_diff,mean_n_Li,mean_r_all_pm,mean_atwt_geometric_mean_all,mean_chi_all,abs_delta_entropy_c_l,abs_delta_log10_rho_plus_incl_li,abs_delta_log10_phi_plus_incl_li,abs_delta_field_x_r_diff,abs_delta_n_Li,composition_L1_distance
trpair_000012,trgrp_0009,10.1002/aenm.202405760,Li3Zr0.5Zn0.5Cl6,Li2.4Zr0.8Zn0.2Cl6,halides,increase,0.06666666666666667,-0.19274475702175742,0.034147715381562804,0.05805302882544239,-0.31238701539060854,-0.044680851063829796,0.034147715381563026,4.720212765957456,0.006382978723404251,1134.4611702127695,2.172999600007685,0.07653191489361699,0.0,0.0,0.5967748020490666,11.234247280156975,-1.6439367882942477,-2.538852053998652,0.2776595744680851,138.4767730496454,24.5831384908513,2.3772659574468085,0.19274475702175742,0.034147715381562804,0.05805302882544239,0.31238701539060854,0.044680851063829796,0.1468085106382978
trpair_000013,trgrp_0009,10.1002/aenm.202405760,Li3Zr0.5Zn0.5Cl6,Li2.2Zr0.9Zn0.1Cl6,halides,increase,0.06666666666666667,-0.3680642071684971,0.04761980501727514,0.08012433454126744,-0.4404525109629023,-0.06086956521739126,0.04761980501727492,6.4304347826087,0.008695652173913049,1545.4978260869575,3.008975291962905,0.10426086956521763,0.0,0.0,0.5091150769756967,11.240983324974831,-1.632901135436335,-2.602884801784799,0.26956521739130435,139.33188405797102,25.00112633682891,2.3911304347826086,0.3680642071684971,0.04761980501727514,0.08012433454126744,0.4404525109629023,0.06086956521739126,0.19999999999999998
trpair_000014,trgrp_0009,10.1002/aenm.202405760,Li3Zr0.5Zn0.5Cl6,Li2ZrCl6,halides,decrease,0.06666666666666667,-0.6931471805599453,0.06239942365225026,0.10385327156851987,-0.584103087124952,-0.07777777777777778,0.06239942365225026,8.216666666666669,0.0111111111111111,1974.8027777777752,3.911186241489588,0.13322222222222235,0.0,0.0,0.34657359027997264,11.248373134292319,-1.6210366669227088,-2.6747100898658243,0.26111111111111107,140.22500000000002,25.452231811592252,2.405611111111111,0.6931471805599453,0.06239942365225026,0.10385327156851987,0.584103087124952,0.07777777777777778,0.25555555555555554
trpair_000015,trgrp_0009,10.1002/aenm.202405760,Li2.8Zr0.6Zn0.4Cl6,Li2.6Zr0.7Zn0.3Cl6,halides,increase,0.06666666666666667,-0.062147364954363016,0.011342970194970547,0.01930533808878665,-0.10360492322321813,-0.014880952380952328,0.011342970194970325,1.572066326530603,0.0021258503401360707,377.83216411564354,0.722628343015213,0.025488945578231892,0.0,0.0,0.641937984532075,11.233313222339401,-1.6451702287117604,-2.528372160393169,0.27827380952380953,138.41188350340136,24.531932983376485,2.3762138605442176,0.062147364954363016,0.011342970194970547,0.01930533808878665,0.10360492322321813,0.014880952380952328,0.048894557823129306
trpair_000016,trgrp_0009,10.1002/aenm.202405760,Li2.8Zr0.6Zn0.4Cl6,Li2.4Zr0.8Zn0.2Cl6,halides,increase,0.06666666666666667,-0.17260924347106865,0.023679400605841394,0.03991262387462746,-0.21847586291239685,-0.030395136778115506,0.023679400605841838,3.2110290924880758,0.004342162396873656,771.7422926617473,1.4990194789862663,0.052062527138515335,0.0,0.0,0.5867070452737222,11.239481437544836,-1.6348665858188403,-2.585807630237758,0.270516717325228,139.2313648863801,24.920128551362012,2.3895006513243593,0.17260924347106865,0.023679400605841394,0.03991262387462746,0.21847586291239685,0.030395136778115506,0.09986973512809383
trpair_000017,trgrp_0009,10.1002/aenm.202405760,Li2.8Zr0.6Zn0.4Cl6,Li2.2Zr0.9Zn0.1Cl6,halides,increase,0.06666666666666667,-0.3479286936178083,0.03715149024155373,0.06198392959045251,-0.3465413584846906,-0.04658385093167697,0.03715149024155373,4.92125110913932,0.006654835847382454,1182.7789485359353,2.334995170941486,0.07979148181011597,0.0,0.0,0.49904732020035236,11.246217482362692,-1.6238309329609275,-2.649840378023905,0.26242236024844723,140.0864758947057,25.33811639733962,2.40336512866016,0.3479286936178083,0.03715149024155373,0.06198392959045251,0.3465413584846906,0.04658385093167697,0.15306122448979598
trpair_000018,trgrp_0009,10.1002/aenm.202405760,Li2.8Zr0.6Zn0.4Cl6,Li2ZrCl6,halides,decrease,0.06666666666666667,-0.6730116670092565,0.05193110887652885,0.08571286661770494,-0.49019193464674027,-0.06349206349206349,0.051931108876529075,6.707482993197289,0.009070294784580504,1612.083900226753,3.2372061204681692,0.1087528344671207,0.0,0.0,0.33650583350462826,11.25360729168018,-1.6119664644473013,-2.72166566610493,0.25396825396825395,140.9795918367347,25.789221872102964,2.417845804988662,0.6730116670092565,0.05193110887652885,0.08571286661770494,0.49019193464674027,0.06349206349206349,0.20861678004535153
trpair_000019,trgrp_0009,10.1002/aenm.202405760,Li2.6Zr0.7Zn0.3Cl6,Li2.4Zr0.8Zn0.2Cl6,halides,unchanged,0.06666666666666667,-0.11046187851670564,0.012336430410870847,0.020607285785840812,-0.11487093968917872,-0.015514184397163178,0.012336430410871513,1.6389627659574728,0.002216312056737585,393.9101285461038,0.7763911359710534,0.026573581560283444,0.0,0.0,0.5556333627965406,11.245152922642323,-1.6252139167744468,-2.6376100918493672,0.2630762411347518,140.0173980496454,25.281442722869617,2.4022451241134752,0.11046187851670564,0.012336430410870847,0.020607285785840812,0.11487093968917872,0.015514184397163178,0.05097517730496451
trpair_000020,trgrp_0009,10.1002/aenm.202405760,Li2.6Zr0.7Zn0.3Cl6,Li2.2Zr0.9Zn0.1Cl6,halides,decrease,0.06666666666666667,-0.2857813286634453,0.025808520046583183,0.04267859150166586,-0.24293643526147246,-0.03170289855072464,0.025808520046583405,3.3491847826087167,0.004528985507246383,804.9467844202918,1.612366827926273,0.05430253623188408,0.0,0.0,0.46797363772317085,11.251888967460179,-1.6141782639165343,-2.701642839635514,0.25498188405797106,140.872509057971,25.699430568847227,2.416109601449276,0.2857813286634453,0.025808520046583183,0.04267859150166586,0.24293643526147246,0.03170289855072464,0.10416666666666669
trpair_000021,trgrp_0009,10.1002/aenm.202405760,Li2.6Zr0.7Zn0.3Cl6,Li2ZrCl6,halides,decrease,0.06666666666666667,-0.6108643020548935,0.040588138681558306,0.06640752852891829,-0.38658701142352214,-0.04861111111111116,0.04058813868155875,5.135416666666686,0.006944444444444434,1234.2517361111095,2.5145777774529563,0.0832638888888888,0.0,0.0,0.30543215102744675,11.259278776777666,-1.602313795402908,-2.773468127716539,0.2465277777777778,141.765625,26.15053604361057,2.430590277777778,0.6108643020548935,0.040588138681558306,0.06640752852891829,0.38658701142352214,0.04861111111111116,0.1597222222222222
trpair_000022,trgrp_0009,10.1002/aenm.202405760,Li2.4Zr0.8Zn0.2Cl6,Li2.2Zr0.9Zn0.1Cl6,halides,decrease,0.06666666666666667,-0.17531945014673966,0.013472089635712337,0.02207130571582505,-0.12806549557229374,-0.016188714153561462,0.013472089635711892,1.7102220166512438,0.002312673450508798,411.036655874188,0.8359756919552197,0.027728954671600636,0.0,0.0,0.41274269846481804,11.258057182665613,-1.6038746210236139,-2.7590783094801035,0.24722479185938945,141.69199044094975,26.087626136832753,2.4293963922294175,0.17531945014673966,0.013472089635712337,0.02207130571582505,0.12806549557229374,0.016188714153561462,0.05319148936170216
trpair_000023,trgrp_0009,10.1002/aenm.202405760,Li2.4Zr0.8Zn0.2Cl6,Li2ZrCl6,halides,decrease,0.06666666666666667,-0.5004024235381879,0.02825170827068746,0.04580024274307748,-0.2717160717343434,-0.03309692671394798,0.028251708270687237,3.496453900709213,0.004728132387706849,840.3416075650057,1.738186641481903,0.05669030732860536,0.0,0.0,0.25020121176909393,11.2654469919831,-1.5920101525099877,-2.8309035975611283,0.2387706855791962,142.58510638297872,26.538731611596095,2.44387706855792,0.5004024235381879,0.02825170827068746,0.04580024274307748,0.2717160717343434,0.03309692671394798,0.10874704491725772
trpair_000024,trgrp_0009,10.1002/aenm.202405760,Li2.2Zr0.9Zn0.1Cl6,Li2ZrCl6,halides,decrease,0.06666666666666667,-0.3250829733914482,0.014779618634975122,0.023728937027252428,-0.14365057616204968,-0.01690821256038652,0.014779618634975344,1.786231884057969,0.0024154589371980506,429.3049516908177,0.9022109495266832,0.028961352657004724,0.0,0.0,0.1625414866957241,11.272183036800957,-1.5809744996520751,-2.894936345347275,0.23067632850241548,143.44021739130437,26.956719457573705,2.45774154589372,0.3250829733914482,0.014779618634975122,0.023728937027252428,0.14365057616204968,0.01690821256038652,0.055555555555555546
trpair_000025,trgrp_0010,10.1002/anie.202217581,LiTaOCl4,LiNbOCl4,halides,decrease,1.0,0.0,0.0866426023018132,0.028723397114103877,-0.43326797385620885,0.0,0.08664260230181364,-0.75,0.0,-99.5625,-2.8741187942226887,0.014285714285714235,0.0,0.0,0.0,11.591374896256436,-1.3457606107451223,-4.763411764705882,0.14285714285714285,142.29642857142858,30.203314020924022,2.658571428571429,0.0,0.0866426023018132,0.028723397114103877,0.43326797385620885,0.0,0.2857142857142857
trpair_000027,trgrp_0012,10.1002/pssa.201001117,Li6PS5Cl,Li6PS5I,argyrodites,increase,0.3333333333333333,0.0,0.0,0.0,-0.35564892623716116,0.0,0.018691494541728915,3.0,0.0,1203.0000000000036,1.6391036798275493,-0.038461538461538325,-0.08333333333333393,6.5,0.0,12.753345632073744,-1.261891854813765,-6.919521141790051,0.46153846153846156,118.65384615384616,16.722855121605626,1.8369230769230769,0.0,0.0,0.0,0.35564892623716116,0.0,0.15384615384615385
trpair_000028,trgrp_0012,10.1002/pssa.201001117,Li6PS5Cl,Li6PS5Br,argyrodites,unchanged,0.3333333333333333,0.0,0.0,0.0,-0.13678804855275395,0.0,0.008862121747454488,1.1538461538461462,0.0,435.0,1.0258286539814172,-0.01538461538461533,-0.0333333333333341,2.5,0.0,12.753345632073744,-1.261891854813765,-6.810090702947847,0.46153846153846156,117.73076923076923,16.416217608682558,1.8484615384615384,0.0,0.0,0.0,0.13678804855275395,0.0,0.15384615384615385
trpair_000029,trgrp_0012,10.1002/pssa.201001117,Li6PS5I,Li6PS5Br,argyrodites,decrease,0.3333333333333333,0.0,0.0,0.0,0.2188608776844072,0.0,-0.009829372794274427,-1.8461538461538538,0.0,-768.0000000000036,-0.6132750258461321,0.023076923076922995,0.04999999999999982,-4.0,0.0,12.753345632073744,-1.261891854813765,-6.987915166066427,0.46153846153846156,119.23076923076923,17.235769448596336,1.8292307692307692,0.0,0.0,0.0,0.2188608776844072,0.0,0.15384615384615385
trpair_000030,trgrp_0013,10.1002/smll.202407418,Li2.3ZrCl6.1F0.2,Li2ZrCl6,halides,decrease,1.0,0.0,0.013909933633581062,0.018169216177833736,-0.15469178533151595,-0.01736111111111116,0.03621993273445523,2.3046875,0.00694444444444442,631.4527994791642,1.281158051638922,0.008055555555555038,-0.02603174603174585,1.599206349206355,0.0,11.272617879301654,-1.5781946392273658,-2.889415740762542,0.2309027777777778,143.18098958333334,26.767245906517587,2.468194444444445,0.0,0.013909933633581062,0.018169216177833736,0.15469178533151595,0.01736111111111116,0.07638888888888881
trpair_000031,trgrp_0014,10.1002/smll.202407418,Li2.4ZrCl6F0.4,Li2.3ZrCl6F0.3,halides,increase,0.2,0.0,0.004177406129340255,0.005491823524233608,-0.05183164874422186,-0.005314625850340149,0.014010010638507264,0.8661511479591582,0.0021258503401360568,243.359624123088,0.4284608562646852,-0.0001488095238095788,-0.012202380952380576,0.7496279761904816,0.0,11.263574209420193,-1.5900251590783996,-2.765471893783284,0.24224064625850336,141.0708306760204,25.743203612725893,2.472782738095238,0.0,0.004177406129340255,0.005491823524233608,0.05183164874422186,0.005314625850340149,0.029761904761904767
trpair_000032,trgrp_0014,10.1002/smll.202407418,Li2.3ZrCl6F0.3,Li2.4ZrCl6.3F0.2,halides,unchanged,0.2,0.0,-0.004177406129340255,-0.005491823524233608,0.011006799573785031,0.0028409090909091717,0.0072316747479899135,0.5592250631313505,-0.0031565656565656353,177.51296657986313,-0.01878207932068321,-0.00947601010100918,-0.013816849816849608,0.848809523809507,0.0,11.263574209420193,-1.5900251590783996,-2.7858843183685025,0.24100378787878787,141.78351878156565,25.948043001197895,2.4679703282828283,0.0,0.004177406129340255,0.005491823524233608,0.011006799573785031,0.0028409090909091717,0.02840909090909117
trpair_000033,trgrp_0014,10.1002/smll.202407418,Li2.4ZrCl6.3F0.2,Li2.2ZrCl6F0.2,halides,unchanged,0.2,0.0,0.008572309237219855,0.011251781720247545,-0.06595099025029905,-0.008381689232753037,0.00755205482864274,0.3437835804857343,0.005372877713303248,76.20238622931356,0.4731336326551805,0.009320868257038484,0.0012208436724563398,-0.07499999999998863,0.0,11.265771660974133,-1.5871451799803924,-2.8133564137067593,0.23823339780786595,142.2350231033742,26.17521877786514,2.467892757360843,0.0,0.008572309237219855,0.011251781720247545,0.06595099025029905,0.008381689232753037,0.016763378465506143
trpair_000034,trgrp_0014,10.1002/smll.202407418,Li2.2ZrCl6F0.2,Li2.3ZrCl6.2F0.2,halides,unchanged,0.2,0.0,-0.0043949031078796,-0.005759958196013937,0.03361574417445645,0.0030708488703662384,-0.003704367945182918,0.023497477516968956,-0.0032901952182496225,11.489982041017356,-0.20277064625041774,-0.0012129853037947669,-0.0008266129032259428,0.05078125,0.0,11.267860364038803,-1.5843992682182757,-2.829524036744681,0.23557797762667254,142.41866363237554,26.31040027106752,2.4719466988374648,0.0,0.0043949031078796,0.005759958196013937,0.03361574417445645,0.0030708488703662384,0.007896468523798932
trpair_000035,trgrp_0014,10.1002/smll.202407418,Li2.3ZrCl6.2F0.2,Li2.1ZrCl6F0.1,halides,decrease,0.2,0.0,0.009024986933463097,0.011808725638679185,-0.09196397170160475,-0.008852532496638255,0.019331314490385276,0.9187724114746914,0.005602868668758407,253.25647306420797,0.6853577778651108,0.001051098162258679,-0.012182377049180015,0.7483990778688678,0.0,11.270175405951594,-1.581374884496943,-2.858698150508255,0.23268713581353653,142.88979857687139,26.55169383687487,2.4718657552666965,0.0,0.009024986933463097,0.011808725638679185,0.09196397170160475,0.008852532496638255,0.037203047960555735
trpair_000075,trgrp_0019,10.1006/jssc.1995.1140,Li2.88PO3.73N0.14,Li3PO4,lisicon,unchanged,1.0,0.0,-0.01306330877670625,-0.010941792136376804,0.23832989431844087,0.003387096774193521,-0.008807651766202795,0.10833870967739756,-0.004032258064516153,-13.455469354837987,-0.03931000059943912,0.003933870967741893,0.01447028423772645,-0.28217054263566865,0.0,12.998811643617568,-1.0669507663321398,-7.171836515786671,0.3733064516129032,96.48333064516129,12.724207125249038,2.359283064516129,0.0,0.01306330877670625,0.010941792136376804,0.23832989431844087,0.003387096774193521,0.04419354838709674
trpair_000076,trgrp_0020,10.1006/jssc.2002.9701,Li4.2Si0.8Al0.2S4,Li4.4Si0.6Al0.4S4,thio_lisicon,unchanged,0.027777777777777776,0.17260924347106865,-0.08337486147916451,-0.03786629098876082,0.36076961711392475,0.011563367252543921,-0.08337486147916451,-0.7221322849214005,-0.002312673450508798,-241.16833371878238,-0.2835812222387819,-0.02296484736355242,0.0,0.0,0.5867070452737222,11.86137614842278,-1.4989918942388967,-3.8795613263891737,0.46230342275670677,114.32915124884367,15.561431174931592,1.7578654024051805,0.17260924347106865,0.08337486147916451,0.03786629098876082,0.36076961711392475,0.011563367252543921,0.0647548566142461
trpair_000077,trgrp_0020,10.1006/jssc.2002.9701,Li4.2Si0.8Al0.2S4,Li4.6Si0.4Al0.6S4,thio_lisicon,unchanged,0.027777777777777776,0.17260924347106865,-0.17840309812027222,-0.07625391464271325,0.6922174020388314,0.022644927536231818,-0.17840309812027066,-1.4141757246377011,-0.004528985507246383,-472.2879868659438,-0.5505398402571764,-0.04497282608695641,0.0,0.0,0.5867070452737222,11.813862030102225,-1.5181857060658728,-3.71383743392672,0.4678442028985507,113.98312952898553,15.427951865922394,1.7468614130434785,0.17260924347106865,0.17840309812027222,0.07625391464271325,0.6922174020388314,0.022644927536231818,0.1268115942028985
trpair_000078,trgrp_0020,10.1006/jssc.2002.9701,Li4.2Si0.8Al0.2S4,Li4.8Si0.2Al0.8S4,thio_lisicon,unchanged,0.027777777777777776,0.0,-0.2906321748035623,-0.11532742830606924,0.9977314827195931,0.03327417923691206,-0.29063217480356096,-2.0779724933452,-0.006654835847382454,-693.9741847826117,-0.8022584531181316,-0.06608251996450765,0.0,0.0,0.5004024235381879,11.75774749176058,-1.537722462897551,-3.5610803935863395,0.4731588287488908,113.65123114463177,15.302092559491916,1.7363065661047028,0.0,0.2906321748035623,0.11532742830606924,0.9977314827195931,0.03327417923691206,0.1863354037267081
trpair_000079,trgrp_0020,10.1006/jssc.2002.9701,Li4.2Si0.8Al0.2S4,Li3.2Si0.2P0.8S4,thio_lisicon,unchanged,0.027777777777777776,0.0,0.984058598394105,0.34386853501757497,-5.277135678699636,-0.06627783669141035,0.9840585983941053,3.8707582184517406,0.013255567338282079,1406.7026444856783,1.8275432066627637,0.1316277836691413,0.0,0.0,0.5004024235381879,12.395092878359414,-1.3081244812357289,-6.698513974295954,0.42338282078472966,116.62559650053024,16.616993389382365,1.8351617179215274,0.0,0.984058598394105,0.34386853501757497,5.277135678699636,0.06627783669141035,0.3011664899257688
trpair_000080,trgrp_0020,10.1006/jssc.2002.9701,Li4.2Si0.8Al0.2S4,Li3.4Si0.4P0.6S4,thio_lisicon,increase,0.027777777777777776,0.17260924347106865,0.8596638766541975,0.27645299324742334,-3.857092956339433,-0.05175983436852999,0.8596638766541991,3.0359730848861233,0.010351966873706014,1097.3770056935828,1.4051324548975934,0.10279503105590071,0.0,0.0,0.5867070452737222,12.332895517489462,-1.3418322521208046,-5.988492613115852,0.43064182194616984,116.20820393374743,16.40578801349978,1.820745341614907,0.17260924347106865,0.8596638766541975,0.27645299324742334,3.857092956339433,0.05175983436852999,0.2256728778467909
trpair_000081,trgrp_0020,10.1006/jssc.2002.9701,Li4.2Si0.8Al0.2S4,Li3.6Si0.6P0.4S4,thio_lisicon,unchanged,0.027777777777777776,0.17260924347106865,0.7030064126355917,0.20417010551946113,-2.5832760344853067,-0.03791708796764415,0.7030064126355919,2.24001516683515,0.007583417593528791,802.4386059150638,1.011851339016932,0.07530333670374079,0.0,0.0,0.5867070452737222,12.254566785480158,-1.3779736959847857,-5.3515841521887895,0.43756319514661274,115.81022497472195,16.209147455559446,1.806999494438827,0.17260924347106865,0.7030064126355917,0.20417010551946113,2.5832760344853067,0.03791708796764415,0.15369059656218398
trpair_000082,trgrp_0020,10.1006/jssc.2002.9701,Li4.2Si0.8Al0.2S4,Li3.8Si0.8P0.2S4,thio_lisicon,unchanged,0.027777777777777776,0.0,0.48248658870240924,0.12533672606359048,-1.4346821674129675,-0.024703557312253044,0.4824865887024099,1.48023715415016,0.004940711462450578,520.9064970355685,0.6448831411794664,0.04906126482213402,0.0,0.0,0.5004024235381879,12.144306873513568,-1.417390385712721,-4.77728721865262,0.4441699604743083,115.43033596837945,16.025663356640713,1.7938784584980236,0.0,0.48248658870240924,0.12533672606359048,1.4346821674129675,0.024703557312253044,0.09288537549407115
trpair_000083,trgrp_0020,10.1006/jssc.2002.9701,Li4.2Si0.8Al0.2S4,Li4SiS4,thio_lisicon,unchanged,0.027777777777777776,-0.5004024235381879,0.07505352587928549,0.037497084784055,-0.39408753508753414,-0.012077294685990392,0.0750535258792866,0.7542270531400703,0.0024154589371980506,251.8869263284978,0.3017544980426763,0.023985507246376825,0.0,0.0,0.25020121176909393,11.940590342102006,-1.4613102063524888,-4.256989902489903,0.4504830917874396,115.06733091787441,15.85409903507232,1.781340579710145,0.5004024235381879,0.07505352587928549,0.037497084784055,0.39408753508753414,0.012077294685990392,0.06763285024154586
trpair_000084,trgrp_0020,10.1006/jssc.2002.9701,Li4.4Si0.6Al0.4S4,Li4.6Si0.4Al0.6S4,thio_lisicon,unchanged,0.027777777777777776,0.0,-0.09502823664110771,-0.03838762365395243,0.3314477849249067,0.011081560283687897,-0.09502823664110616,-0.6920434397163007,-0.002216312056737585,-231.11965314716144,-0.2669586180183945,-0.022007978723403987,0.0,0.0,0.6730116670092565,11.772174599362643,-1.5371188515602534,-3.5334526253697582,0.4736258865248227,113.62206338652481,15.286161254803002,1.7353789893617022,0.0,0.09502823664110771,0.03838762365395243,0.3314477849249067,0.011081560283687897,0.06205673758865241
trpair_000085,trgrp_0020,10.1006/jssc.2002.9701,Li4.4Si0.6Al0.4S4,Li4.8Si0.2Al0.8S4,thio_lisicon,unchanged,0.027777777777777776,-0.17260924347106865,-0.20725731332439778,-0.07746113731730842,0.6369618656056684,0.02171081198436814,-0.20725731332439645,-1.3558402084237997,-0.004342162396873656,-452.8058510638293,-0.5186772308793497,-0.043117672600955226,0.0,0.0,0.5867070452737222,11.716060061020999,-1.5566556083919312,-3.380695585029377,0.4789405123751628,113.29016500217108,15.160301948372524,1.7248241424229267,0.17260924347106865,0.20725731332439778,0.07746113731730842,0.6369618656056684,0.02171081198436814,0.12158054711246197
