ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1)
skm,Li10.0Bi2.0O10.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",2.1818181818181817,3.44,1.1333333333333335,1.9,-2.3066666666666666,-1.54,2.46,100.4090909090909,138.2,68.91666666666667,76.0,-62.19999999999999,-69.28333333333332,0.5499276410998554,0.49867342016401356,109298467189.18188,28978758058.690765,176231558131.2578,435615304993.695,6.081404792239043,147252800072.56705,0.02331059129304743,0.06578947368421052,0.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,3.9e-09
o4u,Li91.2Ge19.2P4.8S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8284090909090909,2.58,1.2020833333333332,2.046,-1.377916666666667,-0.5340000000000003,1.6,117.35227272727273,184.0,61.8125,40.199999999999996,-143.8,-122.1875,0.2184782608695652,0.3359375,1086753614285.4729,12278644599.949677,1982149422356.7422,9041768954029.035,161.43063725167727,1969870777756.7925,0.038476050645701115,0.12838874680306905,0.0,0.11363636363636365,0.4545454545454546,0.4318181818181819,1.78e-06
2yl,Li80.4Ge8.4P15.6S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8838323353293411,2.58,1.2436781609195402,2.1270000000000002,-1.3363218390804599,-0.45299999999999985,1.6,118.4760479041916,184.0,58.22413793103448,27.150000000000002,-156.85,-125.77586206896552,0.14755434782608698,0.31643553223388304,3151521274676.711,12278644599.949677,6038181164402.469,25849499455808.86,491.76284200189457,6025902519802.52,0.06235422593714036,0.22161125319693095,0.0,0.11976047904191617,0.47904191616766467,0.40119760479041916,0.00154
5qm,Li79.2Ge7.2P16.8S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8903614457831326,2.58,1.2488372093023254,2.136,-1.3311627906976746,-0.44399999999999995,1.6,118.60843373493977,184.0,57.77906976744186,25.7,-158.3,-126.22093023255815,0.13967391304347826,0.31401668351870576,3394760302942.3457,12278644599.949677,6541254868842.249,27717025067117.73,532.7342782499835,6528976224242.3,0.065315860081815,0.2319693094629156,0.0,0.12048192771084339,0.48192771084337355,0.3975903614457832,0.00174
3jh,Li78.0Ge6.0P18.0S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8969696969696972,2.58,1.2541176470588236,2.145,-1.3258823529411765,-0.43500000000000005,1.6,118.74242424242425,184.0,57.3235294117647,24.25,-159.75,-126.6764705882353,0.13179347826086957,0.3115409207161125,3640947683065.7456,12278644599.949677,7056165601621.789,29584550678426.598,574.6697482921453,7043886957021.84,0.06834717973577609,0.24232736572890023,0.0,0.12121212121212122,0.48484848484848486,0.3939393939393939,0.0022
j3x,Li76.8Ge4.8P19.2S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9036585365853658,2.58,1.2595238095238093,2.1539999999999995,-1.3204761904761908,-0.4260000000000006,1.6,118.8780487804878,184.0,56.857142857142854,22.799999999999997,-161.2,-127.14285714285714,0.12391304347826085,0.3090062111801242,3890137348312.6006,12278644599.949677,7583336113753.222,31452076289735.47,617.6036819067392,7571057469153.272,0.07145067366721247,0.2526854219948849,0.0,0.12195121951219512,0.4878048780487805,0.39024390243902435,0.000555
b4c,Li8.0Si2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.7933333333333334,2.58,1.1640000000000001,1.9,-1.416,-0.6800000000000002,1.6,115.44444444444444,184.0,60.6,33.0,-151.0,-123.4,0.1793478260869565,0.3293478260869565,533713371713.27313,12278644599.949677,950861153403.9319,4256886531984.5776,77.44023745160186,938582508803.9822,0.036094276094276095,0.12121212121212122,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,1.59e-08
dj2,Li81.6Si9.6P14.4S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.872142857142857,2.58,1.2286363636363635,2.074,-1.3513636363636365,-0.5060000000000002,1.6,117.72619047619047,184.0,57.477272727272734,23.400000000000002,-160.6,-126.52272727272727,0.12717391304347828,0.3123764822134388,3039045569280.478,12278644599.949677,5790651864444.596,25056061853776.402,471.60350780641767,5778373219844.646,0.06257404706602568,0.2249554367201426,0.0,0.11904761904761905,0.4761904761904762,0.40476190476190477,0.000662
10u,Li76.8Si4.8P19.2S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9009756097560973,2.58,1.2542857142857142,2.1319999999999997,-1.3257142857142858,-0.4480000000000004,1.6,118.56097560975608,184.0,56.238095238095234,20.2,-163.8,-127.76190476190476,0.10978260869565216,0.30564182194616973,3955630519609.9424,12278644599.949677,7711203733905.175,31989120294373.67,628.0175039789635,7698925089305.226,0.07308189268973583,0.2595365418894831,0.0,0.12195121951219512,0.4878048780487805,0.39024390243902435,3.2e-06
s3r,Li8.0Al0.66Si0.66P0.66O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.1758620689655173,3.44,1.1625250501002002,1.9000000000000004,-2.2774749498997995,-1.5399999999999996,2.46,95.05700778642937,138.2,60.47344689378757,32.083333333333336,-106.11666666666665,-77.72655310621242,0.2321514712976363,0.437579210519447,1695788586970.712,28978758058.690765,3031908690307.0015,14779601141006.926,104.62521147961095,3002929932248.3105,0.043631961561939166,0.16006487771193656,0.0,0.11012235817575083,0.44493882091212456,0.44493882091212456,3.25e-06
max,Li8.5Si1.5Al0.5O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.1354054054054052,3.44,1.1414285714285715,1.8275,-2.2985714285714285,-1.6125,2.46,94.70135135135135,138.2,61.55952380952381,36.3125,-101.88749999999999,-76.64047619047618,0.26275325615050654,0.44543794362897116,446164584590.7332,28978758058.690765,764020452424.6703,3482599438004.745,26.36484458296306,735041694365.9795,0.032397765731099065,0.10712530712530713,0.0,0.10810810810810811,0.43243243243243246,0.4594594594594595,2.02e-08
k5y,Li7.5Si1.5P0.5O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.218,3.44,1.1889473684210525,1.9724999999999997,-2.2510526315789474,-1.4675000000000002,2.46,95.42,138.2,59.39473684210526,29.0,-109.19999999999999,-78.80526315789473,0.20984081041968164,0.4297737832279686,1543480588321.294,28978758058.690765,2818850550647.697,12923209582731.17,97.27299371969876,2789871792589.006,0.046314538574600495,0.16443850267379678,0.0,0.11428571428571428,0.45714285714285713,0.42857142857142855,5.54e-07
y2l,Li10.0Al2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.6830000000000003,2.58,1.0850000000000002,1.61,-1.4949999999999999,-0.97,1.6,111.975,184.0,63.958333333333336,46.25,-137.75,-120.04166666666666,0.2513586956521739,0.3475996376811594,183062677825.8899,12278644599.949677,296918699976.5167,1159738156065.2485,24.181716276545185,284640055376.567,0.02315648982315649,0.06486486486486487,0.0,0.1,0.4,0.5,1.4e-09
gl0,Li8.4Si1.6Al0.4S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.7693478260869566,2.58,1.1457692307692307,1.842,-1.4342307692307694,-0.738,1.6,114.69021739130437,184.0,61.37499999999999,35.650000000000006,-148.35,-122.625,0.19375000000000003,0.3335597826086956,457484959998.62463,12278644599.949677,799951356459.1437,3637456856800.712,65.14980948812723,787672711859.194,0.033108633108633115,0.10994266994266996,0.0,0.10869565217391305,0.4347826086956522,0.4565217391304348,2.4e-08
wmr,Li8.8Si1.2Al0.8S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.7463829787234042,2.58,1.1288888888888888,1.784,-1.4511111111111112,-0.796,1.6,113.96808510638297,184.0,62.09259259259259,38.3,-145.7,-121.90740740740742,0.20815217391304347,0.3374597423510467,384500310484.59937,12278644599.949677,660220062991.7473,3018027181616.846,53.769783596021114,647941418391.7976,0.030344148862667383,0.09867321867321867,0.0,0.10638297872340426,0.425531914893617,0.46808510638297873,3.05e-08
xxq,Li9.2Si0.8Al1.2S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.7243750000000002,2.58,1.1132142857142857,1.726,-1.4667857142857144,-0.8540000000000001,1.6,113.27604166666667,184.0,62.75892857142858,40.95,-143.05,-121.24107142857142,0.22255434782608696,0.34108113354037267,314556688033.6586,12278644599.949677,530469576200.59357,2398597506432.98,43.20261669620828,518190931600.6439,0.02777712777712778,0.0874037674037674,0.0,0.10416666666666667,0.4166666666666667,0.47916666666666663,1.46e-08
h8o,Li9.6Si0.4Al1.6S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.703265306122449,2.58,1.0986206896551725,1.6680000000000001,-1.4813793103448276,-0.9119999999999999,1.6,112.61224489795917,184.0,63.379310344827594,43.6,-140.4,-120.62068965517241,0.23695652173913045,0.34445277361319343,247467907315.40924,12278644599.949677,409667398843.31244,1779167831249.1143,33.364219927417025,397388754243.3628,0.02538714262852194,0.07613431613431615,0.0,0.1020408163265306,0.4081632653061224,0.48979591836734687,2.29e-07
de5,Li6.0In2.0Cl12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.368,3.16,1.18,1.78,-1.9800000000000002,-1.3800000000000001,2.18,136.85,181.0,70.625,80.0,-101.0,-110.375,0.4419889502762431,0.39019337016574585,63585391045.03652,6449680150.445432,149288957386.92316,224091403271.38156,23.146722613308643,142839277236.47772,0.02048611111111111,0.0375,0.6,0.1,0.0,0.3,0.00204
cfy,Li4.0P4.0S12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.182,2.58,1.585,2.19,-0.9950000000000001,-0.3900000000000001,1.6,127.3,184.0,42.25,17.0,-167.0,-141.75,0.09239130434782608,0.2296195652173913,7816673895505.914,12278644599.949677,19523266771864.86,38922178734970.945,1590.0180686022034,19510988127264.91,0.1544662309368192,0.29411764705882354,0.0,0.2,0.6,0.2,1e-10
na5,Li6.0Mo16.0S16.0O80.0H94.0W2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""H"", ""value"": 1.0}, {""element"": ""W"", ""value"": 6.0}]",2.650093457943925,3.296666666666667,1.8266666666666669,2.108888888888889,-1.47,-1.1877777777777778,2.46,71.78971962616822,145.83333333333334,56.791666666666664,53.22222222222222,-92.61111111111111,-89.04166666666669,0.3649523809523809,0.3894285714285714,124770849581.90607,26195405815.56725,1007758452176.3934,1302226333315.601,38.47080893770727,981563046360.8262,0.07581292122248691,0.09614562335837762,0.0,0.08411214953271028,0.4485981308411215,0.028037383177570093,3.8e-07
pe2,Li17.0Sb13.0S28.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sb"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.992241379310345,2.5800000000000005,1.4436666666666667,2.05,-1.1363333333333339,-0.5300000000000007,1.6,125.94540229885057,184.0,71.7611111111111,77.33333333333333,-106.66666666666667,-112.2388888888889,0.42028985507246375,0.39000603864734296,97980994145.39894,12278644599.949677,177969853721.15158,248081835595.03473,14.494258895797097,165691209121.2019,0.025205406555981268,0.03879310344827586,0.0,0.22413793103448276,0.4827586206896552,0.29310344827586204,1.05e-09
opo,Li4.8Sn4.8S12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",2.0866666666666664,2.58,1.47,1.96,-1.11,-0.6200000000000001,1.6,132.55555555555554,184.0,68.25000000000001,69.0,-115.0,-115.74999999999999,0.375,0.3709239130434783,137940085739.35696,12278644599.949677,295016887163.6161,465678965568.46185,24.026828430625415,282738242563.6664,0.03639291465378422,0.057971014492753624,0.0,0.2222222222222222,0.5555555555555555,0.2222222222222222,0.00012
elz,Li6.0Y2.0Br12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Br"", ""value"": -1.0}]",2.1919999999999997,2.9599999999999995,1.04,1.22,-1.9199999999999995,-1.7399999999999995,1.98,147.445,196.0,74.6125,95.94999999999999,-100.05000000000001,-121.3875,0.48954081632653057,0.38067602040816323,53342571951.02763,5079321332.016004,125737447879.54507,129885365241.86926,24.754773258190255,120658126547.52907,0.018927682241908404,0.031266284523189164,0.6,0.1,0.0,0.3,0.00192
lkm,Li24.0Ge8.0O28.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.265333333333333,3.44,1.2374999999999998,2.01,-2.2025,-1.4300000000000002,2.46,97.62666666666665,138.2,62.125,46.0,-92.19999999999999,-76.07499999999999,0.3328509406657019,0.4495296671490594,272820878436.705,28978758058.690765,486182733767.4674,1571666508793.5586,16.777210837772966,457203975708.7766,0.03285024154589372,0.08695652173913043,0.0,0.13333333333333333,0.4666666666666667,0.4,8.5e-07
p81,Li4.0Al4.0Cl16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.5383333333333336,3.16,1.295,1.61,-1.8650000000000002,-1.55,2.18,139.625,181.0,56.875,46.25,-134.75,-124.125,0.255524861878453,0.31422651933701656,218315280904.30008,6449680150.445433,642046482412.0094,1159738156065.2485,99.54702674173197,635596802261.564,0.03983983983983984,0.06486486486486487,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,1e-06
bv2,Li4.0Y4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.27,3.44,1.1,1.22,-2.34,-2.2199999999999998,2.46,109.96249999999999,138.2,81.725,95.94999999999999,-42.25,-56.474999999999994,0.6942836468885673,0.5913531114327062,78049422529.50528,28978758058.690765,127120087000.31981,129885365241.86926,4.386664423053021,98141328941.62904,0.02304054966900199,0.031266284523189164,0.0,0.25,0.5,0.25,1.8e-08
be9,Li4.0Ga4.0Br16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""Br"", ""value"": -1.0}]",2.438333333333333,2.96,1.395,1.81,-1.565,-1.15,1.98,151.0,196.0,61.0,54.5,-141.5,-135.0,0.2780612244897959,0.3112244897959184,142240436975.12537,5079321332.016004,416562668261.3441,708770527763.9178,82.01148165910753,411483346929.3281,0.03493034318722392,0.05504587155963303,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,7e-06
n27,Li4.0B4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.475,3.44,1.51,2.04,-1.93,-1.4,2.46,87.475,138.2,36.75,6.0,-132.2,-101.44999999999999,0.043415340086830685,0.26591895803183796,132840483723519.19,28978758058.690765,265651988688979.7,531179622569200.6,9167.128147830004,265623009930921.0,0.2574074074074074,0.5,0.0,0.25,0.5,0.25,1e-08
ecp,La4.0Li4.0O8.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",2.24,3.44,1.04,1.1,-2.4,-2.34,2.46,115.71666666666665,138.2,93.23333333333332,118.96666666666665,-19.233333333333334,-44.96666666666667,0.8608297153883261,0.6746261456825856,62613753863.528,28978758058.690765,96248749668.36523,68142690577.96012,3.3213552310776175,67269991609.67447,0.020015981237611946,0.02521714766040908,0.0,0.25,0.5,0.25,1e-10
me3,La3.6Sr0.4Li4.0O8.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",2.23625,3.44,1.0325000000000002,1.0850000000000002,-2.4074999999999998,-2.3549999999999995,2.49,115.97583333333333,138.2,93.75166666666667,120.00333333333333,-18.19666666666666,-44.44833333333332,0.8683309213699952,0.6783767486734202,61794105649.79812,28978758058.690765,94609453240.90547,64864097723.040596,3.2647863324333177,65630695182.21471,0.019528319730880154,0.024241824646945492,0.0,0.25,0.5,0.25,6.29e-10
zs0,La4.0Li3.04Mg0.32O8.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}]",2.299375,3.44,1.0595652173913044,1.1155555555555556,-2.3804347826086953,-2.3244444444444445,2.46,117.81944444444444,138.2,95.66666666666664,115.48765432098764,-22.712345679012344,-42.533333333333346,0.8356559646960033,0.6922334780511336,61719868267.539795,28978758058.690765,97308031538.02786,78275114234.54242,3.3579089670078206,68329273479.3371,0.02103186366407096,0.025406823965399353,0.0,0.28125000000000006,0.5208333333333334,0.19791666666666669,7.27e-10
lrh,Li10.0V8.0P12.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}]",2.7466666666666666,3.44,1.6373333333333335,1.966,-1.8026666666666664,-1.474,2.46,102.87948717948717,138.2,46.36666666666667,35.8,-102.39999999999999,-91.83333333333331,0.2590448625180897,0.3355041003376749,6066693608591.944,28978758058.690765,15727037369445.148,23528378649788.336,542.7091574315618,15698058611386.457,0.13508533042846768,0.19522058823529412,0.0,0.2564102564102564,0.6153846153846154,0.1282051282051282,1.9e-07
