ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1)
x9d,Li24.5P3.5Si0.5S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.829809523809524,2.643333333333333,1.144736842105263,2.15375,-1.49859649122807,-0.489583333333333,1.98,117.97619047619048,186.0,60.69298245614035,19.0,-167.0,-125.30701754385964,0.1021505376344086,0.3263063572910771,2698450511053.4766,11078757388.627398,4961500408876.508,34589017209597.65,447.8390702886592,4950421651487.881,0.0509817820447335,0.2725044563279857,0.0761904761904762,0.0761904761904762,0.3809523809523809,0.4666666666666667,0.000902
3zo,Li24.9P3.1Si0.9S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8211909262759929,2.643333333333333,1.1384429065743944,2.12475,-1.5048904267589387,-0.5185833333333334,1.98,117.71550094517958,186.0,61.00865051903115,20.6,-165.4,-124.99134948096884,0.110752688172043,0.328003497414146,2416867237667.609,11078757388.627398,4414753864888.908,31122487989299.016,398.4881796780527,4403675107500.281,0.0480880451163374,0.2552139037433155,0.0756143667296786,0.0756143667296786,0.3780718336483932,0.4706994328922495,0.00108
10s,Li25.4P2.6Si1.4S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8105992509363296,2.643333333333333,1.130816326530612,2.0885,-1.512517006802721,-0.5548333333333333,1.98,117.39513108614231,186.0,61.39115646258504,22.6,-163.4,-124.60884353741496,0.121505376344086,0.3300599809816399,2070820377818.4028,11078757388.627398,3752242108781.485,26789326463925.72,338.6879933514248,3741163351392.857,0.0445816036852451,0.2336007130124777,0.0749063670411985,0.0749063670411985,0.3745318352059925,0.4756554307116105,0.00234
fkj,Li26.0P2.0Si2.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.798148148148148,2.643333333333333,1.122,2.045,-1.5213333333333332,-0.5983333333333332,1.98,117.01851851851852,186.0,61.833333333333336,25.0,-161.0,-124.16666666666666,0.1344086021505376,0.3324372759856631,1664023069240.1138,11078757388.627398,2986378518721.3027,21589532633477.76,269.55897795784296,2975299761332.676,0.0405281573909024,0.2076648841354723,0.074074074074074,0.074074074074074,0.3703703703703703,0.4814814814814814,0.00219
nig,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8407692307692307,2.643333333333333,1.1528571428571428,2.19,-1.4904761904761905,-0.4533333333333331,1.98,118.3076923076923,186.0,60.285714285714285,17.0,-169.0,-125.71428571428572,0.0913978494623656,0.3241167434715822,3056521548604.257,11078757388.627398,5666901083931.938,38922178734970.95,511.5105318353793,5655822326543.312,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00277
z16,Li24.0P4.0S19.6Se0.4Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8405384615384617,2.642833333333334,1.1528571428571428,2.19,-1.489976190476191,-0.4528333333333338,1.98,118.4153846153846,186.23333333333332,60.285714285714285,17.0,-169.23333333333335,-125.94761904761909,0.0912833363164488,0.3237106548364826,3056502896753.558,11038345045.44863,5666901083931.938,38922178734970.95,513.3832164694413,5655862738886.49,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.0032
hbz,Li24.0P4.0S19.2Se0.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8403076923076929,2.642333333333333,1.1528571428571428,2.19,-1.4894761904761904,-0.4523333333333332,1.98,118.5230769230769,186.46666666666667,60.285714285714285,17.0,-169.46666666666667,-126.1809523809524,0.0911691097604576,0.3233055825118749,3056484244902.8604,10997932702.26986,5666901083931.938,38922178734970.95,515.2696636125395,5655903151229.669,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00392
uut,Li24.0P4.0S18.8Se1.2Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8400769230769236,2.641833333333334,1.1528571428571428,2.19,-1.4889761904761911,-0.451833333333334,1.98,118.63076923076925,186.7,60.285714285714285,17.0,-169.70000000000002,-126.41428571428574,0.0910551687198714,0.3229015226872752,3056465593052.163,10957520359.091091,5666901083931.938,38922178734970.95,517.1700255368722,5655943563572.848,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00362
cju,Li24.0P4.0S18.4Se1.6Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8398461538461537,2.6413333333333333,1.1528571428571428,2.19,-1.4884761904761905,-0.4513333333333333,1.98,118.73846153846156,186.9333333333333,60.285714285714285,17.0,-169.9333333333333,-126.64761904761905,0.0909415121255349,0.3224984715712248,3056446941201.4644,10917108015.912325,5666901083931.938,38922178734970.95,519.0844567693293,5655983975916.026,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00364
1kq,Li24.0P4.0S17.2Se2.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8391538461538464,2.6398333333333333,1.1528571428571428,2.19,-1.4869761904761905,-0.4498333333333333,1.98,119.06153846153843,187.63333333333333,60.285714285714285,17.0,-170.63333333333333,-127.34761904761903,0.090602238408243,0.321295332842677,3056390985649.3706,10795870986.376017,5666901083931.938,38922178734970.95,524.9137462909065,5656105212945.5625,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00301
w87,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8407692307692307,2.643333333333333,1.1528571428571428,2.19,-1.4904761904761905,-0.4533333333333331,1.98,118.3076923076923,186.0,60.285714285714285,17.0,-169.0,-125.71428571428572,0.0913978494623656,0.3241167434715822,3056521548604.257,11078757388.627398,5666901083931.938,38922178734970.95,511.5105318353793,5655822326543.312,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,3.2e-05
97p,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.856153846153846,2.676666666666667,1.1528571428571428,2.19,-1.5238095238095244,-0.4866666666666672,2.18,117.15384615384616,183.5,60.285714285714285,17.0,-166.5,-123.21428571428572,0.0926430517711171,0.3285325029194239,3056626960821.059,11307150525.032305,5666901083931.938,38922178734970.95,501.1785304693951,5655593933406.906,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,3.3e-05
p9u,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.817692307692308,2.5933333333333333,1.1528571428571428,2.19,-1.4404761904761905,-0.4033333333333333,1.6800000000000002,120.15384615384616,190.0,60.285714285714285,17.0,-173.0,-129.71428571428572,0.0894736842105263,0.3172932330827067,3056407119887.283,10830828501.851728,5666901083931.938,38922178734970.95,523.2195379109805,5656070255430.087,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00022
5wz,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.817692307692308,2.5933333333333333,1.1528571428571428,2.19,-1.4404761904761905,-0.4033333333333333,1.6800000000000002,120.15384615384616,190.0,60.285714285714285,17.0,-173.0,-129.71428571428572,0.0894736842105263,0.3172932330827067,3056407119887.283,10830828501.851728,5666901083931.938,38922178734970.95,523.2195379109805,5656070255430.087,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,1.26e-06
t17,Li24.6P3.4Ge0.6S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8060836501901143,2.5933333333333333,1.1454545454545455,2.163,-1.4478787878787878,-0.4303333333333334,1.6800000000000002,119.88403041825094,190.0,61.04545454545454,21.35,-168.65,-128.95454545454547,0.1123684210526315,0.3212918660287081,2596910186001.665,10830828501.851728,4767046709777.73,33319601901044.336,440.13684723774514,4756215881275.879,0.0495321104016756,0.2630434782608695,0.0760456273764258,0.0760456273764258,0.3802281368821292,0.467680608365019,3.93e-05
pa1,Li26.4P1.6Ge2.4S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.7727941176470592,2.5933333333333333,1.1250000000000002,2.082,-1.468333333333333,-0.5113333333333334,1.6800000000000002,119.11029411764709,190.0,63.14473684210527,34.4,-155.6,-126.85526315789474,0.1810526315789473,0.3323407202216066,1279235155006.1404,10830828501.851728,2280606991720.0527,16511871399264.514,210.56625458801616,2269776163218.201,0.0352103617953665,0.1698209718670076,0.0735294117647058,0.0735294117647058,0.3676470588235294,0.4852941176470588,0.00521
lxk,Li26.8P1.2Ge2.8S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.7656934306569343,2.5933333333333333,1.1207792207792209,2.064,-1.4725541125541126,-0.5293333333333337,1.6800000000000002,118.94525547445257,190.0,63.57792207792208,37.3,-152.7,-126.42207792207792,0.1963157894736842,0.3346206425153793,998173895353.4048,10830828501.851728,1767532129263.7058,12776820176646.771,163.19454499362757,1756701300761.854,0.0322550803369217,0.1491048593350383,0.072992700729927,0.072992700729927,0.364963503649635,0.4890510948905109,0.00554
1m8,Li27.2P0.8Ge3.2S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.758695652173913,2.5933333333333333,1.1166666666666665,2.046,-1.4766666666666668,-0.5473333333333334,1.6800000000000002,118.78260869565216,190.0,64.0,40.2,-149.8,-126.0,0.211578947368421,0.3368421052631579,721185987289.8395,10830828501.851728,1267613032511.369,9041768954029.035,117.037494619608,1256782204009.5168,0.0293755753261294,0.128388746803069,0.072463768115942,0.072463768115942,0.3623188405797101,0.4927536231884057,0.00258
ij5,Li24.0P4.0S20.0Cl2.0Br2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8484615384615384,2.66,1.1528571428571428,2.19,-1.5071428571428571,-0.4700000000000002,2.18,117.73076923076924,184.75,60.285714285714285,17.0,-167.75,-124.46428571428572,0.0920162381596752,0.3263096849023777,3056574254712.658,11192953956.829851,5666901083931.938,38922178734970.95,506.2918248202067,5655708129975.108,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00333
ywe,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.817692307692308,2.5933333333333333,1.1528571428571428,2.19,-1.4404761904761905,-0.4033333333333333,1.6800000000000002,120.15384615384616,190.0,60.285714285714285,17.0,-173.0,-129.71428571428572,0.0894736842105263,0.3172932330827067,3056407119887.283,10830828501.851728,5666901083931.938,38922178734970.95,523.2195379109805,5656070255430.087,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,1.3e-06
bnh,Li24.4P3.8Si0.4S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.833346007604563,2.643333333333333,1.1536363636363636,2.162380952380952,-1.4896969696969695,-0.480952380952381,1.98,117.6577946768061,186.0,60.30769230769232,18.52380952380952,-167.47619047619048,-125.69230769230768,0.0995903737839221,0.3242349048800662,2906980633397.8047,11078757388.627398,5337108081797.113,35620722334686.53,481.7424819931321,5326029324408.486,0.053413055552093,0.2776504541210424,0.0760456273764258,0.0798479087452471,0.3802281368821293,0.4638783269961977,0.000799
vj7,Li25.0P3.0Si1.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.819056603773585,2.643333333333333,1.1368965517241378,2.1175,-1.5064367816091953,-0.5258333333333329,1.98,117.6509433962264,186.0,61.08620689655172,21.0,-165.0,-124.91379310344828,0.1129032258064516,0.3284204671857619,2347135530814.9766,11078757388.627398,4280423895029.8857,30255855684224.355,386.36317638148125,4269345137641.258,0.04737708388824,0.2508912655971479,0.0754716981132075,0.0754716981132075,0.3773584905660377,0.4716981132075472,0.00141
24k,Li28.0Ge12.0P4.0S48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.0017391304347827,2.58,1.3709090909090909,2.055,-1.2090909090909092,-0.5250000000000004,1.6,123.28260869565216,184.0,57.04545454545455,38.75,-145.25,-126.95454545454544,0.2105978260869565,0.3100296442687747,1941521985124.453,12278644599.949677,4046151083878.456,10909294565337.906,329.5275020742142,4033872439278.5054,0.0598809923618107,0.1387468030690537,0.0,0.1739130434782608,0.5217391304347826,0.3043478260869565,0.00011
d9l,Li24.0P4.0S18.0Se2.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8396153846153849,2.640833333333333,1.1528571428571428,2.19,-1.4879761904761903,-0.4508333333333332,1.98,118.84615384615384,187.16666666666663,60.285714285714285,17.0,-170.16666666666666,-126.88095238095238,0.0908281389136242,0.3220964253911716,3056428289350.7666,10876695672.733557,5666901083931.938,38922178734970.95,521.0131141333773,5656024388259.205,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00268
t2c,Li24.0P4.0S16.4Se3.6Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.838692307692308,2.638833333333333,1.1528571428571428,2.19,-1.48597619047619,-0.448833333333333,1.98,119.27692307692308,188.1,60.285714285714285,17.0,-171.1,-127.81428571428572,0.0903774587985114,0.3204982152350573,3056353681947.976,10715046300.01848,5666901083931.938,38922178734970.95,528.8732241802973,5656186037631.92,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00382
dlj,Li24.0P4.0S16.0Se4.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8384615384615384,2.6383333333333336,1.1528571428571428,2.19,-1.4854761904761908,-0.4483333333333337,1.98,119.3846153846154,188.33333333333331,60.285714285714285,17.0,-171.33333333333334,-128.0476190476191,0.0902654867256637,0.3201011378002528,3056335030097.278,10674633956.839712,5666901083931.938,38922178734970.95,530.8754479867578,5656226449975.099,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.4615384615384615,0.00361
5qw,Li25.6P2.4Ge1.6S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.787313432835821,2.5933333333333333,1.133783783783784,2.118,-1.4595495495495494,-0.4753333333333334,1.6800000000000002,119.44776119402984,190.0,62.24324324324324,28.6,-161.4,-127.75675675675676,0.1505263157894737,0.3275960170697012,1853942506833.3752,10830828501.851728,3348357381156.232,23981973844499.99,309.1506232033652,3337526552654.3804,0.0413605421278055,0.2112531969309463,0.0746268656716417,0.0746268656716417,0.3731343283582089,0.4776119402985074,0.0015
