ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),ir_mean_square_all,d_mean_c,r_mean_l,s_mean_square_c,entropy_c_l,Vs_variance_c_l,mp_variance_c_l,atwt_geometric_mean_all
efb,Li14.4Ge2.4P1.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.2523255813953487,3.44,1.2195652173913043,2.082,-2.220434782608696,-1.358,2.46,96.53488372093022,138.2,60.30434782608695,34.4,-103.79999999999998,-77.89565217391304,0.2489146164978292,0.4363556282640156,1985519039887.308,28978758058.690765,3686858415390.4536,16511871399264.514,127.226239576018,3657879657331.762,0.048511805478335,0.1698209718670076,0.0,0.1162790697674418,0.4651162790697674,0.4186046511627906,1.1e-05,10951.70465116279,1.3043478260869563,73.80000000000001,18.521739130434785,0.6730116670092565,755470153276.0444,191859.55440000008,12.926157557446247
lcm,Li14.4Ge2.4V1.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.226279069767441,3.44,1.1708695652173913,1.858,-2.2691304347826087,-1.5820000000000003,2.46,97.63953488372093,138.2,62.369565217391305,43.9,-94.29999999999998,-75.83043478260868,0.3176555716353111,0.4512993141634682,306623649302.1602,28978758058.690765,548053989513.8728,2073371040232.2417,18.912266302230663,519075231455.182,0.0336058697778344,0.1012536676447052,0.0,0.1162790697674418,0.4651162790697674,0.4186046511627906,3.19e-05,11015.498255813953,1.565217391304348,74.68,20.956521739130434,0.6730116670092565,33214035333297.164,226561.57439999998,13.228773303474963
mgs,Li15.2Ge3.2P0.8O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.2193181818181817,3.44,1.2020833333333334,2.046,-2.2379166666666666,-1.394,2.46,96.5340909090909,138.2,61.8125,40.2,-98.0,-76.38749999999999,0.2908827785817656,0.4472684515195369,1094344574948.5372,28978758058.690765,1982149422356.7424,9041768954029.035,68.40008182346149,1953170664298.052,0.0384760506457011,0.128388746803069,0.0,0.1136363636363636,0.4545454545454545,0.4318181818181817,1.03e-06,10847.876136363637,1.6666666666666672,74.2,19.29166666666667,0.5004024235381879,503646768850.6963,127906.36960000005,12.994070802588205
31s,Li15.2Ge3.2V0.8O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.206590909090909,3.44,1.17875,1.934,-2.26125,-1.506,2.46,97.07386363636364,138.2,62.802083333333336,44.95,-93.25,-75.39791666666665,0.3252532561505065,0.4544289676796913,273975236367.158,28978758058.690765,478138968290.8808,1822518774512.9,16.499636296438393,449160210232.18994,0.0313336231225446,0.0941050946919178,0.0,0.1136363636363636,0.4545454545454545,0.4318181818181817,2.71e-06,10879.048011363637,1.7916666666666672,74.64,20.45833333333334,0.5004024235381879,22142690222198.113,151041.04959999997,13.141837333300796
dku,Li12.0P1.6V2.4O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""V"", ""value"": 5.0}]",2.31925,3.44,1.1985,1.854,-2.2415000000000003,-1.586,2.46,98.31875,138.2,58.4375,31.25,-106.95,-79.76249999999999,0.2261215629522431,0.4228473227206947,2219175956866.701,28978758058.690765,4409373155674.712,17264428196422.54,152.15880358793828,4380394397616.021,0.0589277837924535,0.1912666907253699,0.0,0.125,0.5,0.375,3.55e-13,11397.205937499999,0.44999999999999996,73.92,19.95,0.6730116670092565,43987930984456.99,835400.7576000001,13.187582584082724
ndx,Li12.0P2.4V1.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""V"", ""value"": 5.0}]",2.33325,3.44,1.2265,1.966,-2.2135,-1.4740000000000002,2.46,97.725,138.2,57.25,26.5,-111.7,-80.94999999999999,0.1917510853835022,0.4142547033285094,3121582229306.2183,28978758058.690765,6214185700553.746,24483678375938.67,214.439338220366,6185206942495.056,0.0674986968202414,0.2255503428365211,0.0,0.125,0.5,0.375,3.2e-13,11362.916874999999,0.30000000000000004,73.48,18.549999999999997,0.6730116670092565,43987930984456.99,835400.7576000001,13.024565616515225
m0j,Li12.0P3.2V0.8O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""V"", ""value"": 5.0}]",2.34725,3.44,1.2545,2.078,-2.1855,-1.362,2.46,97.13125,138.2,56.0625,21.75,-116.45,-82.13749999999999,0.1573806078147612,0.4056620839363242,4023988501745.736,28978758058.690765,8018998245432.781,31702928555454.81,276.71987285279374,7990019487374.091,0.0760696098480292,0.2598339949476723,0.0,0.125,0.5,0.375,2.05e-13,11328.627812499999,0.15000000000000002,73.04,17.15,0.5004024235381879,29325287322971.332,556933.8384,12.863563766695462
9lo,Li12.0P4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.36125,3.44,1.2825,2.19,-2.1575,-1.25,2.46,96.5375,138.2,54.875,17.0,-121.2,-83.32499999999999,0.1230101302460202,0.3970694645441389,4926394774185.253,28978758058.690765,9823810790311.814,38922178734970.95,339.00040748522144,9794832032253.123,0.084640522875817,0.2941176470588235,0.0,0.125,0.5,0.375,1.75e-13,11294.338749999999,0.0,72.60000000000001,15.75,0.0,0.0,0.0,12.704552124949318
dth,Li16.0Ge4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.1877777777777774,3.44,1.186,2.01,-2.254,-1.4300000000000002,2.46,96.53333333333332,138.2,63.2,46.0,-92.2,-74.99999999999999,0.3328509406657019,0.4573082489146166,242777864007.0448,28978758058.690765,413817148765.728,1571666508793.5586,14.280016691109498,384838390707.0372,0.0292431561996779,0.0869565217391304,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,1.3e-12,10748.662222222221,2.0,74.60000000000001,20.0,0.0,0.0,0.0,13.059299032359554
45e,Li8.0Mg4.0Br16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""Br"", ""value"": -1.0}]",2.1585714285714284,2.96,1.09,1.31,-1.87,-1.65,1.98,141.57142857142858,196.0,69.0,72.0,-124.0,-127.0,0.3673469387755102,0.3520408163265306,67708187541.06086,5079321332.016004,151213342486.454,204930409941.8213,29.770383207166933,146134021154.43802,0.0191358024691358,0.0277777777777777,0.5714285714285714,0.1428571428571428,0.0,0.2857142857142857,7.8e-10,23994.35714285714,0.0,118.39999999999999,18.0,0.0,0.0,0.0,33.538592139350165
x2i,Li8.0Bi8.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 3.0}]",2.44,3.44,1.44,1.9,-2.0,-1.54,2.46,111.725,138.2,85.25,103.0,-35.19999999999999,-52.94999999999999,0.7452966714905934,0.6168596237337193,71827729684.51639,28978758058.690765,114676701310.34204,104998593861.9137,3.9572676330050776,85697943251.65126,0.0219705142035239,0.029126213592233,0.0,0.25,0.5,0.25,3.8e-08,13340.932499999999,15.0,92.33333333333333,76.5,0.0,0.0,0.0,24.68503505426964
xz4,Li2.0Ce2.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.828333333333333,3.44,1.605,1.8133333333333332,-1.835,-1.6266666666666665,2.46,115.82638888888889,138.2,71.07916666666667,72.27222222222223,-65.92777777777776,-67.12083333333332,0.5229538511014633,0.5143210323203088,341639438981.89453,28978758058.690765,966960800828.302,1247829464851.4792,33.36791724717511,937982042769.6112,0.0701240204393293,0.0885604223141675,0.0,0.25,0.6666666666666666,0.0833333333333333,1.3e-08,14666.358634259257,12.75,84.27272727272728,78.75,0.6365141682948128,47974467952375.91,742574.2222222222,24.102470749793515
hja,Li2.0Ce1.0Pr1.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Pr"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.82875,3.44,1.6062500000000002,1.815,-1.83375,-1.6249999999999998,2.46,115.53541666666666,138.2,70.20625,71.10833333333333,-67.09166666666665,-67.99374999999999,0.5145320791123975,0.5080047033285094,342248610912.4055,28978758058.690765,968788316619.8352,1250266152573.5232,33.43098122623976,939809558561.1444,0.0703281261079353,0.0888325632056421,0.0,0.25,0.6666666666666666,0.0833333333333333,1e-09,14600.40978009259,12.625,84.86363636363637,78.75,0.8675632284814612,72340898771219.69,688425.3333333333,24.108129529533986
3nb,Li2.0Ce1.0Sm1.0Mo4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ce"", ""value"": 3.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.830416666666667,3.44,1.61125,1.8216666666666663,-1.82875,-1.6183333333333334,2.46,115.48319444444444,138.2,70.04958333333333,70.89944444444444,-67.30055555555555,-68.15041666666666,0.5130205820871523,0.5068710805595755,342375003855.0877,28978758058.690765,969167495447.8816,1250771724344.2522,33.44406594254398,940188737389.1908,0.0703675367814078,0.0888851107702721,0.0,0.25,0.6666666666666666,0.0833333333333333,1.8e-10,14589.00375046296,12.625,84.68181818181819,78.75,0.8675632284814612,53061934001640.23,640707.4722222222,24.173438062522333
qa9,Li6.0B2.0N4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""N"", ""value"": -3.0}]",1.8433333333333333,3.04,1.245,2.04,-1.795,-1.0,2.06,83.41666666666667,146.0,52.125,6.0,-140.0,-93.875,0.0410958904109589,0.3570205479452055,88604403465032.03,36866897357.61785,132888171748869.23,531179622569200.6,3604.539065487983,132851304851511.6,0.1361111111111111,0.5,0.0,0.1666666666666666,0.3333333333333333,0.5,1.6e-10,9389.458333333332,0.0,75.66666666666666,10.75,0.0,0.0,0.0,9.443520825443754
ihb,Li0.66La1.12Ti1.98Al0.02O5.98F0.02,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6187116564417177,3.4418,1.312222222222222,1.3824999999999998,-2.1295777777777785,-2.0593000000000004,3.0,115.29204158145876,138.17475,78.97028218694885,81.39668803418803,-56.77806196581196,-59.20446781305114,0.589085111673356,0.5715246974353047,176181752252.4432,28939359262.61348,409899836363.2841,470303592202.70056,14.16409508737225,380960477100.67065,0.0450336961279958,0.0514261517903994,0.0020449897750511,0.3190184049079754,0.6114519427402862,0.0674846625766871,0.00098,14386.845621023629,7.269841269841269,91.13596491228071,77.95238095238095,0.6887242133745834,23764807840778.84,131745.506877034,24.21525965780699
3k7,Li0.66La1.12Ti1.96Al0.04O5.96F0.04,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.619959100204499,3.4436,1.3125925925925928,1.382948717948718,-2.131007407407407,-2.060651282051281,3.0,115.24740967961826,138.1495,78.89488536155204,81.30534188034189,-56.8441581196581,-59.25461463844795,0.588531568194904,0.5710833941603266,177116504718.8615,28899960466.53617,412380860674.9334,473309448580.2756,14.269253452870194,383480900208.3972,0.0450270779395594,0.0514181336005631,0.0040899795501022,0.3190184049079755,0.6094069529652352,0.0674846625766871,0.00106,14379.570494489888,7.2592592592592595,91.12280701754386,77.80423280423281,0.7156713793520737,25252776465510.26,134659.13368331688,24.195387051664053
1sz,Li0.66La1.12Ti1.94Al0.06O5.94F0.06,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6212065439672805,3.4454000000000007,1.3129629629629629,1.3833974358974357,-2.132437037037038,-2.062002564102565,3.0,115.20277777777775,138.12425,78.81948853615519,81.21399572649572,-56.910254273504265,-59.3047614638448,0.587977822333846,0.5706419295392026,178051257185.27972,28860561670.45888,414861884986.5827,476315304957.85065,14.374698930798266,386001323316.12384,0.045020459751123,0.0514101154107267,0.0061349693251533,0.3190184049079754,0.607361963190184,0.0674846625766871,0.000928,14372.295367956145,7.248677248677249,91.109649122807,77.65608465608466,0.7391989786469677,26728513765991.96,137489.3353826882,24.175530754265267
yh8,Li0.66La1.12Ti1.92Al0.08O5.92F0.08,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.622453987730061,3.4472,1.3133333333333332,1.383846153846154,-2.133866666666667,-2.063353846153846,3.0,115.1581458759373,138.099,78.74409171075837,81.12264957264956,-56.976350427350425,-59.35490828924162,0.5874238739791713,0.5702003034834313,178986009651.698,28821162874.381588,417342909298.23193,479321161335.4258,14.480432698612503,388521746423.8504,0.0450138415626867,0.0514020972208903,0.0081799591002045,0.3190184049079755,0.6053169734151329,0.0674846625766871,0.000622,14365.020241422402,7.238095238095237,91.09649122807018,77.5079365079365,0.7604822988741512,28192019742223.957,140236.11197514794,24.155690752226672
coh,Li0.66La1.12Ti1.9Al0.1O5.9F0.1,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.623701431492843,3.449,1.3137037037037036,1.3842948717948715,-2.135296296296296,-2.0647051282051283,3.0,115.1135139740968,138.07375,78.66869488536155,81.03130341880342,-57.04244658119657,-59.40505511463845,0.5868697230197878,0.5697585159044464,179920762118.11624,28781764078.30429,419823933609.8812,482327017713.00085,14.586455940216142,391042169531.5769,0.0450072233742503,0.0513940790310539,0.0102249488752556,0.3190184049079755,0.6032719836400818,0.0674846625766871,0.000176,14357.745114888661,7.227513227513226,91.08333333333334,77.35978835978834,0.7800791550354971,29643294394206.223,142899.46346069613,24.13586703217521
1pw,Li0.66La1.12Ti1.88Al0.12O5.88F0.12,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624948875255624,3.4508,1.314074074074074,1.3847435897435898,-2.136725925925925,-2.06605641025641,3.0,115.06888207225632,138.04849999999996,78.59329805996472,80.93995726495726,-57.108542735042704,-59.45520194003524,0.5863153693445222,0.569316566713617,180855514584.5345,28742365282.22699,422304957921.5304,485332874090.5759,14.692769846003772,393562592639.3034,0.0450006051858139,0.0513860608412176,0.0122699386503067,0.3190184049079755,0.6012269938650308,0.0674846625766871,0.000106,14350.469988354918,7.216931216931217,91.0701754385965,77.21164021164022,0.7983177955192995,31082337721938.777,145479.3898393327,24.116059580748825
bw3,Li0.66La1.12Ti1.86Al0.14O5.86F0.14,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.626196319018405,3.4526000000000003,1.3144444444444443,1.3851923076923078,-2.138155555555556,-2.0674076923076923,3.0,115.0242501704158,138.02325,78.5179012345679,80.8486111111111,-57.17463888888889,-59.50534876543209,0.5857608128421198,0.5688744558222467,181790267050.9527,28702966486.1497,424785982233.1797,488338730468.1509,14.799375612905916,396083015747.03,0.0449939869973775,0.0513780426513812,0.0143149284253578,0.3190184049079755,0.5991820040899795,0.0674846625766871,0.000645,14343.194861821175,7.206349206349207,91.05701754385966,77.06349206349206,0.8154148624558937,32509149725421.617,147975.8911110577,24.09626838459647
my5,Li0.66La1.12Ti1.84Al0.16O5.84F0.16,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.627443762781186,3.4544,1.3148148148148149,1.3856410256410256,-2.1395851851851853,-2.0687589743589747,3.0,114.97961826857532,137.998,78.44250440917108,80.75726495726497,-57.24073504273503,-59.55549559082891,0.5852060534012448,0.5684321831415752,182725019517.37097,28663567690.072403,427267006544.829,491344586845.726,14.906274444433953,398603438854.7566,0.0449873688089412,0.0513700244615448,0.0163599182004089,0.3190184049079754,0.5971370143149284,0.0674846625766871,0.000494,14335.919735287433,7.1957671957671945,91.0438596491228,76.9153439153439,0.831524109152622,33923730404654.734,150388.96727587114,24.076493430377983
hta,La1.13Li0.61Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624312114989733,3.44,1.3157219251336898,1.3811501597444091,-2.12427807486631,-2.058849840255591,2.46,115.58596851471592,138.2,79.30677361853833,81.60777422790201,-56.592225772097976,-58.89322638146166,0.5905048786389437,0.5738550913063556,175398289976.91638,28978758058.690765,410295934765.5137,466022480089.51154,14.158506514825104,381317176706.8229,0.0453913954149671,0.0513504095255399,0.0,0.3213552361396303,0.6160164271047228,0.0626283367556468,0.000957,14444.375676477297,7.4144385026737964,91.23439211391019,79.20053475935829,0.6540041591532465,22320092228515.13,129069.30151374414,24.434969286923916
s3h,La1.0Li1.0Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.58,3.44,1.29,1.393333333333333,-2.15,-2.046666666666667,2.46,113.66666666666666,138.2,76.86666666666666,79.98888888888888,-58.21111111111111,-61.33333333333333,0.5787908023798038,0.5561987457790641,174801917001.59512,28978758058.690765,393536655415.95166,483263937635.01215,13.580176714920656,364557897357.26086,0.0430658418584753,0.0524828508730289,0.0,0.3,0.6,0.1,0.000925,14062.525777777775,6.25,90.11111111111111,70.25,0.6365141682948128,21501249906936.07,124334.22222222222,22.74487733338916
nua,Li2.0La2.0Ti2.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.4828571428571427,3.44,1.2066666666666668,1.32,-2.2333333333333334,-2.12,2.46,114.25238095238096,138.2,82.32222222222221,89.73333333333332,-48.46666666666667,-55.87777777777778,0.6493005306319344,0.5956745457469046,142748156105.00452,28978758058.690765,294440686833.42285,379483625870.7491,10.160569553639643,265461928774.7321,0.0353825549848542,0.0456664250698739,0.0,0.2857142857142857,0.5714285714285714,0.1428571428571428,<1E-10,14109.503968253965,7.666666666666667,92.16666666666666,72.33333333333333,0.6931471805599453,24188906145303.08,139876.0,22.613633072920187
3rx,Li2.0Nd2.0Ti2.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Nd"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.488571428571429,3.44,1.22,1.34,-2.22,-2.1,2.46,113.1,138.2,79.63333333333334,85.7,-52.49999999999999,-58.56666666666665,0.6201157742402316,0.5762180414857695,145030663597.90256,28978758058.690765,299766537650.18494,387472402095.8922,10.344354200517044,270787779591.49417,0.0359939716498997,0.0465835500674421,0.0,0.2857142857142857,0.5714285714285714,0.1428571428571428,<1E-10,13844.609999999997,7.333333333333333,93.0,72.33333333333333,0.6931471805599453,24419872615727.67,103684.0,22.73574834410853
7e5,La2.6Li0.2Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6785106382978725,3.44,1.3347058823529412,1.3454545454545457,-2.105294117647059,-2.0945454545454543,2.46,118.46879432624112,138.2,83.64901960784312,84.13838383838383,-54.06161616161616,-54.55098039215687,0.6088160914499554,0.6052751057007462,235074313549.39832,28978758058.690765,598772352650.6469,613148641859.4917,20.662457357142475,569793594591.956,0.0528495911886236,0.0540021601696481,0.0,0.351063829787234,0.6382978723404255,0.0106382978723404,1.8e-07,15025.005650118203,15.088235294117647,92.87096774193547,108.26470588235294,1.0905668491367564,55032736832873.96,1461594.0495867769,28.985043364047694
sib,La2.52Li0.44Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6636708860759493,3.44,1.3251724137931036,1.3484662576687116,-2.1148275862068964,-2.091533742331288,2.46,117.82151898734176,138.2,82.68620689655172,83.71104294478529,-54.4889570552147,-55.513793103448265,0.6057238997451903,0.5983082988173063,234377153670.07156,28978758058.690765,588512318517.2798,619835831445.7682,20.308403739227334,559533560458.589,0.0518556614691614,0.0543553505071848,0.0,0.3438818565400843,0.6329113924050632,0.0232067510548523,6.8e-06,14896.1688185654,14.5,92.54211663066954,104.43103448275863,1.0924018062946081,55169883456894.086,1473845.7450412135,28.2777490339813
r99,La2.48Li0.56Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6563445378151265,3.44,1.320568181818182,1.35,-2.119431818181818,-2.09,2.46,117.50196078431374,138.2,82.22121212121213,83.49341563786008,-54.70658436213991,-55.978787878787855,0.6041491724881338,0.594943647765645,234032967595.19385,28978758058.690765,583557188396.0513,623241344661.0015,20.137411935120586,554578430337.3605,0.0513756385932848,0.0545352159568563,0.0,0.3403361344537815,0.6302521008403361,0.0294117647058823,1.2e-05,14832.562399626517,14.215909090909088,92.37662337662337,102.57954545454544,1.093246752419975,55234713466385.9,1480032.098765432,27.93494990859533
lol,Li8.0P2.0S8.0I2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.909,2.596,1.222,2.19,-1.374,-0.4060000000000001,1.6800000000000002,124.3,191.2,57.4,17.0,-174.2,-133.79999999999998,0.0889121338912134,0.3002092050209205,3947230429641.718,10541265282.232138,7883919594001.205,38922178734970.95,747.9101780400091,7873378328718.973,0.0706753812636165,0.2941176470588235,0.1,0.1,0.4,0.4,0.00012,20233.800000000003,0.0,109.33333333333333,14.4,0.0,0.0,0.0,19.88055036799466
d7f,Li12.0Bi4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",2.325,3.44,1.21,1.9,-2.23,-1.54,2.46,103.9125,138.2,69.625,76.0,-62.19999999999999,-68.57499999999999,0.5499276410998554,0.5037988422575977,115574345438.09616,28978758058.690765,202169932817.50156,435615304993.695,6.976487136130753,173191174758.81076,0.0275584795321637,0.0657894736842105,0.0,0.125,0.5,0.375,4.1e-10,11980.213749999999,7.5,80.60000000000001,42.75,0.0,0.0,0.0,16.128660833682805
52b,Li20.1Ge2.1P3.9S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8838323353293407,2.58,1.2436781609195402,2.127,-1.33632183908046,-0.4529999999999998,1.6,118.4760479041916,184.0,58.22413793103448,27.15,-156.85,-125.77586206896552,0.1475543478260869,0.316435532233883,3151521274676.711,12278644599.949677,6038181164402.469,25849499455808.86,491.76284200189457,6025902519802.52,0.0623542259371403,0.2216112531969309,0.0,0.1197604790419161,0.4790419161676646,0.4011976047904191,0.0122,18157.59131736527,0.8045977011494253,105.30000000000001,17.45977011494253,0.6474466390346325,716122749459.5837,181866.86927500003,17.910485486294924
8po,Li20.4Ge2.4P3.6S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8773809523809528,2.58,1.2386363636363635,2.118,-1.3413636363636363,-0.4620000000000002,1.6,118.3452380952381,184.0,58.65909090909092,28.6,-155.4,-125.34090909090908,0.1554347826086956,0.3187994071146245,2911177949128.525,12278644599.949677,5546540953245.412,23981973844499.99,451.72257475944406,5534262308645.463,0.0594599016593901,0.2112531969309462,0.0,0.119047619047619,0.4761904761904762,0.4047619047619047,0.0132,18087.505952380954,0.9090909090909092,105.4,17.681818181818183,0.6730116670092565,755470153276.0444,191859.55440000002,17.900300175339083
