ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1)
7se,Li91.2Si19.2P4.8S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.818409090909091,2.58,1.1837499999999999,1.958,-1.3962500000000002,-0.6220000000000001,1.6,116.17045454545456,184.0,59.645833333333336,29.8,-154.2,-124.35416666666666,0.16195652173913044,0.3241621376811594,1330864525484.6565,12278644599.949677,2429686092888.5786,11189944972581.852,197.87901450446222,2417407448288.629,0.04418531722453291,0.15579322638146167,0.0,0.11363636363636365,0.4545454545454546,0.4318181818181819,8.11e-07
5e2,Li86.4Si14.4P9.6S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8446511627906976,2.58,1.2052173913043476,2.016,-1.3747826086956525,-0.5640000000000001,1.6,116.93023255813954,184.0,58.60869565217391,26.599999999999998,-157.4,-125.3913043478261,0.14456521739130435,0.31852551984877125,2165092477105.8718,12278644599.949677,4037104505371.8906,18123003413179.125,328.7907286923539,4024825860771.941,0.052979927148725105,0.19037433155080216,0.0,0.11627906976744186,0.46511627906976744,0.4186046511627907,7.19e-05
dj2,Li81.6Si9.6P14.4S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.872142857142857,2.58,1.2286363636363635,2.074,-1.3513636363636365,-0.5060000000000002,1.6,117.72619047619047,184.0,57.477272727272734,23.400000000000002,-160.6,-126.52272727272727,0.12717391304347828,0.3123764822134388,3039045569280.478,12278644599.949677,5790651864444.596,25056061853776.402,471.60350780641767,5778373219844.646,0.06257404706602568,0.2249554367201426,0.0,0.11904761904761905,0.4761904761904762,0.40476190476190477,0.000662
10u,Li76.8Si4.8P19.2S96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9009756097560973,2.58,1.2542857142857142,2.1319999999999997,-1.3257142857142858,-0.4480000000000004,1.6,118.56097560975608,184.0,56.238095238095234,20.2,-163.8,-127.76190476190476,0.10978260869565216,0.30564182194616973,3955630519609.9424,12278644599.949677,7711203733905.175,31989120294373.67,628.0175039789635,7698925089305.226,0.07308189268973583,0.2595365418894831,0.0,0.12195121951219512,0.4878048780487805,0.39024390243902435,3.2e-06
y2l,Li10.0Al2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.6830000000000003,2.58,1.0850000000000002,1.61,-1.4949999999999999,-0.97,1.6,111.975,184.0,63.958333333333336,46.25,-137.75,-120.04166666666666,0.2513586956521739,0.3475996376811594,183062677825.8899,12278644599.949677,296918699976.5167,1159738156065.2485,24.181716276545185,284640055376.567,0.02315648982315649,0.06486486486486487,0.0,0.1,0.4,0.5,1.4e-09
gl0,Li8.4Si1.6Al0.4S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.7693478260869566,2.58,1.1457692307692307,1.842,-1.4342307692307694,-0.738,1.6,114.69021739130437,184.0,61.37499999999999,35.650000000000006,-148.35,-122.625,0.19375000000000003,0.3335597826086956,457484959998.62463,12278644599.949677,799951356459.1437,3637456856800.712,65.14980948812723,787672711859.194,0.033108633108633115,0.10994266994266996,0.0,0.10869565217391305,0.4347826086956522,0.4565217391304348,2.4e-08
wmr,Li8.8Si1.2Al0.8S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.7463829787234042,2.58,1.1288888888888888,1.784,-1.4511111111111112,-0.796,1.6,113.96808510638297,184.0,62.09259259259259,38.3,-145.7,-121.90740740740742,0.20815217391304347,0.3374597423510467,384500310484.59937,12278644599.949677,660220062991.7473,3018027181616.846,53.769783596021114,647941418391.7976,0.030344148862667383,0.09867321867321867,0.0,0.10638297872340426,0.425531914893617,0.46808510638297873,3.05e-08
xxq,Li9.2Si0.8Al1.2S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.7243750000000002,2.58,1.1132142857142857,1.726,-1.4667857142857144,-0.8540000000000001,1.6,113.27604166666667,184.0,62.75892857142858,40.95,-143.05,-121.24107142857142,0.22255434782608696,0.34108113354037267,314556688033.6586,12278644599.949677,530469576200.59357,2398597506432.98,43.20261669620828,518190931600.6439,0.02777712777712778,0.0874037674037674,0.0,0.10416666666666667,0.4166666666666667,0.47916666666666663,1.46e-08
h8o,Li9.6Si0.4Al1.6S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.703265306122449,2.58,1.0986206896551725,1.6680000000000001,-1.4813793103448276,-0.9119999999999999,1.6,112.61224489795917,184.0,63.379310344827594,43.6,-140.4,-120.62068965517241,0.23695652173913045,0.34445277361319343,247467907315.40924,12278644599.949677,409667398843.31244,1779167831249.1143,33.364219927417025,397388754243.3628,0.02538714262852194,0.07613431613431615,0.0,0.1020408163265306,0.4081632653061224,0.48979591836734687,2.29e-07
pe2,Li17.0Sb13.0S28.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sb"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.992241379310345,2.5800000000000005,1.4436666666666667,2.05,-1.1363333333333339,-0.5300000000000007,1.6,125.94540229885057,184.0,71.7611111111111,77.33333333333333,-106.66666666666667,-112.2388888888889,0.42028985507246375,0.39000603864734296,97980994145.39894,12278644599.949677,177969853721.15158,248081835595.03473,14.494258895797097,165691209121.2019,0.025205406555981268,0.03879310344827586,0.0,0.22413793103448276,0.4827586206896552,0.29310344827586204,1.05e-09
opo,Li4.8Sn4.8S12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",2.0866666666666664,2.58,1.47,1.96,-1.11,-0.6200000000000001,1.6,132.55555555555554,184.0,68.25000000000001,69.0,-115.0,-115.74999999999999,0.375,0.3709239130434783,137940085739.35696,12278644599.949677,295016887163.6161,465678965568.46185,24.026828430625415,282738242563.6664,0.03639291465378422,0.057971014492753624,0.0,0.2222222222222222,0.5555555555555555,0.2222222222222222,0.00012
lkm,Li24.0Ge8.0O28.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.265333333333333,3.44,1.2374999999999998,2.01,-2.2025,-1.4300000000000002,2.46,97.62666666666665,138.2,62.125,46.0,-92.19999999999999,-76.07499999999999,0.3328509406657019,0.4495296671490594,272820878436.705,28978758058.690765,486182733767.4674,1571666508793.5586,16.777210837772966,457203975708.7766,0.03285024154589372,0.08695652173913043,0.0,0.13333333333333333,0.4666666666666667,0.4,8.5e-07
bv2,Li4.0Y4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.27,3.44,1.1,1.22,-2.34,-2.2199999999999998,2.46,109.96249999999999,138.2,81.725,95.94999999999999,-42.25,-56.474999999999994,0.6942836468885673,0.5913531114327062,78049422529.50528,28978758058.690765,127120087000.31981,129885365241.86926,4.386664423053021,98141328941.62904,0.02304054966900199,0.031266284523189164,0.0,0.25,0.5,0.25,1.8e-08
be9,Li4.0Ga4.0Br16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""Br"", ""value"": -1.0}]",2.438333333333333,2.96,1.395,1.81,-1.565,-1.15,1.98,151.0,196.0,61.0,54.5,-141.5,-135.0,0.2780612244897959,0.3112244897959184,142240436975.12537,5079321332.016004,416562668261.3441,708770527763.9178,82.01148165910753,411483346929.3281,0.03493034318722392,0.05504587155963303,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,7e-06
n27,Li4.0B4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.475,3.44,1.51,2.04,-1.93,-1.4,2.46,87.475,138.2,36.75,6.0,-132.2,-101.44999999999999,0.043415340086830685,0.26591895803183796,132840483723519.19,28978758058.690765,265651988688979.7,531179622569200.6,9167.128147830004,265623009930921.0,0.2574074074074074,0.5,0.0,0.25,0.5,0.25,1e-08
lrh,Li10.0V8.0P12.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}]",2.7466666666666666,3.44,1.6373333333333335,1.966,-1.8026666666666664,-1.474,2.46,102.87948717948717,138.2,46.36666666666667,35.8,-102.39999999999999,-91.83333333333331,0.2590448625180897,0.3355041003376749,6066693608591.944,28978758058.690765,15727037369445.148,23528378649788.336,542.7091574315618,15698058611386.457,0.13508533042846768,0.19522058823529412,0.0,0.2564102564102564,0.6153846153846154,0.1282051282051282,1.9e-07
1xt,Li8.0Sb8.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 3.0}]",2.4775,3.44,1.515,2.05,-1.925,-1.3900000000000001,2.46,105.30833333333332,138.2,72.41666666666666,77.33333333333333,-60.86666666666666,-65.78333333333333,0.5595754944524843,0.5239990352146647,107598540117.79666,28978758058.690765,186218322176.90256,248081835595.03476,6.426028396377582,157239564118.2118,0.02680395913154534,0.03879310344827586,0.0,0.25,0.5,0.25,<1E-10
kbo,Li8.0Sr8.0Al4.0P12.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.666,3.44,1.505,1.68,-1.935,-1.76,2.49,107.46583333333334,138.2,61.364583333333336,59.31944444444445,-78.88055555555553,-76.83541666666665,0.42922897571956914,0.4440273757838881,5929672129962.873,28978758058.690765,14780712187819.145,19666164647505.938,510.05333485595634,14751733429760.453,0.12597190884031392,0.1630242735154803,0.0,0.3,0.6,0.1,<1E-10
5zv,Li16.0Zn4.0P8.0O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.4979999999999998,3.44,1.4214285714285713,2.01,-2.0185714285714287,-1.4300000000000002,2.46,98.46222222222221,138.2,53.047619047619044,33.77777777777778,-104.42222222222222,-85.15238095238095,0.24441228493326905,0.3838467369581697,5254944521050.071,28978758058.690765,11227476821611.646,26031639505415.484,387.43816415018904,11198498063552.955,0.09674250338199086,0.20597942147155893,0.0,0.2,0.5333333333333333,0.26666666666666666,5.55e-18
5bz,Li12.0B4.0N8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""N"", ""value"": -3.0}]",1.8433333333333335,3.04,1.245,2.04,-1.795,-1.0,2.06,83.41666666666667,146.0,52.125,6.0,-140.0,-93.875,0.0410958904109589,0.3570205479452055,88604403465032.03,36866897357.61785,132888171748869.23,531179622569200.6,3604.539065487983,132851304851511.61,0.1361111111111111,0.5,0.0,0.16666666666666666,0.3333333333333333,0.5,8.7e-08
883,Li4.0Al4.0H16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""H"", ""value"": -1.0}]",1.8983333333333334,2.2,1.295,1.61,-0.9050000000000002,-0.5900000000000001,1.2200000000000002,112.29166666666667,140.0,56.875,46.25,-93.75,-83.125,0.33035714285714285,0.40625,223307265960.70444,13937657735.05191,642046482412.0094,1159738156065.2485,46.065593991257394,628108824676.9575,0.03983983983983984,0.06486486486486487,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,8.7e-09
uu4,Li8.0V8.0O24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.586,3.44,1.305,1.63,-2.135,-1.81,2.46,104.56999999999998,138.2,54.125,40.75,-97.44999999999999,-84.07499999999999,0.2948625180897251,0.3916425470332851,607443784065.0217,28978758058.690765,1475141323074.5183,2825927837390.266,50.90422854171011,1446162565015.8276,0.06875710065894115,0.12269938650306748,0.0,0.2,0.6,0.2,2.05e-09
tws,Li24.0Zr8.0O28.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.1746666666666665,3.44,1.0675,1.33,-2.3725,-2.11,2.46,101.89333333333333,138.2,70.125,78.0,-60.19999999999999,-68.07499999999999,0.5643994211287989,0.5074167872648336,106247561910.50172,28978758058.690765,173857765280.8363,322366634847.03424,5.999489865256532,144879007222.14554,0.02393162393162393,0.05128205128205128,0.0,0.13333333333333333,0.4666666666666667,0.4,5.2e-10
l9v,Li36.0Al12.0F72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""F"", ""value"": -1.0}]",2.8430000000000004,3.98,1.1375,1.61,-2.8425000000000002,-2.37,3.0,103.25,130.625,62.1875,46.25,-84.375,-68.4375,0.35406698564593303,0.47607655502392343,163575729775.4573,17159119235.502205,383200645585.3899,1159738156065.2485,22.332186187770525,366041526349.8877,0.027327327327327327,0.06486486486486487,0.6,0.1,0.0,0.3,5e-07
t0h,Li8.0Zr4.0O12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.268333333333333,3.44,1.0966666666666667,1.33,-2.3433333333333333,-2.11,2.46,104.59999999999998,138.2,71.0,78.0,-60.19999999999999,-67.19999999999999,0.5643994211287989,0.5137481910274965,109668754423.44121,28978758058.690765,190358750788.19165,322366634847.03424,6.56890645219017,161379992729.5009,0.026970560303893637,0.05128205128205128,0.0,0.16666666666666666,0.5,0.3333333333333333,6.1e-10
4kt,Li8.0Cr4.0Cl16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Cr"", ""value"": 2.0}]",2.322857142857143,3.16,1.2066666666666668,1.66,-1.9533333333333334,-1.5000000000000002,2.18,133.64285714285714,181.0,70.5,76.5,-104.5,-110.5,0.42265193370165743,0.38950276243093923,63622878785.20343,6449680150.445433,139853810298.21408,170851813377.10156,21.683836568012662,133404130147.76865,0.01859114015976761,0.026143790849673203,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,<1E-10
xas,Li16.0Sn8.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.9433333333333334,2.58,1.3066666666666666,1.96,-1.2733333333333334,-0.6200000000000001,1.6,126.0,184.0,68.0,69.0,-115.0,-116.0,0.375,0.3695652173913043,125204086147.64192,12278644599.949677,238129527695.3342,465678965568.46185,19.39379593219191,225850883095.38452,0.02920021470746108,0.057971014492753624,0.0,0.16666666666666666,0.5,0.3333333333333333,1.5e-05
kfp,Li16.0Ba8.0P16.0O56.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.6091666666666664,3.44,1.4460000000000002,1.7566666666666666,-1.9939999999999998,-1.6833333333333333,2.55,106.98571428571427,138.2,63.28571428571429,60.476190476190474,-77.7238095238095,-74.9142857142857,0.4375990627799601,0.4579284680587142,6526649062627.52,28978758058.690765,15623387489023.88,25956075942533.953,539.1324037207456,15594408730965.19,0.12628616304402898,0.20060039519683845,0.0,0.25,0.5833333333333334,0.16666666666666666,1.59881e-17
qy4,Li12.0Na20.0Ti8.0S32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Na"", ""value"": 1.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.7394444444444446,2.58,1.067,1.1042857142857143,-1.5130000000000001,-1.4757142857142858,1.65,131.2579365079365,184.0,89.06428571428572,98.3061224489796,-85.6938775510204,-94.93571428571428,0.5342724046140195,0.48404503105590063,110220802713.30127,12278644599.949677,188574529203.98254,216097266537.64493,15.357927144886611,176295884604.03287,0.022075645393712717,0.025187429927526102,0.0,0.3888888888888889,0.4444444444444444,0.16666666666666666,8.8e-06
00x,Li4.0Gd4.0P16.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Gd"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.901111111111111,3.44,1.8233333333333333,1.9919999999999998,-1.6166666666666667,-1.4480000000000002,2.46,105.35277777777777,138.2,39.65833333333333,34.089999999999996,-104.10999999999999,-98.54166666666666,0.24667149059334298,0.28696333815726,8681528532219.816,28978758058.690765,25986628080542.066,31159082734898.727,896.7474737154461,25957649322483.375,0.2034279966528122,0.24115063302041168,0.0,0.2777777777777778,0.6666666666666666,0.05555555555555555,<1E-10
9wf,Li12.0Er4.0I24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Er"", ""value"": 3.0}, {""element"": ""I"", ""value"": -1.0}]",2.0140000000000002,2.66,1.045,1.24,-1.6150000000000002,-1.4200000000000002,1.6800000000000002,162.0025,220.00000000000003,75.00625,97.52499999999999,-122.47500000000004,-144.99375000000003,0.44329545454545444,0.34093749999999995,51830852879.23057,3591748011.3619866,124189510181.03343,123693614447.82271,34.576342713402354,120597762169.67145,0.01880144692244154,0.030761343245321714,0.6,0.1,0.0,0.3,0.00065
dmq,Li24.0Al8.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.7557142857142856,2.58,1.1375,1.61,-1.4425000000000001,-0.97,1.6,114.39285714285714,184.0,62.1875,46.25,-137.75,-121.8125,0.2513586956521739,0.33797554347826086,224234073734.48697,12278644599.949677,383200645585.3899,1159738156065.2485,31.208708947155326,370922000985.4402,0.02732732732732733,0.06486486486486487,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.31e-08
uox,Li7.4Zn1.4Ga0.6P4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.532244897959184,3.44,1.4483582089552238,2.026,-1.9916417910447761,-1.4140000000000001,2.46,98.83219954648526,138.2,51.82587064676617,32.49444444444444,-105.70555555555555,-86.37412935323383,0.23512622608136355,0.3750062999042415,5369001647453.1455,28978758058.690765,11745148381058.463,26077460453561.418,405.30199248949793,11716169622999.771,0.1015456641206377,0.20851371159781926,0.0,0.20408163265306123,0.54421768707483,0.25170068027210885,5.65e-12
