ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),ir_mean_square_all,d_mean_c,r_mean_l,s_mean_square_c,entropy_c_l,Vs_variance_c_l,mp_variance_c_l,atwt_geometric_mean_all
s3r,Li8.0Al0.66Si0.66P0.66O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.1758620689655173,3.44,1.1625250501002002,1.9000000000000004,-2.2774749498997995,-1.5399999999999996,2.46,95.05700778642937,138.2,60.47344689378757,32.083333333333336,-106.11666666666665,-77.72655310621242,0.2321514712976363,0.437579210519447,1695788586970.712,28978758058.690765,3031908690307.001,14779601141006.926,104.62521147961095,3002929932248.3105,0.0436319615619391,0.1600648777119365,0.0,0.1101223581757508,0.4449388209121245,0.4449388209121245,3.25e-06,10654.348234149053,0.0,73.77955911823648,14.356713426853709,1.0986122886681096,1527890808977.0098,313727.891088889,11.76427872484147
de5,Li6.0In2.0Cl12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.368,3.16,1.18,1.78,-1.98,-1.38,2.18,136.85,181.0,70.625,80.0,-101.0,-110.375,0.4419889502762431,0.3901933701657458,63585391045.03652,6449680150.445432,149288957386.92316,224091403271.3816,23.146722613308643,142839277236.47772,0.0204861111111111,0.0375,0.6,0.1,0.0,0.3,0.00204,21663.475,5.0,105.14285714285714,31.75,0.0,0.0,0.0,24.446652852180122
opo,Li4.8Sn4.8S12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",2.0866666666666664,2.58,1.47,1.96,-1.11,-0.6200000000000001,1.6,132.55555555555554,184.0,68.25000000000001,69.0,-115.0,-115.75,0.375,0.3709239130434783,137940085739.35696,12278644599.949677,295016887163.6161,465678965568.46185,24.02682843062541,282738242563.6664,0.0363929146537842,0.0579710144927536,0.0,0.2222222222222222,0.5555555555555555,0.2222222222222222,0.00012,20879.38888888889,10.0,114.14285714285714,54.5,0.0,0.0,0.0,30.52557687327385
elz,Li6.0Y2.0Br12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Br"", ""value"": -1.0}]",2.192,2.9599999999999995,1.04,1.22,-1.9199999999999997,-1.7399999999999995,1.98,147.445,196.0,74.6125,95.95,-100.05,-121.3875,0.4895408163265305,0.3806760204081632,53342571951.02763,5079321332.016004,125737447879.54507,129885365241.86926,24.75477325819025,120658126547.52908,0.0189276822419084,0.0312662845231891,0.6,0.1,0.0,0.3,0.00192,25337.11525,2.75,120.85714285714283,31.75,0.0,0.0,0.0,38.80259399084234
p81,Li4.0Al4.0Cl16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.5383333333333336,3.16,1.295,1.61,-1.865,-1.55,2.18,139.625,181.0,56.875,46.25,-134.75,-124.125,0.255524861878453,0.3142265193370165,218315280904.30008,6449680150.445433,642046482412.0094,1159738156065.2483,99.54702674173195,635596802261.564,0.0398398398398398,0.0648648648648648,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666,1e-06,22956.552083333332,0.0,104.2,22.5,0.0,0.0,0.0,25.813691752510252
be9,Li4.0Ga4.0Br16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""Br"", ""value"": -1.0}]",2.438333333333333,2.96,1.395,1.81,-1.565,-1.15,1.98,151.0,196.0,61.0,54.5,-141.5,-135.0,0.2780612244897959,0.3112244897959184,142240436975.12537,5079321332.016004,416562668261.3441,708770527763.9178,82.01148165910753,411483346929.3281,0.0349303431872239,0.055045871559633,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666,7e-06,26865.083333333332,5.0,116.19999999999999,36.5,0.0,0.0,0.0,51.98108800868945
xas,Li16.0Sn8.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.9433333333333331,2.58,1.3066666666666666,1.96,-1.2733333333333334,-0.6200000000000001,1.6,126.0,184.0,68.0,69.0,-115.0,-116.0,0.375,0.3695652173913043,125204086147.64192,12278644599.949677,238129527695.3342,465678965568.46185,19.39379593219191,225850883095.3845,0.029200214707461,0.0579710144927536,0.0,0.1666666666666666,0.5,0.3333333333333333,1.5e-05,19240.25,6.666666666666666,112.75,39.33333333333333,0.0,0.0,0.0,23.94625048770438
qy4,Li12.0Na20.0Ti8.0S32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Na"", ""value"": 1.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.7394444444444446,2.58,1.067,1.1042857142857143,-1.513,-1.4757142857142858,1.65,131.2579365079365,184.0,89.06428571428572,98.3061224489796,-85.6938775510204,-94.93571428571428,0.5342724046140195,0.4840450310559006,110220802713.30128,12278644599.949677,188574529203.9825,216097266537.64493,15.357927144886611,176295884604.03287,0.0220756453937127,0.0251874299275261,0.0,0.3888888888888889,0.4444444444444444,0.1666666666666666,8.8e-06,19787.080782312925,0.4,124.86666666666667,28.0,0.5982695885852573,4070472034027.1494,503124.1258979593,23.684213978712997
ard,Li8.0Ta16.0P8.0O64.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8075,3.44,1.5425,1.7299999999999998,-1.8975,-1.7100000000000002,2.46,110.675,138.2,55.625,51.66666666666666,-86.53333333333333,-82.57499999999999,0.3738543174143753,0.4024963820549928,3370213418510.0327,28978758058.690765,10052682739412.717,13362125382964.031,346.898328736276,10023703981354.023,0.1134649995263806,0.1463483944302358,0.0,0.25,0.6666666666666666,0.0833333333333333,0.0016,13930.097499999998,11.5,80.27272727272728,83.25,0.6365141682948128,120067056500143.03,1963765.6199999999,23.62450481552001
9wf,Li12.0Er4.0I24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Er"", ""value"": 3.0}, {""element"": ""I"", ""value"": -1.0}]",2.014,2.66,1.045,1.24,-1.6150000000000002,-1.4200000000000002,1.6800000000000002,162.0025,220.00000000000003,75.00625,97.525,-122.47500000000004,-144.99375000000003,0.4432954545454544,0.3409374999999999,51830852879.23057,3591748011.3619866,124189510181.03345,123693614447.82272,34.576342713402354,120597762169.67143,0.0188014469224415,0.0307613432453217,0.6,0.1,0.0,0.3,0.00065,31357.987562500006,5.0,137.57142857142856,42.75,0.0,0.0,0.0,54.55715496145409
fwz,Li8.0Si4.0S12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.9333333333333331,2.58,1.2866666666666666,1.9,-1.2933333333333334,-0.6800000000000002,1.6,120.0,184.0,56.0,33.0,-151.0,-128.0,0.1793478260869565,0.3043478260869565,757072013883.6611,12278644599.949677,1501865383167.3728,4256886531984.5776,122.31524179578648,1489586738567.423,0.0502805836139169,0.1212121212121212,0.0,0.1666666666666666,0.5,0.3333333333333333,2e-06,18628.25,0.0,106.25,18.0,0.0,0.0,0.0,18.832298540831772
cy2,La1.28Li0.16Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.678474576271187,3.44,1.350232558139535,1.3682926829268294,-2.089767441860465,-2.0717073170731704,2.46,117.9319209039548,138.2,82.58062015503876,83.31626016260162,-54.883739837398366,-55.61937984496123,0.6028672949537021,0.597544284768732,176127233476.73865,28978758058.690765,432781551066.35706,447826758008.1906,14.934440951190638,403802793007.6663,0.0485115477716196,0.0501552908426833,0.0,0.3474576271186441,0.6355932203389831,0.0169491525423728,0.000335,14911.10876647834,8.976744186046512,92.49137931034484,91.20930232558139,0.6688570623740269,23023349097254.566,133135.99048185605,26.672248464189018
5tl,La1.24Li0.28Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6636974789915966,3.44,1.3404545454545451,1.371604938271605,-2.0995454545454546,-2.068395061728395,2.46,117.2918767507003,138.2,81.6530303030303,82.87613168724279,-55.3238683127572,-56.54696969696968,0.5996825737137684,0.5908323466210587,175928356454.6583,28978758058.690765,426410626447.7848,452514215630.786,14.71459286088707,397431868389.094,0.0476275046039014,0.0504631691535756,0.0,0.3403361344537815,0.6302521008403361,0.0294117647058823,0.000442,14783.770382819794,8.53409090909091,92.16017316017316,87.80681818181819,0.6653781224447001,22857981725480.73,132179.72869989328,26.042284049785362
u2y,La1.19Li0.43Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6455717255717257,3.44,1.3288397790055246,1.3758620689655174,-2.111160220994475,-2.0641379310344825,2.46,116.50679140679138,138.2,80.551197053407,82.31044932079415,-55.88955067920584,-57.648802946592994,0.59558935832702,0.5828596024124963,175684411666.6595,28978758058.690765,418842953558.3204,458538847684.9055,14.453447339255757,389864195499.6296,0.0465773980787112,0.0508588748196126,0.0,0.3316008316008315,0.6237006237006236,0.0446985446985446,0.000853,14627.57569184569,8.00828729281768,91.74211099020675,83.76519337016575,0.6605542093996428,22629336042618.03,130857.55053507732,25.289844807726084
ku9,Li0.4Na0.1La0.5Nb2.0O6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Na"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.763888888888889,3.44,1.4116666666666668,1.478076923076923,-2.0283333333333333,-1.9619230769230769,2.51,117.1695767195767,138.2,75.10873015873015,76.27930402930403,-61.92069597069596,-63.09126984126984,0.5519486543364981,0.543478510555211,192940679954.6132,28978758058.690765,520864523746.4582,581866018359.9485,17.97401126340714,491885765687.76746,0.0587596189816166,0.0655203580842014,0.0,0.2888888888888889,0.6666666666666666,0.0444444444444444,9.92e-06,14767.689218946834,12.833333333333332,86.76744186046511,80.03333333333333,0.6441798059733927,15425656504240.295,531079.2600924557,25.801438041925504
9n0,Li0.3Na0.2La0.5Nb2.0O6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Na"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.7633333333333336,3.44,1.41,1.4577777777777778,-2.03,-1.982222222222222,2.51,117.67989417989416,138.2,76.63968253968254,77.65520282186948,-60.54479717813051,-61.56031746031745,0.5619045066705463,0.5545563136011762,191850141509.3745,28978758058.690765,517592908410.742,561286030594.2944,17.86111424659606,488614150352.0513,0.0585596625180161,0.0634202011517051,0.0,0.3,0.6666666666666666,0.0333333333333333,1.11e-05,14860.020228017129,12.833333333333332,87.57471264367817,80.56666666666666,0.7273876291758028,19512090520234.805,652392.6744101509,26.14706464122391
h5i,Li0.1Na0.4La0.5Nb2.0O6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Na"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.7622222222222224,3.44,1.406666666666667,1.4213793103448276,-2.033333333333333,-2.0186206896551724,2.51,118.70052910052908,138.2,79.70158730158731,80.12233169129722,-58.07766830870277,-58.49841269841268,0.5797563798212535,0.5767119196931065,189669064618.89716,28978758058.690765,511049677739.3099,524383983566.225,17.635320212973912,482070919680.6192,0.0581597495908152,0.0596544025141255,0.0,0.3222222222222222,0.6666666666666666,0.0111111111111111,1.21e-05,15044.68224615772,12.833333333333332,89.13483146067416,81.63333333333333,0.8325712617888918,25942276306802.19,842762.9242449465,26.852269521505676
o9h,Li0.07Na0.43La0.5Nb2.0O6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Na"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.7620555555555555,3.44,1.4061666666666668,1.4163481228668946,-2.033833333333333,-2.0236518771331053,2.51,118.85362433862434,138.2,80.16087301587301,80.46335121079149,-57.7366487892085,-58.03912698412698,0.5822239595571019,0.5800352606068959,189341903085.32556,28978758058.690765,510068193138.59503,519283188669.8537,17.60145110793059,481089435079.9043,0.058099762651735,0.0591338740335045,0.0,0.3255555555555555,0.6666666666666666,0.0077777777777777,1.23e-05,15072.381548878808,12.833333333333332,89.36282194848825,81.79333333333334,0.8440080064374161,26740469232881.062,866333.9389355148,26.95967833591151
0ii,Li0.02Na0.48La0.5Nb2.0O6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Na"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.761777777777778,3.44,1.405333333333333,1.4081879194630875,-2.0346666666666664,-2.0318120805369126,2.51,119.10878306878308,138.2,80.9263492063492,81.01645893256631,-57.18354106743368,-57.27365079365079,0.5862261861980197,0.5855741621298785,188796633862.70615,28978758058.690765,508432385470.737,511010087327.8643,17.545002599525052,479453627412.0463,0.0579997844199348,0.0582896164307074,0.0,0.3311111111111111,0.6666666666666666,0.0022222222222222,3.99e-06,15118.547053413955,12.833333333333332,89.73942093541203,82.06,0.8612469358188495,27988278149552.305,903147.7896806451,27.13964861763653
5fj,Ag0.27Li0.27La1.14Ti2.0O6.0,"[{""element"": ""Ag"", ""value"": 1.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6611260330578514,3.44,1.3912228260869566,1.423782991202346,-2.048777173913044,-2.016217008797654,2.46,117.0150383707202,138.2,82.4743400621118,83.65999162128193,-54.540008378718056,-55.72565993788818,0.6053544979832267,0.5967752537055847,173080082233.52042,28978758058.690765,408027893388.134,430488812112.45306,14.080240863385306,379049135329.4432,0.0455224714347011,0.0479538694661877,0.0,0.3522727272727273,0.6198347107438017,0.027892561983471,2.3e-05,14702.740435922302,9.059782608695652,92.54410201912859,85.99456521739131,0.880041738841591,21241846431352.99,132903.83528609318,26.667190012396123
kxh,Pr1.12Li0.68Ti2.0O6.02,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Pr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6192260692464355,3.4399999999999995,1.3189473684210526,1.392820512820513,-2.121052631578947,-2.047179487179487,2.46,114.24412763068564,138.2,76.29298245614035,78.2094017094017,-59.990598290598285,-61.90701754385964,0.565914628866872,0.5520476299286567,176949987968.16205,28978758058.690765,411367567982.6402,473921630890.40674,14.19548647148702,382388809923.9495,0.0454992854734379,0.0521869265144199,0.0,0.3177189409368635,0.6130346232179226,0.0692464358452138,1e-06,14145.329861959717,6.947368421052632,91.945295404814,77.73684210526315,0.652825793916348,202437667015855.25,123636.52202498357,24.192530741912687
ubi,Li16.0In8.0Ti8.0P24.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.7963157894736845,3.44,1.692857142857143,1.978,-1.7471428571428569,-1.4619999999999995,2.46,104.46842105263156,138.2,46.642857142857146,38.3,-99.9,-91.55714285714284,0.2771345875542692,0.3375025842464338,6225152993872.084,28978758058.690765,16847165969552.186,23536290433869.555,581.3625944711491,16818187211493.494,0.1450854676122055,0.1971937287311618,0.0,0.2631578947368421,0.631578947368421,0.1052631578947368,8.3e-06,13117.401578947367,3.1428571428571423,80.1764705882353,41.42857142857142,0.9502705392332347,35758405985471.84,409240.6656,19.112694638705122
pbz,Li15.0Ge3.0V1.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.2114285714285717,3.44,1.1768421052631577,1.915,-2.2631578947368425,-1.525,2.46,97.21285714285712,138.2,62.69736842105263,44.6875,-93.5125,-75.50263157894736,0.3233538350217076,0.453671262091553,281997417831.1872,28978758058.690765,495065762902.7631,1885231840942.7356,17.083746718893366,466087004844.07227,0.0318837459969832,0.0958922379301147,0.0,0.1142857142857142,0.4571428571428571,0.4285714285714285,5.66e-06,10912.575785714283,1.736842105263158,74.65,20.57894736842105,0.5623351446188083,25948465104138.41,177001.22999999998,13.163145654228998
7ek,Li14.8Ge3.4W0.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.224080459770115,3.44,1.189255319148936,1.9635,-2.250744680851064,-1.4765,2.46,97.6206896551724,138.2,63.08510638297872,46.75,-91.45,-75.11489361702127,0.3382778581765557,0.4564768913384857,249589143526.80588,28978758058.690765,437342663074.1379,1595397724040.9976,15.09183596441181,408363905015.4472,0.0311435993865117,0.0915601023017902,0.0,0.1149425287356322,0.4597701149425288,0.4252873563218391,3.8e-05,10970.555747126435,2.574468085106383,74.87,23.255319148936167,0.42270908780599087,46187708900793.09,786454.2923999999,13.562449660797196
