ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,family,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff,ir_mean_square_all,d_mean_c,r_mean_l,s_mean_square_c,entropy_c_l,Vs_variance_c_l,mp_variance_c_l,atwt_geometric_mean_all
whw,Li6.8La3Zr1.8Sb0.2O12,,Li6.8 La3 Zr1.8 Sb0.2 O12,5.9e-05,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,,5.9e-05,exact,5.9e-05,1.0,-4.229147988357856,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.2709243697478994,3.44,1.0820338983050848,1.2208,-2.357966101694915,-2.2192,2.46,110.36554621848738,138.2,82.0593220338983,101.85999999999999,-36.34,-56.14067796610169,0.7370477568740955,0.5937722288994088,90550659029.9245,28978758058.690765,153166151543.04355,192349577729.65512,5.285462932291152,124187393484.35278,0.024183605313248046,0.03692516039111724,0.0,0.21008403361344538,0.5042016806722689,0.2857142857142857,6.0,-1.4000947878726397,0.7230830314040418,39.48571428571428,271.49924369747896,-1.3576839979503643,13206.041316526609,7.508474576271188,91.29411764705884,58.74576271186442,0.8030448563658358,19200189474684.742,212421.64736256,19.203344596997113
v23,Li3InCl6,,Li3 In1 Cl6,0.00149,,,,,,,,,,,halides,10.1039/c9ee02311a,1,data/obelix/processed/all-v1.csv,,,,Curator row 23; ball-milled and annealed at 260 C; monoclinic; original 1.49 mS/cm; synthesis_method=球磨 + 260°C退火; measured_temperature=RT; amorphous=否; source_year=2019,,,,,,0.00149,exact,0.00149,1.0,-2.826813731587726,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.368,3.16,1.18,1.78,-1.9800000000000002,-1.3800000000000001,2.18,136.85,181.0,70.625,80.0,-101.0,-110.375,0.4419889502762431,0.39019337016574585,63585391045.03652,6449680150.445432,149288957386.92316,224091403271.38156,23.146722613308643,142839277236.47772,0.02048611111111111,0.0375,0.6,0.1,0.0,0.3,8.0,-0.7725828729281768,1.3644895071588188,54.3,298.333,-2.261154513888889,21663.475,5.0,105.14285714285714,31.75,0.0,0.0,0.0,24.446652852180122
ciq,Li6.6La3Zr1.8Mo0.2O12,,Li6.6 La3 Zr1.8 Mo0.2 O12,0.000311,,,,,,,,,,,garnet,10.1021/acs.inorgchem.5b01895,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,,0.000311,exact,0.000311,1.0,-3.5072396109731625,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.2827966101694916,3.44,1.085689655172414,1.2252000000000003,-2.354310344827586,-2.2147999999999994,2.46,110.64406779661016,138.2,82.13793103448276,101.46,-36.739999999999995,-56.06206896551723,0.7341534008683068,0.5943410349817856,98318906952.98927,28978758058.690765,170050095464.33258,230367873915.6747,5.868094661611433,141071337405.6418,0.02497732009195667,0.038391827057783906,0.0,0.211864406779661,0.5084745762711864,0.2796610169491525,6.0,-1.3992632470131519,0.76849711108193,38.649152542372875,272.184406779661,-1.4002802415690738,13270.022598870055,7.551724137931036,91.1764705882353,59.275862068965516,0.8030448563658358,958291146036.6031,266931.0816,19.330589341170658
trv1_0124,LiTaCl4O,,Li1 Ta1 Cl4 O1,~1.0e-2,,,,,,,,,,,oxyhalides,10.1002/smll.74036,1,data/obelix/processed/all-v1.csv,,,,LTOC基准；由图估算; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.01,exact,0.01,1.0,-2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.6514285714285717,3.216,1.24,1.5,-1.9760000000000002,-1.7160000000000002,2.46,142.67142857142858,172.44,68.25,69.0,-103.44,-104.19,0.4001391788448156,0.3957898399443285,108747284911.40288,10955495732.0945,353226757859.6738,582098706960.5773,32.24196937294987,342271262127.57935,0.04363929146537843,0.07246376811594203,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,17.0,-0.7820807237299932,1.5084215611009026,24.634285714285713,350.9717142857143,-4.546777777777778,22780.07,11.5,98.83333333333334,76.5,0.0,0.0,0.0,31.640373418035367
dti,Ba0.1Li6.5La2.9Zr1.4Ta0.6O12,,Ba0.1 Li6.5 La2.9 Zr1.4 Ta0.6 O12,0.000834,,,,,,,,,,,garnet,10.3389/fenrg.2016.00028,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,0.000834,exact,0.000834,1.0,-3.078833949362261,"[{""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.284723404255319,3.44,1.079217391304348,1.2082000000000002,-2.360782608695652,-2.2318,2.55,110.95728470111449,138.2,82.53010351966873,102.06923809523808,-36.13076190476191,-55.66989648033126,0.7385617807180759,0.5971787519512933,91771264044.27968,28978758058.690765,157293878985.76373,200114670280.85513,5.42790269573306,128315120927.07297,0.024874412723757084,0.03795189000538203,0.0,0.2127659574468085,0.5106382978723404,0.2765957446808511,6.0,-1.409809211889188,0.7346320535999001,38.225531914893615,282.94107598784194,-1.3847559813405916,13336.09020948521,8.130434782608697,91.13529411764706,62.33913043478261,1.005044235436352,10934376324319.436,513545.2836,19.748079172974165
wdm,Li3.6Zr0.5Al0.5Cl3.5O1.8,,Li3.6 Zr0.5 Al0.5 Cl3.5 O1.8,0.00036,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.36 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.00036,exact,0.00036,1.0,-3.4436974992327127,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.2474747474747474,3.255094339622642,1.0865217391304347,1.4700000000000002,-2.1685726004922072,-1.785094339622642,2.46,119.93787878787879,166.46415094339622,66.33152173913044,62.125,-104.33915094339622,-100.13262920426578,0.3732034774329563,0.3984733131020236,127622762830.29466,14101065100.415546,258419501519.06845,741052395456.1414,18.32623987470656,244318436418.6529,0.024218867697128568,0.058073458073458074,0.35353535353535354,0.10101010101010101,0.18181818181818182,0.36363636363636365,8.0,-0.8641183088204009,1.2630733668071676,60.53241852487135,295.0471818181818,-2.4250988988637454,17126.88517676768,1.3043478260869565,94.42857142857143,21.826086956521742,0.6931471805599453,124344107811256.25,356725.48022499995,17.5399447651845
trv1_0018,Li2H1Br0.7Cl0.3O1,,Li2 H1 Br0.7 Cl0.3 O1,1.45e-6,,,,,,,,,,,antiperovskite,10.1039/d2ta01462a,1,data/obelix/processed/all-v1.csv,,,,x=0.7；不确定度±9.0e-8 S/cm; synthesis_method=熔融-凝固法（350°C，快冷）; measured_temperature=25; amorphous=否; source_year=2022,,,,,,1.45e-06,exact,1.45e-06,1.0,-5.838631997765025,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""H"", ""value"": 1.0}]",2.1239999999999997,3.23,0.98,,-2.25,,2.46,92.94,164.85,67.5,,,-97.35,,0.40946314831665154,56635760910.755264,17234593518.117798,124354808758.77036,,7.2154187232813385,107120215240.65256,0.014814814814814815,,0.2,0.0,0.2,0.4,1.0,-0.921292083712466,0.8582615390239572,65.94,228.6324,-1.4422222222222223,12986.248,0.0,68.16666666666666,9.0,0.0,0.0,0.0,8.65795382835679
vxk,Li2.8Zr0.5Al0.5Cl3.5O1.4,,Li2.8 Zr0.5 Al0.5 Cl3.5 O1.4,0.000969,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.969 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,,0.000969,exact,0.000969,1.0,-3.013676222949235,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",2.3091954022988506,3.24,1.1089473684210525,1.4700000000000002,-2.1310526315789478,-1.77,2.46,123.92011494252874,168.77142857142857,66.08552631578948,62.125,-106.64642857142857,-102.68590225563909,0.3681014051125783,0.3915682107757968,132458620895.33614,12886559552.80124,286643647363.3417,741052395456.1414,22.243613292504588,273757087810.54044,0.02619866830393146,0.058073458073458074,0.40229885057471265,0.1149425287356322,0.16091954022988506,0.3218390804597701,8.0,-0.8344524660164219,1.347205336216442,54.317241379310346,304.8434827586207,-2.690233892685416,18192.122672413796,1.5789473684210529,96.55932203389831,24.526315789473685,0.6931471805599453,124344107811256.25,356725.48022499995,19.181611445342245
4ea,Li1Ti0.4Sn1.6P3O12,,Li1 Ti0.4 Sn1.6 P3 O12,3.15e-06,,,,,,,,,,,nasicon,10.1016/j.physb.2011.11.006,1,data/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,3.15e-06,exact,3.15e-06,1.0,-5.501689446210399,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.921222222222222,3.44,1.8836666666666666,2.0644,-1.5563333333333333,-1.3756,2.46,106.19444444444444,138.2,42.18333333333334,37.120000000000005,-101.07999999999998,-96.01666666666665,0.2685962373371925,0.3052339604438013,6570002904430.604,28978758058.690765,19652051197174.426,23557590474857.56,678.15367233382,19623072439115.734,0.16939461002857112,0.20031056907132236,0.0,0.2777777777777778,0.6666666666666666,0.05555555555555555,14.0,-0.4750457871040361,2.8313281178852945,7.677777777777777,261.23833333333334,-16.264705806243303,13538.65722222222,5.466666666666667,80.52941176470588,50.43333333333334,0.8731726364245316,17485870331941.021,186101.23208064,20.87918147448822
q9f,Li6.3Ge0.3P0.7S5I1,,Li6.3 Ge0.3 P0.7 S5 I1,0.00065,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,0.00065,exact,0.00065,1.0,-3.1870866433571443,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.7947368421052632,2.5933333333333333,1.1383561643835616,2.1359999999999997,-1.4549771689497717,-0.4573333333333336,1.6800000000000002,119.6203007518797,190.0,61.773972602739725,25.699999999999996,-164.3,-128.22602739726028,0.1352631578947368,0.325126171593367,2147777844609.7063,10830828501.851728,3904172652369.5864,27717025067117.727,360.4685137154648,3893341823867.735,0.04456200586249986,0.23196930946291558,0.07518796992481203,0.07518796992481203,0.37593984962406013,0.47368421052631576,2.0,-0.4730511566963948,2.5568673358603697,90.0,200.96210526315792,-5.71400898460178,18588.080827067668,0.410958904109589,108.85714285714286,13.84931506849315,0.6108643020548935,661036384116.5388,167877.11010000002,17.512834022140947
