pair_id,group_id,group_label,group_size,id_a,id_b,source_row_a,source_row_b,formula_a,formula_b,doi,temperature,preparation_method,family,family_normalized,amorphous_status_a,amorphous_status_b,crystal_phase_a,crystal_phase_b,year_a,year_b,label_quality,pair_weight_group_equal,trend_label,trend_class,电导率变化趋势,direction_label,direction_class,conductivity_a_S_cm-1,conductivity_b_S_cm-1,conductivity_qualifier_a,conductivity_qualifier_b,conductivity_source_a,conductivity_source_b,delta_conductivity_S_cm-1,absolute_change_conductivity_S_cm-1,conductivity_ratio_b_over_a,conductivity_fold_change,absolute_change_met,fold_change_met,change_trigger,absolute_change_threshold_S_cm-1,fold_change_threshold,delta_entropy_c_l,delta_log10_rho_plus_incl_li,delta_log10_phi_plus_incl_li,delta_field_x_r_diff,delta_n_Li,delta_log_rho_ratio,delta_r_all_pm,delta_n_host_cation,delta_ir_mean_square_all,delta_atwt_geometric_mean_all,delta_chi_all,delta_chi_minus,delta_r_minus_pm,mean_entropy_c_l,mean_log10_rho_plus_incl_li,mean_log10_phi_plus_incl_li,mean_field_x_r_diff,mean_n_Li,mean_r_all_pm,mean_atwt_geometric_mean_all,mean_chi_all,abs_delta_entropy_c_l,abs_delta_log10_rho_plus_incl_li,abs_delta_log10_phi_plus_incl_li,abs_delta_field_x_r_diff,abs_delta_n_Li,composition_L1_distance
trpair_000026,trgrp_0007,doi=10.1002/chin.199345017; temperature=RT; preparation=unknow; family=nasicon,2,4ba,a3l,50,49,LiGe2(PO4)3,LiHf2(PO4)3,10.1002/chin.199345017,RT,unknow,nasicon,nasicon,unknow,unknow,unknow,unknow,1993,1993,exact,1.0,almost_unchanged,0,几乎不变,decrease,-1,3.33e-07,2.83e-07,exact,exact,room_temperature,room_temperature,-5e-08,5e-08,0.8498498498498498,1.176678445229682,False,False,none,0.0001,100.0,0.0,-0.008489469188186,-0.026241569338849,2.535723795691114,0.0,-0.0084894691881856,2.8888888888888857,0.0,340.8888888888887,2.1192131602570647,-0.0788888888888892,0.0,0.0,0.6730116670092565,13.296909104310032,-0.7614498009717683,-17.13985173081578,0.0555555555555555,105.2722222222222,21.23294501938708,2.8966666666666665,0.0,0.008489469188186,0.026241569338849,2.535723795691114,0.0,0.2222222222222222
trpair_000053,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0061,trv1_0063,564,566,Li2ZrCl6,Li2ZrCl5.5I0.5,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,increase,1,增大,increase,1,0.0004,0.00081,exact,exact,room_temperature,room_temperature,0.0004099999999999,0.0004099999999999,2.025,2.025,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.0876543209876543,0.0,0.0163403501353802,2.166666666666657,0.0,868.8333333333394,2.0121682416603512,-0.0277777777777776,-0.0416666666666665,3.25,0.0,11.279572846118445,-1.569110031138449,-3.0105887939221274,0.2222222222222222,145.41666666666669,28.413909053167224,2.458333333333333,0.0,0.0,0.0,0.0876543209876543,0.0,0.111111111111111
trpair_000054,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0061,trv1_0064,564,567,Li2ZrCl6,Li2ZrCl5.25I0.75,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,increase,1,增大,increase,1,0.0004,0.00074,exact,exact,room_temperature,room_temperature,0.0003399999999999,0.0003399999999999,1.85,1.85,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.1314814814814817,0.0,0.0247470144513319,3.25,0.0,1303.2500000000073,3.0729894085861247,-0.0416666666666669,-0.0625,4.875,0.0,11.279572846118445,-1.569110031138449,-3.0325023741690407,0.2222222222222222,145.95833333333334,28.94431963663011,2.451388888888889,0.0,0.0,0.0,0.1314814814814817,0.0,0.1666666666666665
trpair_000055,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0061,trv1_0065,564,568,Li2ZrCl6,Li2ZrCl5I,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,increase,1,增大,increase,1,0.0004,0.00067,exact,exact,room_temperature,room_temperature,0.00027,0.00027,1.675,1.675,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.1753086419753087,0.0,0.0333196245791147,4.333333333333314,0.0,1737.6666666666715,4.172061486772897,-0.0555555555555558,-0.0833333333333334,6.5,0.0,11.279572846118445,-1.569110031138449,-3.0544159544159544,0.2222222222222222,146.5,29.49385567572349,2.4444444444444446,0.0,0.0,0.0,0.1753086419753087,0.0,0.2222222222222221
trpair_000056,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0061,trv1_0066,564,569,Li2ZrCl6,Li2ZrCl4.5I1.5,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,increase,1,增大,increase,1,0.0004,0.00054,exact,exact,room_temperature,room_temperature,0.00014,0.00014,1.35,1.35,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.262962962962963,0.0,0.0509898288740704,6.5,0.0,2606.5000000000077,6.490525089216643,-0.0833333333333334,-0.125,9.75,0.0,11.279572846118445,-1.569110031138449,-3.0982431149097813,0.2222222222222222,147.58333333333334,30.65308747694537,2.430555555555556,0.0,0.0,0.0,0.262962962962963,0.0,0.3333333333333332
trpair_000057,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0062,trv1_0063,565,566,Li2ZrCl5.75I0.25,Li2ZrCl5.5I0.5,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,increase,1,增大,increase,1,0.00056,0.00081,exact,exact,room_temperature,room_temperature,0.00025,0.00025,1.4464285714285714,1.4464285714285714,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.0438271604938269,0.0,0.0082470213395466,1.0833333333333428,0.0,434.4166666666679,1.0239014988482928,-0.0138888888888888,-0.020833333333333,1.625,0.0,11.279572846118445,-1.569110031138449,-3.0325023741690407,0.2222222222222222,145.95833333333331,28.908042424573253,2.4513888888888893,0.0,0.0,0.0,0.0438271604938269,0.0,0.0555555555555554
trpair_000058,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0062,trv1_0064,565,567,Li2ZrCl5.75I0.25,Li2ZrCl5.25I0.75,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,increase,1,增大,increase,1,0.00056,0.00074,exact,exact,room_temperature,room_temperature,0.00018,0.00018,1.3214285714285716,1.3214285714285716,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.0876543209876543,0.0,0.0166536856554984,2.1666666666666856,0.0,868.8333333333358,2.0847226657740663,-0.0277777777777781,-0.0416666666666665,3.25,0.0,11.279572846118445,-1.569110031138449,-3.054415954415955,0.2222222222222222,146.5,29.438453008036134,2.4444444444444446,0.0,0.0,0.0,0.0876543209876543,0.0,0.111111111111111
trpair_000059,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0062,trv1_0065,565,568,Li2ZrCl5.75I0.25,Li2ZrCl5I,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,increase,1,增大,increase,1,0.00056,0.00067,exact,exact,room_temperature,room_temperature,0.00011,0.00011,1.1964285714285716,1.1964285714285716,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.1314814814814813,0.0,0.0252262957832811,3.25,0.0,1303.25,3.1837947439608385,-0.0416666666666669,-0.0625,4.875,0.0,11.279572846118445,-1.569110031138449,-3.076329534662868,0.2222222222222222,147.04166666666666,29.987989047129524,2.4375,0.0,0.0,0.0,0.1314814814814813,0.0,0.1666666666666665
trpair_000060,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0062,trv1_0066,565,569,Li2ZrCl5.75I0.25,Li2ZrCl4.5I1.5,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,almost_unchanged,0,几乎不变,decrease,-1,0.00056,0.00054,exact,exact,room_temperature,room_temperature,-1.9999999999999944e-05,1.9999999999999944e-05,0.9642857142857144,1.037037037037037,False,False,none,0.0001,100.0,0.0,0.0,0.0,-0.2191358024691356,0.0,0.0428965000782368,5.416666666666686,0.0,2172.083333333336,5.502258346404584,-0.0694444444444446,-0.1041666666666665,8.125,0.0,11.279572846118445,-1.569110031138449,-3.1201566951566955,0.2222222222222222,148.125,31.147220848351395,2.423611111111111,0.0,0.0,0.0,0.2191358024691356,0.0,0.2777777777777777
trpair_000061,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0063,trv1_0064,566,567,Li2ZrCl5.5I0.5,Li2ZrCl5.25I0.75,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,almost_unchanged,0,几乎不变,decrease,-1,0.00081,0.00074,exact,exact,room_temperature,room_temperature,-6.999999999999997e-05,6.999999999999997e-05,0.9135802469135804,1.0945945945945943,False,False,none,0.0001,100.0,0.0,0.0,0.0,-0.0438271604938274,0.0,0.0084066643159517,1.0833333333333428,0.0,434.4166666666679,1.0608211669257734,-0.0138888888888892,-0.0208333333333334,1.625,0.0,11.279572846118445,-1.569110031138449,-3.076329534662868,0.2222222222222222,147.04166666666669,29.95040375746029,2.4375,0.0,0.0,0.0,0.0438271604938274,0.0,0.0555555555555555
trpair_000062,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0063,trv1_0065,566,568,Li2ZrCl5.5I0.5,Li2ZrCl5I,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,decrease,-1,减少,decrease,-1,0.00081,0.00067,exact,exact,room_temperature,room_temperature,-0.0001399999999999,0.0001399999999999,0.8271604938271606,1.208955223880597,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.0876543209876543,0.0,0.0169792744437344,2.166666666666657,0.0,868.8333333333321,2.1598932451125457,-0.0277777777777781,-0.0416666666666669,3.25,0.0,11.279572846118445,-1.569110031138449,-3.0982431149097813,0.2222222222222222,147.58333333333331,30.49993979655367,2.430555555555556,0.0,0.0,0.0,0.0876543209876543,0.0,0.1111111111111111
trpair_000063,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0063,trv1_0066,566,569,Li2ZrCl5.5I0.5,Li2ZrCl4.5I1.5,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,decrease,-1,减少,decrease,-1,0.00081,0.00054,exact,exact,room_temperature,room_temperature,-0.0002699999999999,0.0002699999999999,0.6666666666666667,1.5,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.1753086419753087,0.0,0.0346494787386901,4.333333333333343,0.0,1737.666666666668,4.478356847556292,-0.0555555555555558,-0.0833333333333334,6.5,0.0,11.279572846118445,-1.569110031138449,-3.1420702754036087,0.2222222222222222,148.66666666666669,31.659171597775543,2.416666666666667,0.0,0.0,0.0,0.1753086419753087,0.0,0.2222222222222222
trpair_000064,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0064,trv1_0065,567,568,Li2ZrCl5.25I0.75,Li2ZrCl5I,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,almost_unchanged,0,几乎不变,decrease,-1,0.00074,0.00067,exact,exact,room_temperature,room_temperature,-6.999999999999997e-05,6.999999999999997e-05,0.9054054054054056,1.1044776119402984,False,False,none,0.0001,100.0,0.0,0.0,0.0,-0.0438271604938269,0.0,0.0085726101277827,1.0833333333333144,0.0,434.4166666666642,1.0990720781867722,-0.0138888888888888,-0.0208333333333334,1.625,0.0,11.279572846118445,-1.569110031138449,-3.1201566951566955,0.2222222222222222,148.125,31.03035038001656,2.4236111111111107,0.0,0.0,0.0,0.0438271604938269,0.0,0.0555555555555555
trpair_000065,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0064,trv1_0066,567,569,Li2ZrCl5.25I0.75,Li2ZrCl4.5I1.5,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,decrease,-1,减少,decrease,-1,0.00074,0.00054,exact,exact,room_temperature,room_temperature,-0.0001999999999999,0.0001999999999999,0.7297297297297297,1.3703703703703702,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.1314814814814813,0.0,0.0262428144227384,3.25,0.0,1303.25,3.417535680630518,-0.0416666666666665,-0.0625,4.875,0.0,11.279572846118445,-1.569110031138449,-3.1639838556505224,0.2222222222222222,149.20833333333334,32.18958218123843,2.4097222222222223,0.0,0.0,0.0,0.1314814814814813,0.0,0.1666666666666666
trpair_000066,trgrp_0012,doi=10.1002/smll.202505926; temperature=30; preparation=机械化学球磨（600 rpm，10 h）; family=halide,6,trv1_0065,trv1_0066,568,569,Li2ZrCl5I,Li2ZrCl4.5I1.5,10.1002/smll.202505926,30,机械化学球磨（600 rpm，10 h）,halide,halides,晶体,晶体,unknow,unknow,2025,2025,exact,0.0666666666666666,decrease,-1,减少,decrease,-1,0.00067,0.00054,exact,exact,room_temperature,room_temperature,-0.00013,0.00013,0.8059701492537313,1.2407407407407407,True,False,absolute_difference,0.0001,100.0,0.0,0.0,0.0,-0.0876543209876543,0.0,0.0176702042949556,2.1666666666666856,0.0,868.8333333333358,2.318463602443746,-0.0277777777777776,-0.0416666666666665,3.25,0.0,11.279572846118445,-1.569110031138449,-3.185897435897436,0.2222222222222222,149.75,32.73911822033182,2.4027777777777777,0.0,0.0,0.0,0.0876543209876543,0.0,0.1111111111111111
trpair_000088,trgrp_0014,doi=10.1006/jssc.1995.1140; temperature=RT; preparation=unknow; family=lisicon,2,uxo,w7d,70,69,Li2.88PO3.73N0.14,Li3PO4,10.1006/jssc.1995.1140,RT,unknow,lisicon,lisicon,unknow,unknow,unknow,unknow,1995,1995,exact,1.0,decrease,-1,减少,decrease,-1,1.4e-13,4.2e-18,exact,exact,room_temperature,room_temperature,-1.399958e-13,1.399958e-13,3e-05,33333.333333333336,False,True,fold_change,0.0001,100.0,0.0,-0.0130633087767062,-0.0109417921363768,0.2383298943184408,0.0033870967741935,-0.0088076517662027,0.1083387096773975,-0.0040322580645161,-13.455469354837987,-0.0393100005994391,0.0039338709677418,0.0144702842377264,-0.2821705426356686,0.0,12.998811643617568,-1.0669507663321398,-7.171836515786671,0.3733064516129032,96.48333064516127,12.724207125249038,2.359283064516129,0.0,0.0130633087767062,0.0109417921363768,0.2383298943184408,0.0033870967741935,0.0441935483870967
