source_row_number,audit_priority,audit_issue_codes,audit_evidence,recommended_actions,duplicate_group_id,duplicate_group_size,duplicate_observed_bound_ratio,duplicate_log10_span,duplicate_same_order_candidate_lt10x,ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
479,high,source_note_duplicate|duplicate_formula_same_order_lt10x|cif_status_blank|space_group_whitespace,source_note_duplicate: duplicate with line 491; 374 || duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.13821; log10 span=0.0562229 || cif_status_blank: Cif ID is blank || space_group_whitespace: leading or trailing whitespace,resolve_referenced_duplicate|retain_as_replicates_but_keep_group_in_one_split|complete_cif_status_if_available|trim_text,DUP061,2,1.1382113821138211,0.05622292423884012,True,cjq,Li6SrLa2Nb2O12,8,Li48.0Sr8.0La16.0Nb16.0O96.0,4.2e-06,,,Ia-3d ,230,12.811,12.811,12.811,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,0,,,,,duplicate with line 491; 374,,,,159.0,682.0
487,high,duplicate_formula_conflict_10_to_100x|source_note_lattice_review|space_group_whitespace,duplicate_formula_conflict_10_to_100x: 4 normalized-composition records; observed ratio=22.0779; log10 span=1.34396 || source_note_lattice_review: lattice parameter double check || space_group_whitespace: leading or trailing whitespace,manual_review_and_keep_group_in_one_split|verify_lattice_parameters|trim_text,DUP017,4,22.077922077922075,1.3439581962057918,False,ka6,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,6.61e-06,6.61e-06,8.31e-06,Ia-3d ,230,12.7814,12.7814,12.7814,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,done,ICSD not the same paper,,lattice parameter double check,Yes,10.1039/C6DT04021G ,259001.0,201.0,
488,high,reused_icsd_id|duplicate_formula_same_order_lt10x|source_note_lattice_review|space_group_whitespace,reused_icsd_id: ICSD 237201.0 is reused by IDs 7o7|h89 || duplicate_formula_same_order_lt10x: 5 normalized-composition records; observed ratio=3.07692; log10 span=0.488117 || source_note_lattice_review: lattice parameter double check || space_group_whitespace: leading or trailing whitespace,verify_formula_structure_and_source_linkage|retain_as_replicates_but_keep_group_in_one_split|verify_lattice_parameters|trim_text,DUP037,5,3.0769230769230775,0.48811663902112556,True,7o7,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,2.95e-05,2.95e-05,4.247e-05,Ia-3d ,230,12.9748,12.9748,12.9748,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,done,ICSD not the same paper,,lattice parameter double check,Yes,10.1021/am4060194,237201.0,201.0,
495,high,source_note_duplicate|duplicate_formula_same_order_lt10x|cif_status_blank|space_group_whitespace,source_note_duplicate: duplicate with line 512 || duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.38095; log10 span=0.140179 || cif_status_blank: Cif ID is blank || space_group_whitespace: leading or trailing whitespace,resolve_referenced_duplicate|retain_as_replicates_but_keep_group_in_one_split|complete_cif_status_if_available|trim_text,DUP058,2,1.380952380952381,0.140178703165037,True,4vd,Li6.75La3Zr1.75Ta0.25O12,8,Li54.0La24.0Zr14.0Ta2.0O96.0,0.00063,0.00063,0.00087,Ia-3d ,230,12.9801,12.9801,12.9801,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,,,,,duplicate with line 512,,,,,685.0
500,high,duplicate_formula_conflict_10_to_100x|space_group_whitespace,duplicate_formula_conflict_10_to_100x: 4 normalized-composition records; observed ratio=22.0779; log10 span=1.34396 || space_group_whitespace: leading or trailing whitespace,manual_review_and_keep_group_in_one_split|trim_text,DUP017,4,22.077922077922075,1.3439581962057918,False,hcm,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,3.4e-05,3.4e-05,0.00016,Ia-3d ,230,12.8311,12.8311,12.8311,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,,,,Yes,10.1016/0167-577X(88)90011-0,68252.0,206.0,
504,high,current_charge_composition_screen|source_note_composition_check|space_group_whitespace,current_charge_composition_screen: flagged by current clean_raw_data rule || source_note_composition_check: composition check || space_group_whitespace: leading or trailing whitespace,manual_formula_and_oxidation_state_review|verify_composition|trim_text,,,,,,5z8,Li5.72Al0.26La3Zr1.5W0.25O12,8,Li45.76Al2.08La24.0Zr12.0W2.0O96.0,0.00049,,,Ia-3d ,230,12.954,12.954,12.954,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.5b02429,1,D2 - 208,not available,,,composition check,,,,208.0,
525,high,duplicate_formula_conflict_100_to_1000x|space_group_whitespace,duplicate_formula_conflict_100_to_1000x: 5 normalized-composition records; observed ratio=349.08; log10 span=2.54292 || space_group_whitespace: leading or trailing whitespace,manual_review_conditions_phase_and_source|trim_text,DUP007,5,349.07975460122697,2.5429246619911132,False,etz,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,1.97e-06,,,Ia-3d ,230,12.9727,12.9727,12.9727,90.0,90.0,90.0,garnet,10.1039/c1cp22108f,0,,done,,,,Yes,10.1021/ic101914e,261302.0,221.0,
535,high,reused_icsd_id|duplicate_formula_same_order_lt10x|space_group_whitespace,reused_icsd_id: ICSD 237201.0 is reused by IDs 7o7|h89 || duplicate_formula_same_order_lt10x: 5 normalized-composition records; observed ratio=3.07692; log10 span=0.488117 || space_group_whitespace: leading or trailing whitespace,verify_formula_structure_and_source_linkage|retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP037,5,3.0769230769230775,0.48811663902112556,True,h89,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.5e-05,,,Ia-3d ,230,12.99726,12.99726,12.99726,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237201.0,226.0,
539,high,current_charge_composition_screen|space_group_whitespace,current_charge_composition_screen: flagged by current clean_raw_data rule || space_group_whitespace: leading or trailing whitespace,manual_formula_and_oxidation_state_review|trim_text,,,,,,ueu,Li5.74La3Zr1.5Ta0.5O12,8,Li45.92La24.0Zr12.0Ta4.0O96.0,0.000903,,,Ia-3d ,230,12.93,12.93,12.93,90.0,90.0,90.0,garnet,10.1002/aenm.201570062|10.1002/aenm.201500096,1,D2 - 228,done,ICSD ,,,,,239663.0,228.0,
540,high,current_charge_composition_screen|space_group_whitespace,current_charge_composition_screen: flagged by current clean_raw_data rule || space_group_whitespace: leading or trailing whitespace,manual_formula_and_oxidation_state_review|trim_text,,,,,,uwh,La3Li5.08Ta1.51Zr0.39O12,8,La24.0Li40.64Ta12.08Zr3.12O96.0,0.000103,,,Ia-3d ,230,12.84,12.84,12.84,90.0,90.0,90.0,garnet,10.1002/aenm.201570062|10.1002/aenm.201500096,1,D2 - 228,done,ICSD ,,,,,239664.0,228.0,
543,high,duplicate_formula_conflict_10_to_100x|space_group_whitespace,duplicate_formula_conflict_10_to_100x: 4 normalized-composition records; observed ratio=22.0779; log10 span=1.34396 || space_group_whitespace: leading or trailing whitespace,manual_review_and_keep_group_in_one_split|trim_text,DUP017,4,22.077922077922075,1.3439581962057918,False,gz8,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,1.59e-05,,,Ia-3d ,230,12.8176,12.8176,12.8176,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259164.0,231.0,
549,high,duplicate_formula_conflict_100_to_1000x|cif_status_blank|space_group_whitespace,duplicate_formula_conflict_100_to_1000x: 5 normalized-composition records; observed ratio=349.08; log10 span=2.54292 || cif_status_blank: Cif ID is blank || space_group_whitespace: leading or trailing whitespace,manual_review_conditions_phase_and_source|complete_cif_status_if_available|trim_text,DUP007,5,349.07975460122697,2.5429246619911132,False,9p1,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,0.000569,,,Ia-3d ,230,12.9682,12.9682,12.9682,90.0,90.0,90.0,garnet,10.1016/j.ssi.2010.12.010,0,,,,,,,,,232.0,
563,high,duplicate_formula_conflict_100_to_1000x|space_group_whitespace,duplicate_formula_conflict_100_to_1000x: 2 normalized-composition records; observed ratio=243.655; log10 span=2.38678 || space_group_whitespace: leading or trailing whitespace,manual_review_conditions_phase_and_source|trim_text,DUP008,2,243.65482233502536,2.386775011213994,False,32j,Li7La3Hf2O12,8,Li56.0La24.0Hf16.0O96.0,0.00024,,,Ia-3d ,230,12.938,12.938,12.938,90.0,90.0,90.0,garnet,10.1007/s11581-010-0486-2,1,D2 - 250,not available,,,,,,,250.0,
568,high,duplicate_formula_conflict_100_to_1000x|space_group_whitespace,duplicate_formula_conflict_100_to_1000x: 5 normalized-composition records; observed ratio=349.08; log10 span=2.54292 || space_group_whitespace: leading or trailing whitespace,manual_review_conditions_phase_and_source|trim_text,DUP007,5,349.07975460122697,2.5429246619911132,False,2mn,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,0.000511,,,Ia-3d ,230,12.968,12.968,12.968,90.0,90.0,90.0,garnet,10.1002/anie.200701144,0,D1 - 21,not available,,,appendix: diffraction data available,,,,,10.0
570,high,duplicate_formula_conflict_10_to_100x|space_group_whitespace,duplicate_formula_conflict_10_to_100x: 4 normalized-composition records; observed ratio=22.0779; log10 span=1.34396 || space_group_whitespace: leading or trailing whitespace,manual_review_and_keep_group_in_one_split|trim_text,DUP017,4,22.077922077922075,1.3439581962057918,False,8k7,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,1.54e-06,,,Ia-3d ,230,12.85,12.85,12.85,90.0,90.0,90.0,garnet,10.1016/j.ssi.2009.11.015,1,D1 - 239,not available,,,,,,,,239.0
573,high,source_note_duplicate|reduced_composition_whitespace|space_group_whitespace,source_note_duplicate: duplicate with line 550 || reduced_composition_whitespace: leading or trailing whitespace || space_group_whitespace: leading or trailing whitespace,resolve_referenced_duplicate|trim_text,,,,,,3rh,Li6.5La3Nb1.25Y0.75O12 ,8,Li52.0La24.0Nb10.0Y6.0O96.0,0.00027,,,Ia-3d ,230,12.9488,12.9488,12.9488,90.0,90.0,90.0,garnet,10.1021/jp304737x,1,D2 - 225; D1 - 795,done,ICSD ,,duplicate with line 550,,,237146.0,225.0,663.0
577,high,source_note_duplicate|duplicate_formula_same_order_lt10x|cif_status_blank|reduced_composition_whitespace|space_group_whitespace,source_note_duplicate: duplicate with line 510 || duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=2.1875; log10 span=0.339948 || cif_status_blank: Cif ID is blank || reduced_composition_whitespace: leading or trailing whitespace || space_group_whitespace: leading or trailing whitespace,resolve_referenced_duplicate|retain_as_replicates_but_keep_group_in_one_split|complete_cif_status_if_available|trim_text,DUP045,2,2.1875,0.33994806169435066,True,0ew,Li6La3ZrTaO12 ,8,Li48.0La24.0Zr8.0Ta8.0O96.0,0.00016,,,Ia-3d ,230,12.891,12.891,12.891,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,0,,,,,duplicate with line 510,,,,205.0,673.0
579,high,source_note_duplicate|duplicate_formula_same_order_lt10x|space_group_whitespace,source_note_duplicate: duplicate with line 536 || duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=2.34234; log10 span=0.36965 || space_group_whitespace: leading or trailing whitespace,resolve_referenced_duplicate|retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP042,2,2.3423423423423424,0.3696503691841606,True,tbj,Li5La3Sb2O12,8,Li40.0La24.0Sb16.0O96.0,3.33e-06,,,Ia-3d ,230,12.84665,12.84665,12.84665,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.002,1,D2 - 217; D1 - 890,done,ICSD ,,duplicate with line 536,,,161389.0,217.0,
589,high,duplicate_formula_conflict_100_to_1000x|below_1e-6_modeling_threshold,duplicate_formula_conflict_100_to_1000x: 2 normalized-composition records; observed ratio=444.444; log10 span=2.64782 || below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=4.5e-08,manual_review_conditions_phase_and_source|exclude_from_current_high_conductivity_model,DUP005,2,444.4444444444445,2.6478174818886373,False,mn3,Li4SnSe4,4,Li16.0Sn4.0Se16.0,4.5e-08,,,Pnma,62,14.98259,8.25908,6.6279,90.0,90.0,90.0,Chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111758,,,,,111758.0,,
597,high,duplicate_formula_conflict_10_to_100x|space_group_symbol_typo,duplicate_formula_conflict_10_to_100x: 5 normalized-composition records; observed ratio=17.2028; log10 span=1.2356 || space_group_symbol_typo: P42/nmcZ contains trailing Z,manual_review_and_keep_group_in_one_split|normalize_to_P42/nmc,DUP019,5,17.202797202797203,1.2355990696383172,False,zzr,Li10GeP2S12,2,Li20.0Ge2.0P4.0S24.0,0.0076,,,P42/nmcZ,137,8.6877,8.6877,12.5827,90.0,90.0,90.0,LGPS,10.1021/jacs.0c10735,1,,done,ICSD-30161,,,,,30161.0,,
9,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=2.6875; log10 span=0.429348,retain_as_replicates_but_keep_group_in_one_split,DUP039,2,2.6875,0.4293484729236621,True,mdp,Li7P3S11,2,Li14.0P6.0S22.0,0.0032,,,P -1,2,12.5009,6.0316,12.5303,102.845,113.2024,74.467,thio-phosphate,10.1039/c3ee41655k|10.1016/j.ssi.2007.05.020|10.1016/j.ssi.2006.04.017,0,,done,,,,,,157654.0,5.0,28.0
11,review,duplicate_formula_same_order_lt10x|cif_status_blank,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=2.6875; log10 span=0.429348 || cif_status_blank: Cif ID is blank,retain_as_replicates_but_keep_group_in_one_split|complete_cif_status_if_available,DUP039,2,2.6875,0.4293484729236621,True,ptg,Li7P3S11,2,Li14.0P6.0S22.0,0.0086,,,P -1,2,12.4258,6.0401,12.515,103.076,113.342,74.883,thio-phosphate,10.1021/acs.chemmater.6b02163,0,,,,,,,,,12.0,
18,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=7.92208; log10 span=0.898839,retain_as_replicates_but_keep_group_in_one_split,DUP025,2,7.922077922077923,0.8988391098382851,True,2yl,Li3.35Ge0.35P0.65S4,24,Li80.4Ge8.4P15.6S96.0,0.00154,,,P21/m,11,13.393,22.947,18.2009,90.0,92.562,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,
22,review,duplicate_formula_same_order_lt10x|below_1e-6_modeling_threshold,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=3.10063; log10 span=0.49145 || below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.59e-08,retain_as_replicates_but_keep_group_in_one_split|exclude_from_current_high_conductivity_model,DUP036,2,3.10062893081761,0.491449794956778,True,b4c,Li4SiS4,2,Li8.0Si2.0S8.0,1.59e-08,,,P21/m,11,6.8934,7.7675,6.1241,90.0,91.225,90.0,thio-LISICON,10.1006/jssc.2002.9701,1,D2 - 18,done,59708-ICSD,,,,,59708.0,18.0,
25,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=6.35952; log10 span=0.803424,retain_as_replicates_but_keep_group_in_one_split,DUP030,2,6.359516616314199,0.8034241063959682,True,dj2,Li3.4Si0.4P0.6S4,24,Li81.6Si9.6P14.4S96.0,0.000662,,,P21/m,11,13.3678,23.6448,12.2154,90.0,90.134,90.0,thio-LISICON,10.1006/jssc.2002.9701,1,D2 - 18,not available,,,,,,,18.0,
69,review,duplicate_formula_same_order_lt10x|below_1e-6_modeling_threshold,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=3.43462; log10 span=0.535878; at least one DOI is shared || below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=2.6e-07,retain_as_replicates_but_keep_group_in_one_split|exclude_from_current_high_conductivity_model,DUP034,2,3.4346153846153844,0.5358781109177286,True,joc,Li3PS4,2,Li6.0P2.0S8.0,2.6e-07,,,Pmn21,31,7.70829,6.53521,6.1365,90.0,90.0,90.0,thio-LISICON,10.1021/ja3110895,1,D2 - 52,done,180318-ICSD,,,,,180318.0,52.0,
112,review,source_note_structure_metadata_missing|below_1e-6_modeling_threshold,source_note_structure_metadata_missing: refer 79426-ICSD; po information is missing || below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=1.4e-13,verify_structure_metadata|exclude_from_current_high_conductivity_model,,,,,,uxo,Li2.88PO3.73N0.14,4,Li11.52P4.0O14.92N0.56,1.4e-13,,,Pnma,62,6.1153,10.469,4.9195,90.0,90.0,90.0,LISICON,10.1006/jssc.1995.1140,0,D2 - 70,done,,,refer 79426-ICSD; po information is missing,,,79426.0,70.0,615.0
120,review,low_precision_target_extraction|source_note_conductivity_review|below_1e-6_modeling_threshold,low_precision_target_extraction: IC number should be read from the graph || source_note_conductivity_review: IC number should be read from the graph || below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=2e-07,verify_value_from_source|verify_conductivity_from_source|exclude_from_current_high_conductivity_model,,,,,,i6k,Sm0.52Li0.38TiO2.97,4,Sm2.08Li1.52Ti4.0O11.88,2e-07,,,Pnma,62,5.34,7.619,5.441,90.0,90.0,90.0,perovskites,10.1016/0167-2738(94)90310-7,1,D2 - 62,not available,,,IC number should be read from the graph,,,,62.0,
124,review,duplicate_formula_same_order_lt10x|below_1e-6_modeling_threshold,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=3.10063; log10 span=0.49145 || below_1e-6_modeling_threshold: Ionic conductivity (S cm-1)=4.93e-08,retain_as_replicates_but_keep_group_in_one_split|exclude_from_current_high_conductivity_model,DUP036,2,3.10062893081761,0.491449794956778,True,x94,Li4SiS4,4,Li16.0Si4.0S16.0,4.93e-08,,,Pnma,62,13.735,7.769,6.147,90.0,90.0,90.0,thio-LISICON,10.1016/0025-5408(89)90053-6,1,D1 - 764; D2 - 15,not available,,,appendix: diffraction data available,,,,,634.0
144,review,available_cif_not_local|space_group_whitespace,available_cif_not_local: Cif ID says available but no local CIF was found || space_group_whitespace: leading or trailing whitespace,copy_or_link_cif|trim_text,,,,,,dco,Li2Zn0.5PS4,2,Li4.0Zn1.0P2.0S8.0,0.00013,,, I-4,82,5.795,5.795,8.834,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,available,264462-ICSD,,,,,264462.0,69.0,
145,review,available_cif_not_local|space_group_whitespace,available_cif_not_local: Cif ID says available but no local CIF was found || space_group_whitespace: leading or trailing whitespace,copy_or_link_cif|trim_text,,,,,,tqb,Li1.5Zn0.75PS4,2,Li3.0Zn1.5P2.0S8.0,1.65e-05,,, I-4,82,5.764,5.764,8.843,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,available,264463-ICSD,,,,,264463.0,69.0,
162,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=2.23837; log10 span=0.349932; at least one DOI is shared,retain_as_replicates_but_keep_group_in_one_split,DUP044,2,2.238372093023256,0.3499322826009519,True,2lu,La0.55Li0.36TiO3,2,La1.1Li0.72Ti2.0O6.0,0.000688,,,P4/mmm,123,3.868,3.868,7.751,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,
163,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.92012; log10 span=0.283329; at least one DOI is shared,retain_as_replicates_but_keep_group_in_one_split,DUP048,2,1.9201228878648233,0.2833290244398645,True,bd5,La0.54Li0.39TiO3,2,La1.08Li0.78Ti2.0O6.0,0.000651,,,P4/mmm,123,3.867,3.867,7.748,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,
164,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.56687; log10 span=0.195032; at least one DOI is shared,retain_as_replicates_but_keep_group_in_one_split,DUP056,2,1.5668662674650697,0.19503193087800685,True,ukw,La0.52Li0.45TiO3,2,La1.04Li0.9Ti2.0O6.0,0.000501,,,P4/mmm,123,3.8673,3.8673,7.739,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,
165,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.38898; log10 span=0.142697; at least one DOI is shared,retain_as_replicates_but_keep_group_in_one_split,DUP057,2,1.3889816360601,0.14269650390141253,True,5h8,La0.58Li0.27TiO3,2,La1.16Li0.54Ti2.0O6.0,0.000599,,,P4/mmm,123,3.87,3.87,7.773,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,
166,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=7.87879; log10 span=0.896459; at least one DOI is shared,retain_as_replicates_but_keep_group_in_one_split,DUP026,3,7.878787878787879,0.8964594080929307,True,vwy,La0.56Li0.33TiO3,2,La1.12Li0.66Ti2.0O6.0,0.000668,,,P4/mmm,123,3.8675,3.8675,7.758,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,done,,,,Yes,10.1006/jssc.1996.0385,82671.0,97.0,
167,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=7.87879; log10 span=0.896459; at least one DOI is shared,retain_as_replicates_but_keep_group_in_one_split,DUP026,3,7.878787878787879,0.8964594080929307,True,2ha,La0.56Li0.33TiO3,2,La1.12Li0.66Ti2.0O6.0,0.000165,,,P4/mmm,123,3.89816,3.89816,7.8519,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2013.04.195,1,D2 - 98,not available,,,,,,,98.0,
177,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=7.92208; log10 span=0.898839 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP025,2,7.922077922077923,0.8988391098382851,True,52b,Li10.05Ge1.05P1.95S12,2,Li20.1Ge2.1P3.9S24.0,0.0122,,,P42/nmc ,137,8.6944,8.6944,12.60025,90.0,90.0,90.0,LGPS,10.1039/c4ta05231e,1,D2 - 104,not available,,,,,,,104.0,
179,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.57143; log10 span=0.196295 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP055,2,1.5714285714285714,0.196294645143968,True,ya8,Li10.5Ge1.5P1.5S12,2,Li21.0Ge3.0P3.0S24.0,0.011,,,P42/nmc ,137,8.7025,8.7025,12.6251,90.0,90.0,90.0,LGPS,10.1039/c4ta05231e,1,D2 - 104,not available,,,,,,,104.0,
182,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.03538; log10 span=0.0151017 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP063,2,1.0353846153846153,0.015101707581121282,True,mqo,Li3.45Si0.45P0.55S4,6,Li20.7Si2.7P3.3S24.0,0.00673,,,P42/nmc ,137,8.669578,8.669578,12.536058,90.0,90.0,90.0,LGPS,10.1039/c4fd00143e,1,D2 - 105,not available,,,refer D2 - 109; 252037-ICSD,,,,105.0,
185,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=6.35952; log10 span=0.803424 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP030,2,6.359516616314199,0.8034241063959682,True,3sx,Li3.4Si0.4P0.6S4,6,Li20.4Si2.4P3.6S24.0,0.00421,,,P42/nmc ,137,8.644,8.644,12.504,90.0,90.0,90.0,LGPS,10.1039/c4fd00143e,1,D2 - 105,not available,,,,,,,105.0,
189,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.10887; log10 span=0.044881 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP062,2,1.1088709677419355,0.04488101300404601,True,ns3,Li3.27Sn0.27P0.73S4,6,Li19.62Sn1.62P4.38S24.0,0.00496,,,P42/nmc ,137,8.7405,8.7405,12.715,90.0,90.0,90.0,LGPS,10.1039/c4fd00143e,1,D2 - 105,not available,,,,,,,105.0,
193,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=1.84211; log10 span=0.265314 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP049,3,1.8421052631578947,0.2653144433974468,True,9lx,Li10SnP2S12,2,Li20.0Sn2.0P4.0S24.0,0.007,,,P42/nmc ,137,8.7057,8.7057,12.7389,90.0,90.0,90.0,LGPS,10.1021/ja407393y,1,D2 - 107,done,193755-ICSD; appendix,,,,,193755.0,107.0,
198,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.10887; log10 span=0.044881 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP062,2,1.1088709677419355,0.04488101300404601,True,nip,Li9.81Sn0.81P2.19S12,2,Li19.62Sn1.62P4.38S24.0,0.0055,,,P42/nmc ,137,8.73764,8.73764,12.7166,90.0,90.0,90.0,LGPS,10.1107/s2052520615022283,1,D2 - 109,done,252040-ICSD,,partial occupancy corrected,,,252040.0,109.0,609.0
210,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.57143; log10 span=0.196295 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP055,2,1.5714285714285714,0.196294645143968,True,hd3,Li7GePS8,2,Li14.0Ge2.0P2.0S16.0,0.007,,,P42/nmc ,137,8.718,8.718,12.66,90.0,90.0,90.0,LGPS,10.1039/c3ee41728j,1,D2 - 251,not available,,,,,,,251.0,
212,review,duplicate_formula_same_order_lt10x|space_group_whitespace,duplicate_formula_same_order_lt10x: 2 normalized-composition records; observed ratio=1.03538; log10 span=0.0151017 || space_group_whitespace: leading or trailing whitespace,retain_as_replicates_but_keep_group_in_one_split|trim_text,DUP063,2,1.0353846153846153,0.015101707581121282,True,k4x,Li10.35Si1.35P1.65S12,2,Li20.7Si2.7P3.3S24.0,0.0065,,,P42/nmc ,137,8.68385,8.68385,12.55589,90.0,90.0,90.0,LGPS,10.1107/s2052520615022283,1,D2 - 109,done,252037-ICSD,,,,,252037.0,109.0,608.0
234,review,duplicate_formula_same_order_lt10x,duplicate_formula_same_order_lt10x: 3 normalized-composition records; observed ratio=6.91383; log10 span=0.839719,retain_as_replicates_but_keep_group_in_one_split,DUP028,3,6.913827655310621,0.8397185494498838,True,0o6,Li1.2Ti1.8Sc0.2(PO4)3,6,Li7.2Ti10.8Sc1.2P18.0O72.0,9.98e-05,9.98e-05,0.00251,R-3c,167,8.527,8.527,20.924,90.0,90.0,120.0,NASICON,10.1021/acs.inorgchem.6b02274,1,D2 - 132,done,,,,,,119210.0,132.0,
