group_id,pair_id,化学式_a,化学式_b,family,source_row_a,source_row_b,电导率_a_S_cm-1,电导率_b_S_cm-1,真实电导率变化值_S_cm-1,真实趋势标签,预测趋势标签,预测正确,probability_decrease,probability_unchanged,probability_increase
group2,exp_pair_0018,Li5.5As0.9Sb0.2S4.5Br1.5,Li5.5As0.9Sb0.1S4.3O0.2Br1.5,argyrodites,19,20,0.00906,0.01255,0.00349,increase,decrease,False,0.39167053,0.30126783,0.30706167
group2,exp_pair_0019,Li5.5As0.9Sb0.1S4.3O0.2Br1.5,Li6.65As0.35Si0.65S5I,argyrodites,20,21,0.01255,0.006347,-0.006203,decrease,unchanged,False,0.40622514,0.4641259,0.12964894
group2,exp_pair_0020,Li6.65As0.35Si0.65S5I,Li6.7As0.3Si0.7S5I,argyrodites,21,22,0.006347,0.010615000000000001,0.004268000000000001,increase,increase,True,0.33464694,0.06853465,0.5968184
group2,exp_pair_0021,Li6.7As0.3Si0.7S5I,Li6.75As0.25Si0.75S5I,argyrodites,22,23,0.010615000000000001,0.004784,-0.005831000000000001,decrease,increase,False,0.34868175,0.06130856,0.5900097
group2,exp_pair_0022,Li6.75As0.25Si0.75S5I,Li6.8As0.2Si0.8S5I,argyrodites,23,24,0.004784,0.005813,0.0010289999999999995,increase,increase,True,0.32994327,0.10682344,0.5632333
group3,exp_pair_0023,Li6.6Sb0.4Si0.6S5I,Li6.65Sb0.35Si0.65S5I,argyrodites,25,26,0.008844,0.010755,0.0019110000000000012,increase,increase,True,0.06328668,0.03388949,0.90282387
group3,exp_pair_0024,Li6.65Sb0.35Si0.65S5I,Li6.7Sb0.3Si0.7S5I,argyrodites,26,27,0.010755,0.014409000000000002,0.003654000000000001,increase,increase,True,0.18187818,0.10286202,0.7152598
group3,exp_pair_0025,Li6.7Sb0.3Si0.7S5I,Li6.75Sb0.25Si0.75S5I,argyrodites,27,28,0.014409000000000002,0.006307,-0.008102000000000002,decrease,increase,False,0.17681547,0.08209368,0.7410909
group3,exp_pair_0026,Li6.75Sb0.25Si0.75S5I,Li6.8Sb0.2Si0.8S5I,argyrodites,28,29,0.006307,0.0009270000000000001,-0.00538,decrease,increase,False,0.115111105,0.09517265,0.7897163
group3,exp_pair_0027,Li6.8Sb0.2Si0.8S5I,Li6.9Sb0.3Si0.7S5.2I0.8,argyrodites,29,30,0.0009270000000000001,0.010074999999999999,0.009147999999999998,increase,increase,True,0.08148798,0.056993023,0.861519
group3,exp_pair_0028,Li6.9Sb0.3Si0.7S5.2I0.8,Li6.8Sb0.3Si0.7S5.1I0.9,argyrodites,30,31,0.010074999999999999,0.008795,-0.0012799999999999982,decrease,decrease,True,0.6898517,0.10985571,0.20029251
group3,exp_pair_0029,Li6.8Sb0.3Si0.7S5.1I0.9,Li6.7Sb0.3Si0.7S5I,argyrodites,31,32,0.008795,0.014409000000000002,0.005614000000000001,increase,decrease,False,0.61746716,0.12099125,0.2615416
group3,exp_pair_0030,Li6.7Sb0.3Si0.7S5I,Li6.6Sb0.3Si0.7S4.9I1.1,argyrodites,32,33,0.014409000000000002,0.001267,-0.013142000000000001,decrease,decrease,True,0.63105553,0.12813517,0.24080926
group3,exp_pair_0031,Li6.6Sb0.3Si0.7S4.9I1.1,Li6.5Sb0.3Si0.7S4.8I1.2,argyrodites,33,34,0.001267,0.00535,0.004083,increase,decrease,False,0.6672863,0.11863472,0.21407896
group3,exp_pair_0032,Li6.5Sb0.3Si0.7S4.8I1.2,Li3.875Sn0.875As0.125S4,argyrodites,34,35,0.00535,0.00054,-0.00481,decrease,unchanged,False,0.37509298,0.56594014,0.058966912
group4,exp_pair_0033,Li5.4PS4.3O0.1ClBr0.6,Li5.4PS4.2O0.2ClBr0.6,argyrodites,36,37,0.01149,0.01245,0.000959999999999999,increase,decrease,False,0.80228436,0.026521219,0.1711944
group4,exp_pair_0034,Li5.4PS4.2O0.2ClBr0.6,Li5.4PS4O0.4ClBr0.6,argyrodites,37,38,0.01245,0.0127,0.0002500000000000002,increase,increase,True,0.30309868,0.023146681,0.67375463
group4,exp_pair_0035,Li5.4PS4O0.4ClBr0.6,Li5.4PS3.6O0.8ClBr0.6,argyrodites,38,39,0.0127,0.00943,-0.0032700000000000003,decrease,decrease,True,0.8802604,0.013467804,0.10627183
group4,exp_pair_0036,Li5.4PS3.6O0.8ClBr0.6,Li5.4PS3.2O1.2ClBr0.6,argyrodites,39,40,0.00943,0.00522,-0.004209999999999999,decrease,decrease,True,0.83939844,0.050228976,0.11037254
group4,exp_pair_0037,Li5.4PS3.2O1.2ClBr0.6,Li5.4PS2.5O1.9ClBr0.6,argyrodites,40,41,0.00522,0.00123,-0.00399,decrease,decrease,True,0.4377896,0.32350278,0.23870762
group4,exp_pair_0038,Li5.4PS2.5O1.9ClBr0.6,Li5.4PS4O0.4Cl0.95F0.05Br0.6,argyrodites,41,42,0.00123,0.01322,0.01199,increase,decrease,False,0.52086,0.3798764,0.0992636
group4,exp_pair_0039,Li5.4PS4O0.4Cl0.95F0.05Br0.6,Li5.4PS4O0.4Cl0.9F0.1Br0.6,mixed,42,43,0.01322,0.013090000000000001,-0.0001299999999999999,decrease,decrease,True,0.6735849,0.09773094,0.2286842
group4,exp_pair_0040,Li5.4PS4O0.4Cl0.9F0.1Br0.6,Li5.4PS4O0.4Cl0.85F0.15Br0.6,thio_lisicon,43,44,0.013090000000000001,0.01001,-0.003080000000000001,decrease,decrease,True,0.7167808,0.13489163,0.1483276
group4,exp_pair_0041,Li5.4PS4O0.4Cl0.85F0.15Br0.6,Li5.4PS4O0.4Cl0.8F0.2Br0.6,mixed,44,45,0.01001,0.00509,-0.00492,decrease,decrease,True,0.74105585,0.14775991,0.111184195
group5,exp_pair_0042,Li5.4P0.9Sn0.1S4.4ClBr0.6,Li5.4P0.8Sn0.2S4.4ClBr0.6,argyrodites,46,47,0.013460000000000001,0.00909,-0.004370000000000001,decrease,decrease,True,0.5130828,0.3430242,0.14389303
group5,exp_pair_0043,Li5.4P0.8Sn0.2S4.4ClBr0.6,Li5.4P0.6Sn0.4S4.4ClBr0.6,argyrodites,47,48,0.00909,0.00332,-0.005770000000000001,decrease,decrease,True,0.73655504,0.037010167,0.22643475
group5,exp_pair_0044,Li5.4P0.6Sn0.4S4.4ClBr0.6,Li5.4P0.9Sn0.1S4.2O0.2ClBr0.6,argyrodites,48,49,0.00332,0.01077,0.00745,increase,decrease,False,0.80609894,0.03983349,0.15406758
group5,exp_pair_0045,Li5.4P0.9Sn0.1S4.2O0.2ClBr0.6,Li5.4P0.8Sn0.2S4O0.4ClBr0.6,argyrodites,49,50,0.01077,0.00591,-0.00486,decrease,increase,False,0.16724397,0.14326164,0.6894944
group5,exp_pair_0046,Li5.4P0.8Sn0.2S4O0.4ClBr0.6,Li5.4P0.9Si0.1S4.2O0.2ClBr0.6,argyrodites,50,51,0.00591,0.01033,0.00442,increase,decrease,False,0.74399847,0.12896127,0.12704031
group5,exp_pair_0047,Li5.4P0.9Si0.1S4.2O0.2ClBr0.6,Li5.4P0.8Si0.2S4O0.4ClBr0.6,argyrodites,51,52,0.01033,0.00531,-0.005020000000000001,decrease,increase,False,0.099472605,0.038960915,0.86156654
group6,exp_pair_0048,Li10SnP2S12,Li9.9SnP2S11.8Cl0.1O0.1,lgps,53,54,0.00619,0.004860000000000001,-0.0013299999999999996,decrease,decrease,True,0.9162209,0.01926658,0.06451253
group6,exp_pair_0049,Li9.9SnP2S11.8Cl0.1O0.1,Li10SnP1.8Sb0.2S11.8O0.2,lgps,54,55,0.004860000000000001,0.004,-0.0008600000000000005,decrease,increase,False,0.3439649,0.027636936,0.6283981
group6,exp_pair_0050,Li10SnP1.8Sb0.2S11.8O0.2,Li10SnP1.8Sb0.3S11.8O0.4,lgps,55,56,0.004,0.0016,-0.0024000000000000002,decrease,decrease,True,0.8110915,0.002705552,0.18620294
group6,exp_pair_0051,Li10SnP1.8Sb0.3S11.8O0.4,Li10SiP2S12,lgps,56,57,0.0016,0.00151,-9.000000000000002e-05,unchanged,decrease,False,0.90371215,0.00432327,0.091964535
group6,exp_pair_0052,Li10SiP2S12,Li10Si0.3Sn0.7P2S12,lgps,57,58,0.00151,0.00642,0.00491,increase,decrease,False,0.61967915,0.028783273,0.35153753
group6,exp_pair_0053,Li10Si0.3Sn0.7P2S12,Li10SnP2S11.8O0.2,lgps,58,59,0.00642,0.00452,-0.0019000000000000006,decrease,decrease,True,0.8961448,0.0154306805,0.08842458
group6,exp_pair_0054,Li10SnP2S11.8O0.2,Li10SiP2S11.8O0.2,lgps,59,60,0.00452,0.00124,-0.00328,decrease,increase,False,0.17628273,0.105218716,0.7184986
group6,exp_pair_0055,Li10SiP2S11.8O0.2,Li10Si0.3Sn0.7P2S11.8O0.2,lgps,60,61,0.00124,0.00495,0.0037100000000000006,increase,decrease,False,0.7022443,0.071775876,0.2259798
group6,exp_pair_0056,Li10Si0.3Sn0.7P2S11.8O0.2,Li6.7Si0.7Sb0.3S4.8Se0.2I,mixed,61,62,0.00495,0.016357,0.011407,increase,unchanged,False,0.2050755,0.4263819,0.3685426
group6,exp_pair_0057,Li6.7Si0.7Sb0.3S4.8Se0.2I,Li6.7Si0.7Sb0.3S4.9O0.1I,argyrodites,62,63,0.016357,0.014154,-0.002203,decrease,increase,False,0.11448295,0.055389836,0.8301272
group6,exp_pair_0058,Li6.7Si0.7Sb0.3S4.9O0.1I,Li6.7Si0.7Sb0.3S4.8O0.2I,argyrodites,63,64,0.014154,0.012508,-0.001646,decrease,increase,False,0.15488882,0.13031194,0.7147992
group6,exp_pair_0059,Li6.7Si0.7Sb0.3S4.8O0.2I,Li6.7Si0.7Sb0.3S4.7O0.3I,argyrodites,64,65,0.012508,0.011847,-0.0006610000000000001,decrease,increase,False,0.17371301,0.120484225,0.70580274
group6,exp_pair_0060,Li6.7Si0.7Sb0.3S4.7O0.3I,Li6.7Si0.7Sb0.3S4.6O0.4I,argyrodites,65,66,0.011847,0.010453,-0.0013939999999999994,decrease,unchanged,False,0.12435186,0.52909887,0.34654924
group6,exp_pair_0061,Li6.7Si0.7Sb0.3S4.6O0.4I,Li6.7Si0.7Sb0.3S4.5O0.5I,argyrodites,66,67,0.010453,0.009145,-0.0013080000000000001,decrease,unchanged,False,0.25545913,0.38654914,0.35799173
group6,exp_pair_0062,Li6.7Si0.7Sb0.3S4.5O0.5I,Li6.7Si0.7Sb0.25As0.05S4.8O0.2I,argyrodites,67,68,0.009145,0.012117000000000001,0.0029720000000000007,increase,increase,True,0.058228776,0.04606405,0.8957072
group6,exp_pair_0063,Li6.7Si0.7Sb0.25As0.05S4.8O0.2I,Li6.7Si0.7Sb0.2As0.1S4.8O0.2I,argyrodites,68,69,0.012117000000000001,0.013872,0.0017549999999999996,increase,increase,True,0.2900903,0.19221412,0.5176956
group6,exp_pair_0064,Li6.7Si0.7Sb0.2As0.1S4.8O0.2I,Li6.7Si0.7Sb0.15As0.15S4.8O0.2I,argyrodites,69,70,0.013872,0.012704000000000002,-0.001167999999999999,decrease,increase,False,0.21068506,0.2848125,0.5045024
group6,exp_pair_0065,Li6.7Si0.7Sb0.15As0.15S4.8O0.2I,Li6.7Si0.7Sb0.3S4.6Se0.2O0.2I,argyrodites,70,71,0.012704000000000002,0.01329,0.000585999999999998,increase,increase,True,0.33590916,0.27714184,0.38694903
group6,exp_pair_0066,Li6.7Si0.7Sb0.3S4.6Se0.2O0.2I,Li6.7Si0.7Sb0.3S4.4Se0.3O0.3I,argyrodites,71,72,0.01329,0.012074,-0.001216,decrease,increase,False,0.37601355,0.08598508,0.53800136
group7,exp_pair_0067,Li2.8Zr0.75Al0.25O1.4Cl3.75,Li2ZrP0.6667O2.6667Cl4,halides,73,74,0.001642,0.002056,0.0004140000000000001,increase,decrease,False,0.7303713,0.05863136,0.21099739
group7,exp_pair_0068,Li2ZrP0.6667O2.6667Cl4,LiZrS0.5O2Cl4,halides,74,75,0.002056,0.0013740000000000002,-0.0006819999999999999,decrease,decrease,True,0.7002244,0.019561477,0.2802141
group7,exp_pair_0069,LiZrS0.5O2Cl4,Li1.2FeO1.2H1.2Cl3,halides,75,76,0.0013740000000000002,0.001062,-0.0003120000000000002,decrease,unchanged,False,0.21888207,0.58040535,0.2007126
group7,exp_pair_0070,Li1.2FeO1.2H1.2Cl3,Li2ZrCl6,halides,76,77,0.001062,0.00041099999999999996,-0.0006510000000000001,decrease,unchanged,False,0.16518216,0.8245825,0.010235392
group7,exp_pair_0071,Li2ZrCl6,Li3Zr0.75OCl4,halides,77,78,0.00041099999999999996,0.0010049999999999998,0.0005939999999999999,increase,unchanged,False,0.28769842,0.6463762,0.06592541
group7,exp_pair_0072,Li3Zr0.75OCl4,Li1.75ZrCl4.75O0.5,halides,78,79,0.0010049999999999998,0.001008,3.0000000000001813e-06,unchanged,decrease,False,0.9741737,0.005581318,0.020244956
group8,exp_pair_0073,Li5.43P0.97Zr0.03S4.34O0.06ClBr0.6,Li5.45P0.95Zr0.05S4.3O0.1ClBr0.6,argyrodites,80,81,0.011859999999999999,0.01091,-0.0009499999999999995,decrease,increase,False,0.25735986,0.04483241,0.69780767
group8,exp_pair_0074,Li5.45P0.95Zr0.05S4.3O0.1ClBr0.6,Li5.47P0.93Zr0.07S4.26O0.14ClBr0.6,argyrodites,81,82,0.01091,0.00873,-0.0021799999999999996,decrease,increase,False,0.32321715,0.060344134,0.61643875
group8,exp_pair_0075,Li5.47P0.93Zr0.07S4.26O0.14ClBr0.6,Li5.5P0.9Zr0.1S4.2O0.2ClBr0.6,argyrodites,82,83,0.00873,0.00859,-0.0001399999999999995,decrease,decrease,True,0.56849915,0.025545733,0.40595514
group8,exp_pair_0076,Li5.5P0.9Zr0.1S4.2O0.2ClBr0.6,Li5.6P0.85Zr0.2S4O0.4ClBr0.6,argyrodites,83,84,0.00859,0.0027300000000000002,-0.005860000000000001,decrease,increase,False,0.13153233,0.007200441,0.86126727
group8,exp_pair_0077,Li5.6P0.85Zr0.2S4O0.4ClBr0.6,Li5.7P0.7Zr0.3S3.8O0.6ClBr0.6,argyrodites,84,85,0.0027300000000000002,0.00066,-0.0020700000000000002,decrease,increase,False,0.1750374,0.012122952,0.8128397
group8,exp_pair_0078,Li5.7P0.7Zr0.3S3.8O0.6ClBr0.6,Li3.45Sn0.09Si0.36P0.55S3.65O0.35,mixed,85,86,0.00066,0.0054,0.00474,increase,decrease,False,0.52299577,0.026946012,0.45005825
group8,exp_pair_0079,Li3.45Sn0.09Si0.36P0.55S3.65O0.35,Li9.54Si1.566Sn0.174P1.44S11.1Br0.3O0.6,mixed,86,87,0.0054,0.0099,0.0045000000000000005,increase,increase,True,0.38941595,0.09171505,0.518869
group8,exp_pair_0080,Li9.54Si1.566Sn0.174P1.44S11.1Br0.3O0.6,Li9.54Si1.566Sn0.174P1.34Sb0.1S11.1Br0.3O0.6,lgps,87,88,0.0099,0.00922,-0.00068,decrease,decrease,True,0.70666975,0.25734174,0.035988506
group8,exp_pair_0081,Li9.54Si1.566Sn0.174P1.34Sb0.1S11.1Br0.3O0.6,Li9.54Si1.566Sn0.174P1.34Sb0.2S11.1Br0.3O0.6,lgps,88,89,0.00922,0.00999,0.0007699999999999999,increase,decrease,False,0.7388551,0.071026444,0.1901184
group8,exp_pair_0082,Li9.54Si1.566Sn0.174P1.34Sb0.2S11.1Br0.3O0.6,Li9.54Si1.566Sn0.174P1.34Sb0.3S11.1Br0.3O0.6,lgps,89,90,0.00999,0.008130000000000002,-0.0018599999999999988,decrease,decrease,True,0.8976908,0.05240795,0.049901254
group8,exp_pair_0083,Li9.54Si1.566Sn0.174P1.34Sb0.3S11.1Br0.3O0.6,Li9.54Si1.566Sn0.174P1.34As0.1S11.1Br0.3O0.6,lgps,90,91,0.008130000000000002,0.01236,0.004229999999999998,increase,increase,True,0.42056867,0.059616435,0.51981485
group8,exp_pair_0084,Li9.54Si1.566Sn0.174P1.34As0.1S11.1Br0.3O0.6,Li9.54Si1.566Sn0.174P1.34As0.2S11.1Br0.3O0.6,lgps,91,92,0.01236,0.01357,0.001210000000000001,increase,increase,True,0.41054845,0.095198356,0.49425322
group8,exp_pair_0085,Li9.54Si1.566Sn0.174P1.34As0.2S11.1Br0.3O0.6,Li9.54Si1.566Sn0.174P1.34As0.3S11.1Br0.3O0.6,lgps,92,93,0.01357,0.01055,-0.00302,decrease,decrease,True,0.49752802,0.38553113,0.116940804
group8,exp_pair_0086,Li9.54Si1.566Sn0.174P1.34As0.3S11.1Br0.3O0.6,Li9.54Si1.74P1.44S11.7Br0.3,lgps,93,94,0.01055,0.0058,-0.004750000000000001,decrease,decrease,True,0.9604719,0.018327063,0.02120105
group8,exp_pair_0087,Li9.54Si1.74P1.44S11.7Br0.3,Li9.54Si1.74P1.44S11.4Br0.3O0.3,lgps,94,95,0.0058,0.0088,0.003000000000000001,increase,increase,True,0.06698582,0.0026932165,0.9303209
group8,exp_pair_0088,Li9.54Si1.74P1.44S11.4Br0.3O0.3,Li9.54Si1.74P1.44S11.1Br0.3O0.6,lgps,95,96,0.0088,0.0109,0.0020999999999999994,increase,increase,True,0.29171225,0.0071834503,0.70110434
group8,exp_pair_0089,Li9.54Si1.74P1.44S11.1Br0.3O0.6,Li9.54Si1.74P1.44S10.8Br0.3O0.9,lgps,96,97,0.0109,0.0067,-0.0042,decrease,increase,False,0.31921577,0.012480787,0.6683035
group8,exp_pair_0090,Li9.54Si1.74P1.44S10.8Br0.3O0.9,Li9.54(Si0.9Ge0.1)1.74P1.44S11.1Br0.3O0.6,lgps,97,98,0.0067,0.0123,0.0056,increase,decrease,False,0.84581107,0.008072429,0.14611652
group8,exp_pair_0091,Li9.54(Si0.9Ge0.1)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.8Ge0.2)1.74P1.44S11.1Br0.3O0.6,lgps,98,99,0.0123,0.011300000000000001,-0.0009999999999999992,decrease,decrease,True,0.9160493,0.07139639,0.012554316
group8,exp_pair_0092,Li9.54(Si0.8Ge0.2)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.7Ge0.3)1.74P1.44S11.1Br0.3O0.6,lgps,99,100,0.011300000000000001,0.0135,0.002199999999999999,increase,decrease,False,0.93682295,0.05221806,0.010958948
group8,exp_pair_0093,Li9.54(Si0.7Ge0.3)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.6Ge0.4)1.74P1.44S11.1Br0.3O0.6,lgps,100,101,0.0135,0.0136,9.99999999999994e-05,unchanged,decrease,False,0.92709506,0.06543858,0.0074663875
group8,exp_pair_0094,Li9.54(Si0.6Ge0.4)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.5Ge0.5)1.74P1.44S11.1Br0.3O0.6,lgps,101,102,0.0136,0.013800000000000002,0.00020000000000000226,increase,decrease,False,0.5873372,0.17499669,0.2376661
group8,exp_pair_0095,Li9.54(Si0.5Ge0.5)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.4Ge0.6)1.74P1.44S11.1Br0.3O0.6,lgps,102,103,0.013800000000000002,0.0127,-0.001100000000000002,decrease,decrease,True,0.6186281,0.06489638,0.31647554
group8,exp_pair_0096,Li9.54(Si0.4Ge0.6)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.3Ge0.7)1.74P1.44S11.1Br0.3O0.6,lgps,103,104,0.0127,0.0111,-0.001599999999999999,decrease,decrease,True,0.9211806,0.040616106,0.03820327
group8,exp_pair_0097,Li9.54(Si0.3Ge0.7)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.2Ge0.8)1.74P1.44S11.1Br0.3O0.6,lgps,104,105,0.0111,0.0079,-0.0031999999999999997,decrease,decrease,True,0.94076693,0.029936627,0.029296447
group8,exp_pair_0098,Li9.54(Si0.2Ge0.8)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.1Ge0.9)1.74P1.44S11.1Br0.3O0.6,lgps,105,106,0.0079,0.0054,-0.0025000000000000005,decrease,decrease,True,0.9263674,0.032395437,0.041237134
group8,exp_pair_0099,Li9.54(Si0.1Ge0.9)1.74P1.44S11.1Br0.3O0.6,Li9.54Ge1.74P1.44S11.1Br0.3O0.6,lgps,106,107,0.0054,0.0040999999999999995,-0.0013000000000000008,decrease,decrease,True,0.8631125,0.016948996,0.119938456
group8,exp_pair_0100,Li9.54Ge1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.9Sn0.1)1.74P1.44S11.1Br0.3O0.6,lgps,107,108,0.0040999999999999995,0.0115,0.0074,increase,increase,True,0.019845545,0.017071772,0.9630827
group8,exp_pair_0101,Li9.54(Si0.9Sn0.1)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.8Sn0.2)1.74P1.44S11.1Br0.3O0.6,lgps,108,109,0.0115,0.0088,-0.0026999999999999993,decrease,decrease,True,0.91201913,0.06978477,0.018196052
group8,exp_pair_0102,Li9.54(Si0.8Sn0.2)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.7Sn0.3)1.74P1.44S11.1Br0.3O0.6,lgps,109,110,0.0088,0.0077,-0.0011000000000000003,decrease,decrease,True,0.94313294,0.029102877,0.02776424
group8,exp_pair_0103,Li9.54(Si0.7Sn0.3)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.6Sn0.4)1.74P1.44S11.1Br0.3O0.6,lgps,110,111,0.0077,0.0067,-0.001,decrease,decrease,True,0.93004245,0.04227691,0.027680632
group8,exp_pair_0104,Li9.54(Si0.6Sn0.4)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.5Sn0.5)1.74P1.44S11.1Br0.3O0.6,lgps,111,112,0.0067,0.004900000000000001,-0.0017999999999999995,decrease,decrease,True,0.5247876,0.09038639,0.38482603
group8,exp_pair_0105,Li9.54(Si0.5Sn0.5)1.74P1.44S11.1Br0.3O0.6,Li9.54(Si0.4Sn0.6)1.74P1.44S11.1Br0.3O0.6,lgps,112,113,0.004900000000000001,0.0045000000000000005,-0.0004000000000000002,decrease,decrease,True,0.6160098,0.06586135,0.31812888
